"","x","y","rowSums(pls.transp[3:31], na.rm = TRUE)"
"3086",525000,1054000,573732008.416163
"3087",533000,1054000,325716512.246719
"3088",549000,1054000,546151947.461771
"3089",557000,1054000,457822445.998972
"3090",565000,1054000,248777943.237604
"3091",573000,1054000,414127318.88199
"3092",581000,1054000,291722596.469617
"3093",589000,1054000,402452038.257667
"3094",597000,1054000,230534671.656961
"3095",605000,1054000,441625767.551373
"3096",613000,1054000,645506868.135237
"3097",621000,1054000,358393408.780439
"3098",629000,1054000,314321924.60412
"3099",637000,1054000,359683960.6774
"3100",645000,1054000,378172026.632258
"3101",661000,1054000,442912095.485708
"3102",669000,1054000,310488513.070918
"3103",677000,1054000,216958371.595186
"3104",685000,1054000,226493050.094772
"3105",693000,1054000,402068816.405825
"3106",709000,1054000,467728596.503598
"3107",717000,1054000,562939982.12013
"3108",725000,1054000,438028421.854146
"3109",733000,1054000,668881367.75598
"3110",741000,1054000,518795106.096222
"3111",749000,1054000,410563145.427997
"3112",757000,1054000,578486006.266597
"3113",773000,1054000,535971298.222333
"3114",797000,1054000,408962813.132525
"3115",805000,1054000,397496487.976729
"3116",813000,1054000,489811891.897447
"3117",821000,1054000,89450481.732608
"3118",853000,1054000,1253461174.41586
"3119",861000,1054000,1003269114.96545
"3120",869000,1054000,1118101328.1735
"3121",877000,1054000,415743682.832049
"3122",885000,1054000,471101204.562922
"3123",893000,1054000,678544814.174788
"3124",901000,1054000,550262095.738476
"3125",909000,1054000,1090418380.58747
"3126",917000,1054000,712960903.548416
"3127",925000,1054000,426494830.588618
"3128",933000,1054000,746212200.01148
"3129",965000,1054000,457304088.949619
"3130",973000,1054000,543500918.861677
"3166",37000,1046000,12330.0416014417
"3167",77000,1046000,21489192.0056023
"3168",125000,1046000,252747337.694255
"3169",157000,1046000,15122596.6607102
"3170",173000,1046000,23971853.7215609
"3171",181000,1046000,11689455.580613
"3172",189000,1046000,19447486.0494731
"3173",197000,1046000,19827800.7185575
"3174",213000,1046000,48364924.8954967
"3175",221000,1046000,31207555.3809205
"3176",229000,1046000,71822469.5955129
"3177",237000,1046000,71038066.9786068
"3178",245000,1046000,69622064.9124874
"3179",253000,1046000,88157350.6674153
"3180",261000,1046000,321215007.557587
"3181",269000,1046000,469729237.159673
"3182",277000,1046000,678442662.479487
"3183",285000,1046000,415190662.101397
"3184",293000,1046000,383885999.088747
"3185",301000,1046000,388008191.849061
"3186",309000,1046000,318997726.820893
"3187",317000,1046000,313882219.348771
"3188",325000,1046000,366679219.263365
"3189",333000,1046000,289390487.183401
"3190",341000,1046000,300558190.231513
"3191",349000,1046000,470950705.012615
"3192",357000,1046000,435722635.717403
"3193",365000,1046000,390414112.490233
"3194",373000,1046000,571498619.617804
"3195",381000,1046000,355213178.547675
"3196",389000,1046000,369207299.319096
"3197",397000,1046000,347765926.441184
"3198",405000,1046000,351858751.615996
"3199",413000,1046000,421621642.920076
"3200",421000,1046000,319382744.49315
"3201",429000,1046000,261214318.893974
"3202",437000,1046000,317267948.674467
"3203",445000,1046000,365500798.658846
"3204",453000,1046000,374421821.483056
"3205",461000,1046000,394092217.128291
"3206",469000,1046000,298587014.214937
"3207",477000,1046000,254254693.885687
"3208",485000,1046000,520147242.273699
"3209",493000,1046000,330161040.601663
"3210",501000,1046000,651991854.990709
"3211",509000,1046000,217369495.977953
"3212",517000,1046000,283839722.873609
"3213",525000,1046000,476443054.635187
"3214",533000,1046000,468402565.161049
"3215",541000,1046000,396542142.824944
"3216",549000,1046000,460445665.217722
"3217",557000,1046000,284752118.585213
"3218",565000,1046000,336420594.524119
"3219",573000,1046000,393864129.554115
"3220",581000,1046000,411180138.59867
"3221",589000,1046000,408181886.503549
"3222",597000,1046000,617538470.392594
"3223",605000,1046000,547359798.791428
"3224",613000,1046000,318660130.801356
"3225",621000,1046000,263037297.187415
"3226",629000,1046000,418738830.308706
"3227",637000,1046000,467959682.294638
"3228",645000,1046000,504403513.22082
"3229",653000,1046000,478837113.425014
"3230",661000,1046000,287728753.303114
"3231",669000,1046000,283735494.652959
"3232",677000,1046000,247496181.985488
"3233",685000,1046000,205835161.484386
"3234",693000,1046000,377845880.819428
"3235",701000,1046000,448347999.314079
"3236",709000,1046000,464284201.182078
"3237",717000,1046000,336868973.945759
"3238",725000,1046000,502844191.835836
"3239",733000,1046000,452421996.076688
"3240",741000,1046000,598893203.136626
"3241",749000,1046000,783014184.94913
"3242",757000,1046000,954641723.489642
"3243",765000,1046000,232978702.024471
"3244",773000,1046000,269445376.690184
"3245",781000,1046000,371294968.777765
"3246",789000,1046000,190347745.192053
"3247",797000,1046000,353853450.661388
"3248",805000,1046000,482066656.281675
"3249",869000,1046000,717272127.235368
"3250",877000,1046000,624538790.533408
"3251",885000,1046000,501207848.8109
"3252",901000,1046000,766284640.156177
"3253",909000,1046000,773068784.761087
"3254",917000,1046000,672610243.00685
"3255",925000,1046000,685610894.185963
"3256",933000,1046000,718392874.847966
"3257",941000,1046000,762517482.500893
"3258",957000,1046000,486865781.862377
"3259",965000,1046000,1018748588.07507
"3260",973000,1046000,667714323.893357
"3261",981000,1046000,768700053.515781
"3300",-19000,1038000,0
"3301",13000,1038000,0
"3302",21000,1038000,0
"3303",29000,1038000,1360006.31632718
"3304",85000,1038000,134424696.193997
"3305",93000,1038000,138160165.663273
"3306",109000,1038000,274638742.971416
"3307",141000,1038000,58079157.3248622
"3308",149000,1038000,112607040.482566
"3309",173000,1038000,21114779.9159357
"3310",181000,1038000,18395558.0409637
"3311",189000,1038000,14946063.965521
"3312",197000,1038000,64377006.8789248
"3313",205000,1038000,50293665.0842678
"3314",213000,1038000,70154303.891306
"3315",221000,1038000,12150922.4760862
"3316",229000,1038000,84976510.9799294
"3317",253000,1038000,107984005.561242
"3318",261000,1038000,182124865.628092
"3319",277000,1038000,542652704.292903
"3320",285000,1038000,385649901.349564
"3321",293000,1038000,403182486.178731
"3322",301000,1038000,260095645.9682
"3323",309000,1038000,242944878.003322
"3324",317000,1038000,394412170.234965
"3325",325000,1038000,438776388.750414
"3326",333000,1038000,424148741.289047
"3327",349000,1038000,637378080.799126
"3328",357000,1038000,422901789.008578
"3329",365000,1038000,634624346.086575
"3330",373000,1038000,441825245.628011
"3331",389000,1038000,329351964.0096
"3332",397000,1038000,272801337.482999
"3333",405000,1038000,385918768.714299
"3334",413000,1038000,339876035.60828
"3335",421000,1038000,379921539.745799
"3336",429000,1038000,402733860.334248
"3337",437000,1038000,288363854.683906
"3338",445000,1038000,513672247.312598
"3339",453000,1038000,513048916.867341
"3340",461000,1038000,599886967.248274
"3341",477000,1038000,398145625.011767
"3342",485000,1038000,452782612.869691
"3343",493000,1038000,426535849.185295
"3344",501000,1038000,498095044.320386
"3345",509000,1038000,639039629.231638
"3346",517000,1038000,372932249.170307
"3347",525000,1038000,325204106.29555
"3348",533000,1038000,507814047.696091
"3349",541000,1038000,467295770.880747
"3350",549000,1038000,280430967.462284
"3351",557000,1038000,337985233.785904
"3352",565000,1038000,326403342.750514
"3353",573000,1038000,448326324.765721
"3354",581000,1038000,360217735.059984
"3355",589000,1038000,462642036.81305
"3356",597000,1038000,478757220.947517
"3357",605000,1038000,508459921.757773
"3358",613000,1038000,280146750.761493
"3359",621000,1038000,441094885.161622
"3360",629000,1038000,807593924.770322
"3361",637000,1038000,640546686.936072
"3362",645000,1038000,532973565.155313
"3363",653000,1038000,681804327.96824
"3364",661000,1038000,588013226.769523
"3365",669000,1038000,425001791.919855
"3366",677000,1038000,637636724.162934
"3367",685000,1038000,604970917.191433
"3368",693000,1038000,523752664.033179
"3369",701000,1038000,522669729.077903
"3370",717000,1038000,467919183.293649
"3371",725000,1038000,424446414.04978
"3372",733000,1038000,552414848.008856
"3373",757000,1038000,832976141.474828
"3374",869000,1038000,152742195.782216
"3375",877000,1038000,437061164.888224
"3376",885000,1038000,438683209.629332
"3377",981000,1038000,378953716.580289
"3419",125000,1030000,430306122.194043
"3420",133000,1030000,281193976.32262
"3421",141000,1030000,323612438.417164
"3422",157000,1030000,144838890.809744
"3423",165000,1030000,162149191.033082
"3424",181000,1030000,41313587.4414479
"3425",189000,1030000,81215265.8503238
"3426",205000,1030000,45297334.6349992
"3427",213000,1030000,17311042.1743122
"3428",221000,1030000,43667989.7788716
"3429",229000,1030000,26315616.5502447
"3430",245000,1030000,9574726.285112
"3431",253000,1030000,152066550.92606
"3432",269000,1030000,396307641.400608
"3433",285000,1030000,293616568.068552
"3434",293000,1030000,211109231.930726
"3435",301000,1030000,204709359.360084
"3436",309000,1030000,338539461.127315
"3437",317000,1030000,308370284.250333
"3438",325000,1030000,369935287.417447
"3439",333000,1030000,262373503.743821
"3440",357000,1030000,417490895.849178
"3441",365000,1030000,442366851.93905
"3442",373000,1030000,555869231.27605
"3443",381000,1030000,306963279.707616
"3444",389000,1030000,307808721.071686
"3445",397000,1030000,335240278.567113
"3446",405000,1030000,408647970.411158
"3447",413000,1030000,336018005.196285
"3448",421000,1030000,431625457.900136
"3449",429000,1030000,288578727.190407
"3450",437000,1030000,268150076.652968
"3451",445000,1030000,508278953.269002
"3452",453000,1030000,441007089.523966
"3453",461000,1030000,304182252.979711
"3454",469000,1030000,445620031.481586
"3455",477000,1030000,432608292.685209
"3456",485000,1030000,478966130.76138
"3457",493000,1030000,208974071.139081
"3458",501000,1030000,524617305.110882
"3459",509000,1030000,490649849.876585
"3460",517000,1030000,669118408.421976
"3461",525000,1030000,463600788.611691
"3462",533000,1030000,528940028.997734
"3463",541000,1030000,523796521.642552
"3464",549000,1030000,411839700.284197
"3465",557000,1030000,396784922.842014
"3466",565000,1030000,589836446.928725
"3467",573000,1030000,373896530.119844
"3468",581000,1030000,471542362.968051
"3469",589000,1030000,317253427.023466
"3470",597000,1030000,337473126.327208
"3471",605000,1030000,561807376.317365
"3472",613000,1030000,388565963.314272
"3473",621000,1030000,353537485.496691
"3474",629000,1030000,620680090.554642
"3475",637000,1030000,780264475.21497
"3476",645000,1030000,435086393.049585
"3477",653000,1030000,639060314.133141
"3478",661000,1030000,355516577.155027
"3479",677000,1030000,508760669.949258
"3480",693000,1030000,453372093.651056
"3481",701000,1030000,718453883.242792
"3482",717000,1030000,332850974.792822
"3483",725000,1030000,556636980.555097
"3484",749000,1030000,393346570.45871
"3525",133000,1022000,264723189.987544
"3526",141000,1022000,265094860.34921
"3527",149000,1022000,347541573.115686
"3528",197000,1022000,20963404.4053773
"3529",205000,1022000,38407739.5583953
"3530",221000,1022000,25054095.7409362
"3531",237000,1022000,106684219.446265
"3532",253000,1022000,168938025.490236
"3533",261000,1022000,234331717.171269
"3534",269000,1022000,376044818.704355
"3535",277000,1022000,424926653.67985
"3536",285000,1022000,194034820.478031
"3537",293000,1022000,216389095.680828
"3538",301000,1022000,257037204.467827
"3539",317000,1022000,312180397.093275
"3540",333000,1022000,442266910.369591
"3541",341000,1022000,183545763.651858
"3542",349000,1022000,243266301.881213
"3543",357000,1022000,468429380.560638
"3544",365000,1022000,427498548.799026
"3545",373000,1022000,481240141.209906
"3546",381000,1022000,343961860.126825
"3547",389000,1022000,400446459.98945
"3548",397000,1022000,211320362.997023
"3549",405000,1022000,392670224.553026
"3550",413000,1022000,462100033.228469
"3551",421000,1022000,401732569.453524
"3552",429000,1022000,380825085.775729
"3553",437000,1022000,372992937.138954
"3554",445000,1022000,483696281.994806
"3555",453000,1022000,341738999.928731
"3556",461000,1022000,377999328.864837
"3557",469000,1022000,473062969.480308
"3558",477000,1022000,477882715.651677
"3559",485000,1022000,320553017.611975
"3560",493000,1022000,189120746.455281
"3561",501000,1022000,450862508.343348
"3562",509000,1022000,412915210.494841
"3563",517000,1022000,588835137.634794
"3564",525000,1022000,360162506.074716
"3565",541000,1022000,562124188.852457
"3566",549000,1022000,420079132.725936
"3567",557000,1022000,388992214.619822
"3568",565000,1022000,358427613.183543
"3569",573000,1022000,322853707.281741
"3570",581000,1022000,315327871.076322
"3571",589000,1022000,432878188.455923
"3572",597000,1022000,464944973.481069
"3573",605000,1022000,336484861.37474
"3574",613000,1022000,416960519.529847
"3575",621000,1022000,664643661.874969
"3576",629000,1022000,575137439.718326
"3577",637000,1022000,228693722.849193
"3578",645000,1022000,845818160.415139
"3579",653000,1022000,513902887.659919
"3580",661000,1022000,504987145.615345
"3581",669000,1022000,797085676.86325
"3582",685000,1022000,694636239.141827
"3583",693000,1022000,426105745.460511
"3584",717000,1022000,391040452.368161
"3585",733000,1022000,1011341057.01938
"3586",741000,1022000,500652917.006528
"3587",877000,1022000,236349213.715407
"3588",885000,1022000,454769243.8765
"3589",893000,1022000,787877446.874438
"3630",5000,1014000,0
"3631",13000,1014000,12813698.5847838
"3632",77000,1014000,11172041.2988909
"3633",109000,1014000,35733346.6555404
"3634",125000,1014000,146262650.49882
"3635",133000,1014000,106331955.01728
"3636",149000,1014000,262978694.282168
"3637",165000,1014000,278253679.009393
"3638",173000,1014000,121599749.484781
"3639",197000,1014000,308112028.834495
"3640",205000,1014000,62248500.4689594
"3641",213000,1014000,14611126.3586399
"3642",229000,1014000,163017163.962161
"3643",237000,1014000,184947587.622823
"3644",245000,1014000,409438520.207251
"3645",261000,1014000,560236854.366618
"3646",269000,1014000,994116608.619048
"3647",277000,1014000,439327945.168068
"3648",293000,1014000,231806737.130665
"3649",301000,1014000,248504866.958635
"3650",317000,1014000,511678525.347795
"3651",341000,1014000,89384743.7828141
"3652",349000,1014000,385271718.069466
"3653",357000,1014000,545503339.584841
"3654",365000,1014000,430480551.244423
"3655",373000,1014000,262395374.70255
"3656",381000,1014000,334730811.186162
"3657",389000,1014000,290737480.020638
"3658",397000,1014000,312727006.940463
"3659",413000,1014000,505864901.372378
"3660",421000,1014000,435573240.189936
"3661",429000,1014000,396993122.041387
"3662",437000,1014000,468359560.5885
"3663",445000,1014000,328418100.059682
"3664",453000,1014000,477245426.804476
"3665",461000,1014000,414170460.8408
"3666",469000,1014000,405343103.910413
"3667",477000,1014000,358983058.971302
"3668",485000,1014000,316020858.79447
"3669",493000,1014000,188592359.487404
"3670",501000,1014000,153220524.001446
"3671",509000,1014000,521388196.534723
"3672",517000,1014000,622251190.567732
"3673",525000,1014000,522935212.258865
"3674",533000,1014000,545969429.232369
"3675",541000,1014000,557125200.154626
"3676",549000,1014000,444818362.406898
"3677",557000,1014000,560007708.354078
"3678",565000,1014000,517944837.018566
"3679",581000,1014000,347569774.577426
"3680",589000,1014000,727715020.825862
"3681",597000,1014000,374854362.020291
"3682",605000,1014000,309020683.27125
"3683",613000,1014000,498031690.411121
"3684",621000,1014000,346367223.201474
"3685",629000,1014000,426007682.014837
"3686",637000,1014000,471791151.370396
"3687",645000,1014000,531385126.891329
"3688",653000,1014000,398736344.047436
"3689",661000,1014000,588631453.784957
"3690",669000,1014000,289272076.970081
"3691",677000,1014000,311193448.550825
"3692",685000,1014000,441017937.284279
"3693",693000,1014000,298529454.582752
"3694",733000,1014000,621614604.262512
"3695",741000,1014000,435723701.331023
"3697",869000,1014000,892652629.237712
"3698",877000,1014000,1091887251.43761
"3699",885000,1014000,925266414.976578
"3700",893000,1014000,606443487.513281
"3739",-3000,1006000,0
"3740",117000,1006000,9209296.37171371
"3741",125000,1006000,133338425.641829
"3742",149000,1006000,371812973.427604
"3743",165000,1006000,422286418.198857
"3744",181000,1006000,288015883.110893
"3745",189000,1006000,357244363.54961
"3746",205000,1006000,54826508.521214
"3747",221000,1006000,10749652.2261033
"3748",229000,1006000,152263542.141692
"3749",245000,1006000,309200544.004077
"3750",253000,1006000,136784393.687213
"3751",261000,1006000,603099194.257354
"3752",269000,1006000,777892086.253422
"3753",277000,1006000,217277395.399715
"3754",285000,1006000,338210119.499298
"3755",293000,1006000,314346685.628464
"3756",301000,1006000,309206488.742369
"3757",309000,1006000,284173376.45922
"3758",317000,1006000,449711851.912573
"3759",325000,1006000,330369638.390176
"3760",333000,1006000,330760459.765201
"3761",341000,1006000,156262688.163751
"3762",357000,1006000,315931982.004951
"3763",365000,1006000,394789899.746143
"3764",373000,1006000,165477409.257512
"3765",381000,1006000,390024670.688472
"3766",389000,1006000,385047875.543601
"3767",397000,1006000,366553503.371479
"3768",405000,1006000,381875525.360325
"3769",413000,1006000,502316844.176695
"3770",421000,1006000,396006245.878366
"3771",429000,1006000,260399296.838814
"3772",437000,1006000,268991604.55151
"3773",445000,1006000,453045551.024262
"3774",453000,1006000,320448728.592824
"3775",461000,1006000,359345422.753535
"3776",469000,1006000,386897173.127828
"3777",477000,1006000,363452187.836251
"3778",485000,1006000,566706373.144434
"3779",493000,1006000,380546503.577091
"3780",501000,1006000,385167861.392221
"3781",509000,1006000,629443542.606171
"3782",517000,1006000,567437715.566498
"3783",525000,1006000,957558806.433313
"3784",533000,1006000,722980191.116798
"3785",541000,1006000,832212766.153196
"3786",549000,1006000,416863017.241909
"3787",557000,1006000,484089745.967632
"3788",565000,1006000,623198130.6893
"3789",573000,1006000,412452077.883507
"3790",581000,1006000,341356135.538859
"3791",589000,1006000,416586884.190428
"3792",597000,1006000,421112955.421455
"3793",605000,1006000,368967268.204956
"3794",613000,1006000,369369151.696639
"3795",621000,1006000,262132646.742277
"3796",629000,1006000,562637399.979151
"3797",637000,1006000,406770203.657644
"3798",645000,1006000,571684046.582731
"3799",653000,1006000,362517032.353634
"3800",669000,1006000,247323899.548262
"3801",677000,1006000,625180291.668655
"3802",685000,1006000,404772283.324873
"3804",877000,1006000,895646499.390115
"3805",885000,1006000,381815834.773397
"3806",901000,1006000,536070853.683336
"3807",909000,1006000,747435504.025151
"3808",917000,1006000,591314557.761677
"3844",29000,998000,10133666.8562544
"3845",45000,998000,0
"3846",157000,998000,380321744.95932
"3847",173000,998000,387046831.64212
"3848",181000,998000,301146229.229895
"3849",197000,998000,111116226.499555
"3850",237000,998000,215620332.451698
"3851",245000,998000,21810774.0391439
"3852",261000,998000,36016973.722452
"3853",269000,998000,108628820.481992
"3854",285000,998000,609368450.214765
"3855",293000,998000,587927456.904683
"3856",301000,998000,406808992.062839
"3857",309000,998000,401054244.391852
"3858",317000,998000,112487361.683688
"3859",325000,998000,48474405.4957757
"3860",341000,998000,131989256.344195
"3861",349000,998000,162833327.200229
"3862",357000,998000,267178857.094557
"3863",365000,998000,352182471.627177
"3864",373000,998000,341611934.884318
"3865",381000,998000,495053941.341925
"3866",389000,998000,340262620.427996
"3867",397000,998000,360981124.701204
"3868",405000,998000,320812541.21948
"3869",413000,998000,511391139.590523
"3870",421000,998000,368734884.178938
"3871",429000,998000,461489539.354538
"3872",437000,998000,542546329.591391
"3873",445000,998000,363731068.834796
"3874",453000,998000,488407738.032971
"3875",461000,998000,424420434.940153
"3876",469000,998000,468303013.945024
"3877",477000,998000,422078464.77683
"3878",485000,998000,374119311.636334
"3879",493000,998000,329093170.603087
"3880",501000,998000,532605020.294274
"3881",509000,998000,440290496.349675
"3882",517000,998000,456954494.791564
"3883",525000,998000,747279391.602969
"3884",533000,998000,524497637.677261
"3885",541000,998000,679049764.53717
"3886",549000,998000,325997488.913433
"3887",557000,998000,379393075.336547
"3888",565000,998000,586227220.933698
"3889",573000,998000,358832766.995758
"3890",581000,998000,395157166.606341
"3891",589000,998000,472374116.234237
"3892",597000,998000,503110057.691891
"3893",605000,998000,395043715.884767
"3894",613000,998000,323435723.991998
"3895",621000,998000,247105612.772531
"3896",629000,998000,687389423.351894
"3897",637000,998000,498737806.099601
"3898",645000,998000,500356232.55702
"3899",661000,998000,458442577.99959
"3900",677000,998000,379848263.866141
"3901",685000,998000,411537632.057027
"3903",861000,998000,1455155002.76831
"3904",869000,998000,931852531.577424
"3905",877000,998000,1416260644.69748
"3906",885000,998000,1170234588.92704
"3907",893000,998000,1538056835.98775
"3908",917000,998000,725966426.639535
"3909",925000,998000,757844959.602521
"3951",157000,990000,462667934.982457
"3952",189000,990000,231008294.105625
"3953",197000,990000,59945630.7954817
"3954",229000,990000,62039334.2886501
"3955",245000,990000,18971348.7166567
"3956",253000,990000,64254610.9273883
"3957",261000,990000,21747185.156076
"3958",269000,990000,1324672.37287008
"3959",277000,990000,229653440.699848
"3960",285000,990000,284815728.219207
"3961",293000,990000,501557718.820165
"3962",309000,990000,179714169.144232
"3963",317000,990000,67373112.6108898
"3964",325000,990000,56448833.3050122
"3965",333000,990000,139676120.994569
"3966",341000,990000,28116089.3580283
"3967",349000,990000,302285513.135533
"3968",357000,990000,293012444.722021
"3969",365000,990000,382790895.964966
"3970",373000,990000,426469864.148761
"3971",381000,990000,452819272.667691
"3972",397000,990000,315723828.85649
"3973",405000,990000,541842048.22464
"3974",413000,990000,343220738.597869
"3975",421000,990000,453745030.747306
"3976",429000,990000,474781248.391748
"3977",437000,990000,427590168.170778
"3978",445000,990000,440665809.48018
"3979",453000,990000,385566746.720721
"3980",461000,990000,537181077.396458
"3981",469000,990000,432163624.485036
"3982",477000,990000,499928899.43671
"3983",485000,990000,310483201.931211
"3984",493000,990000,271940817.813983
"3985",501000,990000,420280273.764089
"3986",509000,990000,395015220.557246
"3987",517000,990000,671731500.680016
"3988",525000,990000,419590645.228404
"3989",533000,990000,636906706.019754
"3990",541000,990000,327071193.260968
"3991",549000,990000,515746751.761088
"3992",557000,990000,387277680.885229
"3993",565000,990000,448150941.065246
"3994",573000,990000,626880327.340089
"3995",581000,990000,534294478.666601
"3996",589000,990000,670507639.447339
"3997",597000,990000,379791750.17862
"3998",605000,990000,225506474.338807
"3999",613000,990000,156010118.115841
"4000",621000,990000,249349145.984027
"4001",629000,990000,619099084.975236
"4002",637000,990000,491224376.212023
"4003",645000,990000,504959302.668293
"4004",653000,990000,453187147.313352
"4005",661000,990000,483397250.715837
"4006",669000,990000,417309367.949546
"4007",677000,990000,652102145.417419
"4008",717000,990000,842813309.196456
"4009",861000,990000,1006418112.42555
"4010",877000,990000,1505271330.65148
"4011",885000,990000,696020873.337921
"4012",901000,990000,1142523052.46066
"4013",909000,990000,980617485.89784
"4014",917000,990000,262333500.166935
"4015",925000,990000,384184946.03862
"4016",933000,990000,675136274.524902
"4017",941000,990000,255602450.625446
"4018",949000,990000,330428585.941586
"4068",13000,982000,0
"4069",37000,982000,73471339.5938508
"4070",165000,982000,403002157.095361
"4071",173000,982000,229107444.717864
"4072",189000,982000,226209607.587713
"4073",245000,982000,42419815.2454299
"4074",253000,982000,38798540.0173119
"4075",261000,982000,21931228.7540501
"4076",269000,982000,313190.01176079
"4077",277000,982000,29727215.1233852
"4078",293000,982000,278163962.750596
"4079",301000,982000,355023496.52577
"4080",309000,982000,185936374.986708
"4081",317000,982000,73086788.8869414
"4082",325000,982000,31857667.4954782
"4083",333000,982000,47249674.2850937
"4084",349000,982000,83592712.8412046
"4085",357000,982000,179736966.213113
"4086",365000,982000,217184265.279217
"4087",373000,982000,563356814.033655
"4088",381000,982000,298434054.027914
"4089",389000,982000,282505471.483525
"4090",397000,982000,353793171.451031
"4091",405000,982000,437743298.859005
"4092",413000,982000,289187630.96087
"4093",421000,982000,453692582.73711
"4094",429000,982000,452913150.111593
"4095",437000,982000,292811905.13881
"4096",445000,982000,461686533.64443
"4097",453000,982000,415954813.115321
"4098",461000,982000,434159236.509123
"4099",469000,982000,313883157.160727
"4100",477000,982000,357609130.227588
"4101",485000,982000,315074612.793283
"4102",493000,982000,516470329.873807
"4103",501000,982000,428759652.247159
"4104",509000,982000,592772737.47257
"4105",517000,982000,580662982.842031
"4106",525000,982000,433226161.176241
"4107",533000,982000,511248562.25045
"4108",549000,982000,593765270.731405
"4109",557000,982000,457053805.373862
"4110",565000,982000,448780856.238891
"4111",573000,982000,519149435.225695
"4112",581000,982000,593761705.313838
"4113",589000,982000,733900563.146533
"4114",597000,982000,624677393.909057
"4115",605000,982000,264857079.893024
"4116",613000,982000,217040967.014439
"4117",621000,982000,429039692.162813
"4118",629000,982000,792314109.408632
"4119",637000,982000,494521383.364163
"4120",645000,982000,404854218.411649
"4121",653000,982000,554842080.771444
"4122",677000,982000,388950892.737353
"4123",717000,982000,1586045225.19024
"4124",877000,982000,904170230.361145
"4125",885000,982000,1197320945.82989
"4126",893000,982000,401549527.600023
"4127",901000,982000,562125158.583946
"4128",909000,982000,720144650.663895
"4129",917000,982000,537829545.37928
"4130",925000,982000,809353841.782707
"4131",933000,982000,652144583.478844
"4132",941000,982000,459243450.953082
"4133",949000,982000,702309449.835978
"4182",45000,974000,18527252.5480243
"4183",141000,974000,142524799.811925
"4184",165000,974000,239474323.033678
"4185",221000,974000,125820372.939902
"4186",245000,974000,59468203.736138
"4187",253000,974000,16167731.4784049
"4188",301000,974000,312020220.785507
"4189",309000,974000,350733095.065811
"4190",317000,974000,97524979.7900941
"4191",325000,974000,30629143.5123276
"4192",333000,974000,20075609.1337321
"4193",341000,974000,18096243.7464817
"4194",349000,974000,111276078.349466
"4195",365000,974000,664067995.543513
"4196",389000,974000,376214613.69213
"4197",397000,974000,464310092.778363
"4198",405000,974000,421637342.544724
"4199",413000,974000,402146737.482924
"4200",421000,974000,372055158.536352
"4201",429000,974000,467352758.624068
"4202",437000,974000,471496580.50661
"4203",445000,974000,360371749.453565
"4204",453000,974000,427440125.355545
"4205",461000,974000,381657549.440501
"4206",469000,974000,398976716.403174
"4207",477000,974000,343189656.864449
"4208",485000,974000,351653778.205948
"4209",493000,974000,389685027.429741
"4210",501000,974000,549244174.217744
"4211",509000,974000,559447094.715937
"4212",517000,974000,577117890.203403
"4213",525000,974000,548026570.454983
"4214",533000,974000,506161373.238698
"4215",541000,974000,688772000.587079
"4216",549000,974000,525083212.788176
"4217",557000,974000,521463045.764177
"4218",565000,974000,501871371.456041
"4219",573000,974000,442347839.661726
"4220",581000,974000,957273001.777419
"4221",589000,974000,858013472.596705
"4222",597000,974000,708800660.075275
"4223",605000,974000,244853613.272846
"4224",613000,974000,180956154.680431
"4225",621000,974000,472862374.185979
"4226",629000,974000,425024201.489578
"4227",637000,974000,422704019.873314
"4228",645000,974000,340491496.357648
"4229",653000,974000,668425385.831074
"4230",669000,974000,298810731.294978
"4231",701000,974000,1771912340.67871
"4232",709000,974000,1895970660.42835
"4233",853000,974000,2634526636.63287
"4234",869000,974000,1229191925.31918
"4235",877000,974000,1375964131.82651
"4236",885000,974000,1574266981.24269
"4237",901000,974000,460894470.239046
"4238",909000,974000,467677710.474357
"4239",917000,974000,557491566.849834
"4240",925000,974000,881229220.71545
"4241",941000,974000,461487243.016446
"4242",957000,974000,671417799.245477
"4243",973000,974000,203030829.146507
"4244",981000,974000,214446894.894334
"4303",141000,966000,311481953.73689
"4304",173000,966000,201603412.938998
"4305",181000,966000,59384709.3548549
"4306",205000,966000,81691804.4082743
"4307",213000,966000,7555727.36753926
"4308",221000,966000,48667587.6295776
"4309",229000,966000,65565699.5083478
"4310",245000,966000,33539055.9834821
"4311",253000,966000,93392629.3223225
"4312",269000,966000,66431582.5463616
"4313",285000,966000,470849758.45692
"4314",293000,966000,613511455.038474
"4315",301000,966000,522711418.768634
"4316",309000,966000,917307624.565382
"4317",317000,966000,637250637.080446
"4318",333000,966000,47795931.8845026
"4319",341000,966000,47667236.8419069
"4320",349000,966000,366243454.055719
"4321",365000,966000,216200658.269997
"4322",381000,966000,334698419.71079
"4323",389000,966000,368858881.395682
"4324",397000,966000,595855983.785152
"4325",405000,966000,432240739.547712
"4326",413000,966000,311136504.473701
"4327",429000,966000,472869051.091415
"4328",445000,966000,363501375.871705
"4329",453000,966000,504631997.757084
"4330",461000,966000,357469736.282112
"4331",469000,966000,532789260.192527
"4332",477000,966000,331181364.157398
"4333",485000,966000,448745782.548176
"4334",493000,966000,447135141.91851
"4335",501000,966000,237809215.995361
"4336",509000,966000,497201915.911461
"4337",517000,966000,361104572.360498
"4338",525000,966000,321562454.42801
"4339",533000,966000,484544239.66138
"4340",541000,966000,384836364.469792
