"","FETCH_MAX","FETCH_90","ZL","RH_1_1_1","PPFD_IN_1_1_1"
"19638",110.1296,301.6622,0.2967236,66.39555,0
"19639",96.98904,265.668,0.3323882,66.52333,0.002767948
"19640",110.303,302.1371,0.1738964,66.84555,-0.000922648
"19641",108.1346,296.1975,0.2546097,66.76112,-0.002767927
"19642",111.8306,306.3212,0.1613609,66.62999,0
"19643",103.1506,282.5454,0.2057655,65.37889,-0.000922657
"19644",111.8478,306.3685,0.1230324,65.52999,0.000922698
"19645",115.7391,317.0275,0.09901128,67.53777,0
"19646",112.4388,307.9874,0.0884726,70.09445,1.814826
"19647",109.8773,300.971,0.06973931,70.76778,37.64465
"19648",99.75319,273.2394,0.01414305,66.69112,148.2601
"19649",107.4519,294.3275,0.01587062,62.70666,328.6534
"19650",109.1077,298.863,-0.005682846,59.69111,313.6145
"19651",107.8683,295.4679,-0.03412728,57.0111,457.567
"19652",111.7675,306.1484,-0.05364911,52.79778,579.28
"19653",115.5922,316.6249,-0.05873192,45.14,854.5627
"19654",110.3521,302.2716,-0.02072511,39.08222,901.7979
"19655",112.2014,307.3369,-0.04197591,34.63889,991.9186
"19656",114.0954,312.525,-0.04273004,30.77111,1044.4
"19657",118.5161,324.6339,-0.03298788,28.50666,995.2493
"19658",117.9294,323.0268,-0.03442992,29.59778,960.7023
"19659",119.4282,327.1323,-0.03358765,32.24223,1040.603
"19660",110.6153,302.9924,-0.03464286,35.29222,828.8279
"19661",119.1887,326.4763,-0.03985535,37.36555,842.9579
"19662",117.2377,321.1322,-0.02899253,37.38667,739.6129
"19663",117.8269,322.746,-0.02672149,40.16444,464.6353
"19664",102.6946,281.2964,-0.01003013,39.72778,207.2874
"19665",100.2886,274.7061,-0.001239111,42.59222,138.2256
"19666",114.4292,313.4393,-0.00655711,43.31222,68.39681
"19667",111.3363,304.9674,0.003891206,48.15777,15.0292
"19668",108.1964,296.3666,0.003279118,52.80556,0.4513676
"19669",110.1086,301.6044,0.00391621,56.01222,-0.003684823
"19670",118.0835,323.4489,0.002718791,60.28111,-0.003684862
"19671",110.4226,302.4645,0.000840148,66.12444,-0.00368492
"19672",117.8404,322.7831,0.001113377,68.50999,-0.008291322
"19673",111.3459,304.9937,0.000163408,70.36111,-0.001842551
"19674",100.2125,274.4974,0.004765321,71.41556,-0.005527693
"19675",106.9583,292.9755,0.001689615,72.55888,-0.008291631
"19676",108.7447,297.8686,0.00169537,74.04111,-0.004606507
"19677",100.0224,273.9769,0.004158061,74.65111,-0.008291757
"19678",110.6322,303.0388,0.002221765,74.63,-0.002763957
"19679",109.0329,298.6579,0.001695238,74.83334,-0.00737058
"19680",94.9859,260.1811,0.006147601,74.93888,-0.005527973
"19681",106.9664,292.9975,0.00199038,75.023,-0.005718526
"19682",111.5283,305.4934,0.00959962,75.32778,-0.002763966
"19683",98.76343,270.5283,0.01307737,74.40333,-0.004606634
"19684",102.3912,280.4655,0.01659966,75.5189,-0.005528052
"19685",104.988,287.5785,0.01325359,76.45779,-0.007370816
"19686",99.63005,272.9021,0.01058981,76.66333,-0.000921361
"19687",93.7502,256.7963,0.008831686,78,-0.01105637
"19688",102.3909,280.4645,0.008871493,78.56001,-0.008292381
"19689",106.8938,292.7986,0.01016067,78.16666,-0.002764161
"19690",104.4615,286.1361,0.008967614,78.17665,-0.003685575
"19691",101.1538,277.076,0.01677996,77.90665,-0.002764182
"19692",95.69554,262.1249,0.009690049,78.02112,-0.000921386
"19693",99.77573,273.3012,0.01179934,77.8989,1.89e-08
"19694",101.9109,279.1498,0.01125991,78.16666,0.9306116
"19695",102.9632,282.0322,0.008978728,78.3678,14.53509
"19696",105.537,289.0821,-0.003287945,78.79223,50.72875
"19697",103.8821,284.5491,-0.03822829,79.08221,118.9529
"19698",113.0206,309.5809,-0.02459072,78.5489,186.273
"19699",106.4527,291.5904,-0.03335796,77.69001,221.3926
"19700",112.1429,307.1768,-0.04186661,77.0489,254.0383
"19701",99.7343,273.1877,-0.07357074,76,301.8942
"19702",101.2408,277.3141,-0.06274596,75.23,342.0774
"19703",106.3332,291.2632,-0.06294036,74.40223,420.8979
"19704",112.7306,308.7865,-0.05738388,73.48335,382.4023
"19705",102.7333,281.4023,-0.0802656,73.54222,427.7169
"19706",83.34557,228.2964,-0.1341815,72.86888,414.317
"19707",110.2784,302.0696,-0.05459007,71.11667,426.061
"19708",101.973,279.3198,-0.0650484,70.83333,352.0606
"19709",116.6824,319.6112,-0.06112187,70.45,316.3392
"19710",105.6774,289.4669,-0.07368537,70.10555,252.5713
"19711",104.5982,286.5106,-0.04839466,69.83444,225.5605
"19712",106.0185,290.4011,-0.04640405,70.51778,175.1296
"19713",113.0114,309.5558,-0.02025716,71.14554,96.73112
"19714",102.896,281.8481,0.001877137,72.10779,39.66054
"19715",103.3215,283.0136,0.02134793,73.22,11.11505
"19716",100.0338,274.008,0.06370475,73.90001,0.4439436
"19717",122.1397,334.5597,0.03196344,74.32335,-0.02855268
"19718",101.0483,276.7869,0.04215486,75.08333,-0.02394739
"19719",120.2757,329.4537,0.03071976,75.50667,-0.02671065
"19720",95.05403,260.3677,0.06267941,75.81223,-0.01197374
"19721",103.3866,283.192,0.05513948,76.17555,-0.02394744
"19722",109.4631,299.8364,0.02476012,76.72777,-0.0303948
"19723",98.09035,268.6847,0.04273558,77.40336,-0.01381581
"19724",105.0343,287.7051,0.02480499,78.48666,-0.02302621
"19725",96.51749,264.3764,0.01968885,79.12666,-0.02210509
"19726",104.8014,287.0673,0.02450078,79.84667,-0.0165788
"19727",104.808,287.0854,0.03855371,80.98778,-0.008289402
"19728",102.3339,280.3083,0.03820302,82.34335,-0.01842084
"19729",114.0739,312.466,0.04330656,82.17127,-0.02763133
"19730",113.5095,310.9201,0.06380434,82.2711,-0.01289454
"19731",81.60239,223.5216,0.2532738,83.38445,-0.02026282
"19732",77.66673,212.7412,0.2797358,83.99778,-0.02210501
"19733",99.04444,271.2981,0.04072898,84.00777,-0.02210485
"19734",95.5219,261.6493,0.089589,83.92779,-0.02670995
"19735",101.8714,279.0415,0.05652101,83.93445,-0.02394677
"19736",101.1683,277.1157,0.09539028,83.9811,-0.03039395
"19737",100.9674,276.5655,0.04898935,84.02445,-0.0368412
"19738",110.9649,303.9499,0.01158173,83.97112,-0.03223608
"19739",112.4818,308.105,0.01039852,83.94222,-0.02302569
"19740",116.5023,319.1178,0.00913678,84.02,-0.02302569
"19741",103.7487,284.1837,0.004345721,84.23222,-0.01473648
"19742",98.19907,268.9825,0.03374085,85.63332,1.068394
"19743",115.6803,316.8662,0.01811381,86.56776,18.44898
"19744",111.9997,306.7846,-0.01713201,86.57666,74.83047
"19745",106.2209,290.9555,-0.1390036,86.32222,140.891
"19746",109.1831,299.0695,-0.1190668,85.95444,197.3072
"19747",106.2128,290.9334,-0.07894143,85.36777,361.4295
"19748",114.6364,314.0069,-0.03860677,84.81889,259.4666
"19749",109.1247,298.9094,-0.0343026,83.67888,237.7724
"19750",108.0207,295.8853,-0.01437285,82.22443,251.5733
"19751",123.3755,337.9447,-0.02664435,80.85667,174.1284
"19752",106.7119,292.3004,-0.01169565,79.88112,157.8794
"19753",107.3976,294.1786,-0.01790632,80.01334,155.2077
"19754",97.1753,266.1782,-0.02776554,78.42889,233.3932
"19755",96.81762,265.1985,-0.06571216,79.22778,244.2388
"19756",99.38838,272.2402,-0.04380976,77.97666,238.2112
"19757",114.0951,312.5242,-0.0225297,77.39554,206.3017
"19758",105.6852,289.4881,-0.04703299,78.83555,143.8577
"19759",110.7954,303.4858,-0.01687209,76.78889,123.1193
"19760",101.9904,279.3674,-0.01979639,75.66555,92.85735
"19761",112.4895,308.1261,-0.008274752,75.59666,53.69014
"19762",108.1124,296.1365,-0.01003042,73.51112,32.69702
"19763",109.6041,300.2226,-0.002761687,73.57444,9.388503
"19764",113.8728,311.9152,0.002476954,72.60667,0.4467387
"19765",117.2615,321.1974,0.004413975,73.26778,-0.003684563
"19766",106.4231,291.5095,-0.005546362,74.83778,-0.006448278
"19767",109.5585,300.0978,0.007154742,75.13221,-0.009212029
"19768",95.99575,262.9472,0.03346999,72.11557,-0.01842435
"19769",111.1421,304.4356,0.04509129,70.85223,-0.021188
"19770",107.1341,293.457,0.04351485,72.48889,-0.02303065
"19771",102.0813,279.6165,0.07840738,72.17554,-0.007369868
"19772",106.7065,292.2856,0.0566555,71.81111,-0.007369925
"19773",111.4266,305.2148,0.03527493,72.96111,-0.009212402
"19774",109.5949,300.1974,0.04603099,74.00001,-0.01381862
"19775",112.9255,309.3205,-0.01459135,76.84555,-0.006448699
"19776",106.8971,292.8078,0.01454441,79.79554,-0.009212463
"19777",86.61453,237.2506,0.06762727,79.43792,-0.005718092
"19778",93.46651,256.0193,0.01078706,79.22889,-0.004606304
"19779",110.4824,302.6285,0.000400736,80.01889,-0.01105535
"19780",100.6209,275.6162,0.01594784,80.07667,-0.01381943
"19781",103.4877,283.469,0.02351662,80.32223,-0.006449195
"19782",98.56756,269.9918,0.1498395,80.96442,-0.00737078
"19783",96.04716,263.088,0.3243001,81.31001,-0.009213951
"19784",969.5935,-9999,1.422193,81.90443,-0.003685704
"19785",195.8925,9540,0.454939,82.25779,-0.0027644
"19786",102.2348,280.037,0.2159628,81.71111,-0.000921503
"19787",91.95403,251.8763,0.2503301,80.25445,-0.006450579
"19788",98.73484,270.45,0.1280448,76.39,-0.000921511
"19789",108.8527,298.1644,0.1436798,74.4611,-0.003685992
"19790",172.0069,8029,0.3384001,74.72112,2.113891
"19791",111.435,305.2378,0.1242357,74.31223,30.69493
"19792",105.7689,289.7173,0.1053532,73.58334,99.77987
"19793",97.55919,267.2297,0.01340605,70.54111,229.2802
"19794",110.7952,303.4853,-0.124355,68.57778,314.5077
"19795",118.8563,325.5659,-0.1628855,65.73888,515.2145
"19796",108.0256,295.8988,-0.295232,64.60555,745.8083
"19797",117.3043,321.3148,-0.4259119,62.23,895.4449
"19798",103.64,283.886,-0.3968416,59.31554,921.363
"19799",81.18336,222.3738,-0.7440752,55.58777,934.2725
"19800",78.41834,214.8,-1.498167,52.88555,990.1512
"19801",68.39199,187.3363,-1.245772,49.52333,1098.297
"19802",89.07716,243.9961,-0.2028172,49.12667,1091.32
"19803",77.37659,211.9465,-1.136309,47.35444,1048.417
"19804",105.2123,288.1928,-0.3102773,44.74889,965.5107
"19805",103.5364,283.6023,-0.3926535,43.03444,878.4151
"19806",81.96995,224.5284,-0.7477951,43.33,753.9377
"19807",113.5842,311.1246,-0.3061653,43.77445,610.9373
"19808",113.9587,312.1505,-0.3940076,43.00223,454.963
"19809",94.04686,257.6089,-0.5296839,41.65333,273.383
"19810",106.4272,291.5206,0.02614762,43.07111,129.1623
"19811",142.099,6287,0.5997613,43.6489,34.70783
"19812",205.8603,9328,0.8758151,45.68999,1.542909
"19813",104.3997,285.967,0.9199369,45.02111,-0.001842383
"19814",111.5561,305.5694,0.6085061,45.71888,-0.003685412
"19815",106.0636,290.5248,0.8460819,46.67444,-0.005528335
"19816",102.1968,279.933,0.4623653,48.86333,-0.000921452
"19817",95.0175,260.2676,0.5608509,50.8722,-0.008293496
"19818",100.4393,275.1189,0.2973734,52.33666,-0.01013718
"19819",91.9106,251.7574,0.3248377,55.96222,-0.006451285
"19820",100.7625,276.0041,0.1285544,57.34555,-0.001843236
"19821",99.04348,271.2954,0.1347251,57.15666,-0.002764778
"19822",104.8128,287.0986,0.1158502,56.23332,-0.000921525
"19823",101.3208,277.5333,0.1152221,53.51889,-0.01198011
"19824",104.6346,286.6105,0.08437998,51.24334,-0.000921496
"19825",96.96084,265.5908,0.1406655,52.08046,-0.006673022
"19826",103.3879,283.1954,0.1538638,54.54555,0.001843018
"19827",98.07528,268.6434,0.2296724,56.59222,-0.001843044
"19828",95.4807,261.5364,0.2974003,57.27444,0.000921552
"19829",105.3717,288.6294,0.2276713,57.22667,-0.001843099
"19830",97.34739,266.6496,0.2003337,57.43555,-0.000921576
"19831",101.6813,278.5209,0.1350403,58.05444,-0.004607929
"19832",95.73732,262.2393,0.06956127,60.61444,-0.000921589
"19833",107.1139,293.4016,-0.01169058,63.68888,-0.002764516
"19834",95.68395,262.0932,0.08593791,66.71999,-0.006450442
"19835",93.50748,256.1315,0.1159358,68.63554,-0.002764541
"19836",104.9757,287.5446,0.1014267,68.91334,-0.005529274
"19837",104.5119,286.2744,0.03839901,67.73888,0.008294018
"19838",99.13556,271.5477,0.04580126,65.97112,3.214376
"19839",106.1655,290.8038,0.02941244,63.49555,41.97884
"19840",103.1769,282.6175,0.00954701,61.87666,127.1391
"19841",107.2637,293.8119,0.006820565,60.79,207.2822
"19842",113.5121,310.9272,-0.01049306,59.15665,348.2724
"19843",111.4254,305.2113,-0.01500548,60.07777,340.6689
"19844",107.1283,293.4411,-0.03861095,58.41554,482.6111
"19845",115.1349,315.3724,-0.01568011,55.51,536.086
"19846",112.4024,307.8877,-0.01872998,52.83001,501.8675
"19847",110.7773,303.4361,-0.01112792,52.98777,423.3317
"19848",122.6671,336.0042,-0.009728508,52.48777,571.7434
"19849",113.6636,311.3422,-0.01071422,49.03555,662.4357
"19850",108.6479,297.6035,-0.01511591,46.12555,410.3766
"19851",114.1278,312.6137,-0.009406065,45.10555,406.8085
"19852",118.5951,324.8504,-0.005651595,43.04889,551.5074
"19853",111.3243,304.9344,-0.01191531,42.60666,512.9654
"19854",111.5587,305.5765,-0.007630421,45.78777,327.1817
"19855",112.4312,307.9664,-0.006871011,50.43888,306.9398
"19856",107.5167,294.5049,-0.007404385,54.30999,247.9346
"19857",112.4765,308.0905,-0.002561416,60.52667,161.9437
"19858",118.6093,324.8892,0.000708087,64.15778,63.8567
"19859",113.6448,311.2906,0.000840128,66.63778,9.507532
"19860",118.5443,324.7112,0.000151802,68.30111,0.5643107
"19861",113.6898,311.4141,-0.000551671,70.34779,-0.04602932
"19862",116.4706,319.0309,0.000669437,81.44222,-0.04510892
"19863",115.4397,316.2072,-0.000251186,84.77778,-0.03682369
"19864",125.7971,344.5777,0.001765486,84.39113,-0.05155337
"19865",117.7296,322.4795,0.002043779,84.3989,-0.04234778
"19866",116.8998,320.2065,0.002873742,84.23112,-0.03682461
"19867",116.462,319.0076,0.002907112,83.83222,-0.04879298
"19868",117.7365,322.4985,0.000560445,84.19555,-0.03866623
"19869",122.6267,335.8934,0.003123413,84.55,-0.03590451
"19870",113.0751,309.7301,0.006812391,85.17777,-0.04603142
"19871",127.1542,348.2952,0.01525723,85.94221,-0.03314262
"19872",111.261,304.7612,0.01242029,85.87,-0.06168142
"19873",117.6678,322.3104,0.01189691,84.78274,-0.01809469
"19874",114.3443,313.2068,0.01016204,84.01333,-0.04787112
"19875",107.5457,294.5845,0.01093304,83.38223,-0.05155309
"19876",117.9997,323.2195,0.009291087,83.15334,-0.02669676
"19877",116.5765,319.3212,0.01133367,83.14222,-0.04602809
"19878",117.4775,321.789,0.01002156,83.09889,-0.05063059
"19879",111.9573,306.6684,0.009378518,83.15776,-0.05063009
"19880",115.0184,315.0533,0.01029026,83.05888,-0.03590087
"19881",119.5145,327.3686,0.01153629,83.10777,-0.04418558
"19882",118.4304,324.3992,0.01406678,83.35001,-0.04234445
"19883",121.007,331.457,0.01538626,83.50001,-0.03405973
"19884",112.93,309.3329,0.0188812,83.54443,-0.03958279
"19885",114.8923,314.7078,0.01979847,83.76222,-0.02117212
"19886",107.3014,293.9153,0.01400071,84.10445,3.392136
"19887",121.5325,332.8963,0.007711592,84.4089,32.59504
"19888",115.9599,317.6321,0.006840077,84.73221,88.97735
"19889",116.5315,319.1977,0.00505583,84.87668,141.5127
"19890",126.7243,347.1174,-0.05860782,85.17776,247.7831
"19891",125.2318,343.0294,-0.01178546,84.95777,222.9635
"19892",124.9021,342.1263,-0.1059318,84.79333,416.2349
"19893",116.2207,318.3465,-0.08391062,83.7,388.6191
"19894",124.0175,339.703,-0.03024632,83.72557,166.6627
"19895",115.6,316.6462,0.006650047,84.41222,84.46308
"19896",119.1548,326.3835,0.0359555,85.50066,83.39879
"19897",101.8436,278.9653,0.008572252,89.1797,71.74483
"19898",124.8905,342.0944,0.00646856,89.82046,91.32354
"19899",207.4157,568.1438,0.3080636,88.45185,163.6071
"19900",162.8251,446.0033,0.1018635,88.32359,209.8126
"19901",112.4119,307.9137,0.278734,90.31355,224.2097
"19902",126.6451,346.9007,-0.01164094,90.65311,212.8509
"19903",118.0096,323.2465,-0.008744999,91.00419,119.9522
"19904",125.1084,342.6914,-0.1162369,91.05408,73.26883
"19905",105.2427,288.2761,-0.01767062,89.65932,52.63955
"19906",113.7236,311.5065,0.009772056,88.62144,10.61489
"19907",105.2389,288.2656,0.03291429,88.60418,3.239135
"19908",104.6833,286.7437,-0.008270986,88.89963,0.1859349
"19909",120.2031,329.2549,-0.002524013,87.15227,-0.008284292
"19910",119.6855,327.8372,-0.003227145,86.40697,6.83e-10
"19911",101.4148,277.7909,0.01235725,86.74221,-0.01104576
"19912",112.2191,307.3855,0.01794384,86.45112,-0.01748903
"19913",-9999,-9999,-9999,87.03017,-0.01380703
"19914",-9999,-9999,-9999,87.1396,-0.02301187
"19915",-9999,-9999,-9999,86.60588,-0.004602341
"19916",145.3512,398.1394,0.03315715,84.58443,-0.009204562
"19917",119.872,328.3479,-0.03184485,84.65891,-0.008284106
"19918",121.1581,331.8708,0.0133046,84.30777,-0.01012507
"19919",108.4619,297.0939,0.01512157,84.01665,-0.01196598
"19920",112.2294,307.4137,0.0157179,83.10332,-0.006443214
"19921",109.434,299.7568,0.01673202,83.21954,-0.000952207
"19922",111.0464,304.1732,0.01704428,83.24221,-0.006443204
"19923",111.102,304.3255,0.01910663,82.99776,-0.01012494
"19924",114.8797,314.6732,0.02303794,82.91778,-0.01288632
"19925",108.939,298.4008,0.02837619,82.30779,-0.002761335
"19926",101.4722,277.9481,0.03336598,82.24222,-0.00276134
"19927",105.5808,289.2022,0.03160825,82.10445,-0.004602212
"19928",112.5575,308.3125,0.02936796,82.59776,-0.004602217
"19929",102.7917,281.5624,0.03869312,82.87778,-0.01380665
"19930",100.3081,274.7593,0.0289287,83.55112,-0.002761302
"19931",110.8473,303.6279,0.03134853,83.54333,-0.001840891
"19932",101.9552,279.271,0.01697691,83.42222,-0.00828399
"19933",107.1038,293.3738,0.01192224,81.62777,1.61e-09
"19934",112.682,308.6534,0.007941215,80.17667,1.204864
"19935",113.1015,309.8026,0.005302927,79.72445,15.21592
"19936",97.23215,266.3339,0.007506698,80.20999,57.62608
"19937",113.5866,311.1314,0.000308051,79.76889,180.5633
"19938",119.7621,328.0468,-0.009555681,79.32444,243.9515
"19939",113.3834,310.5748,-0.008698876,78.62778,213.062
"19940",112.4969,308.1464,-0.009946128,78.32777,241.9496
"19941",112.8043,308.9885,-0.0137493,77.68222,226.365
"19942",115.328,315.9013,-0.01113127,77.33222,196.0044
"19943",115.4746,316.3029,-0.006119133,76.99444,171.4393
"19944",109.0324,298.6565,-0.0192722,76.8689,199.4588
"19945",122.8434,336.4871,-0.01070531,77.26,169.346
"19946",100.6476,275.6893,-0.01521124,80.26444,155.0871
"19947",97.24492,266.3689,0.01249305,83.29333,99.61396
"19948",120.8716,331.0859,0.01178177,85.01444,76.44389
"19949",84.32009,230.9658,0.04926266,85.85777,95.33775
"19950",127.0831,348.1002,0.002639264,85.12444,88.00923
"19951",116.5783,319.3261,0.003158184,86.4311,83.22446
"19952",163.6451,448.2493,-0.03169626,86.31284,106.8534
"19953",-9999,-9999,-9999,87.94096,114.471
"19954",-9999,-9999,-9999,87.382,81.15374
"19955",156.8791,429.7161,-0.001523899,87.00356,26.55307
"19956",197.3701,540.6273,0.01522988,86.71494,1.997529
"19957",-9999,-9999,-9999,86.28666,-0.01104641
"19958",-9999,-9999,-9999,87.07912,-0.02117229
"19959",-9999,-9999,-9999,86.67442,-0.01104653
"19960",-9999,-9999,-9999,86.73249,-0.01656999
"19961",-9999,-9999,-9999,85.49001,-0.01749054
"19962",169.8339,465.2014,0.009232326,85.05222,-0.01012616
"19963",144.1897,394.9578,-0.02688337,84.8811,-0.0119673
"19964",104.9173,287.3848,0.02291179,84.87222,-0.01012628
"19965",88.00416,241.057,0.01302085,85.37667,-0.02025265
"19966",104.0881,285.1133,0.01106972,85.57109,-0.01472932
"19967",111.74,306.0733,-0.00079617,85.48111,-0.0110471
"19968",103.6303,283.8596,-0.06134605,86.27444,-0.02393568
"19969",125.016,342.4382,0.000426617,85.97241,-0.01619003
"19970",188.065,515.1391,-0.05001792,86.40222,-0.01012674
"19971",165.4775,453.2685,0.002208003,86.76821,-0.02393627
"19972",178.7995,489.7594,0.01280251,87.84859,-0.01749205
"19973",220.2625,603.3331,-0.04853885,90.07755,-0.02301626
"19974",179.713,492.2618,-0.01106326,87.81126,-0.0211753
"19975",106.7052,292.282,0.1463085,88.79986,-0.01565158
"19976",190.9725,523.1031,-0.007473551,87.09417,-0.023938
"19977",210.9666,577.8703,-0.02232311,88.19361,-0.02393855
"19978",137.0936,375.5205,-0.09288536,89.21425,-0.02854278
"19979",148.5844,406.9957,-0.07725888,87.29841,-0.02854349
"19980",179.4911,491.654,-0.04038239,89.2315,-0.02670283
"19981",193.8247,530.9159,-0.01387429,89.74375,-0.01841608
"19982",200.1105,548.1336,0.005573805,86.88859,1.628021
"19983",188.2685,515.6965,-0.02481918,86.97055,16.41326
"19984",146.6041,401.5714,-0.04132606,86.917,47.78583
"19985",130.2885,356.8804,-0.03743283,85.15222,100.4931
"19986",148.0557,405.5475,-0.05510867,84.88444,185.1562
"19987",120.9797,331.3822,0.02301136,83.26665,236.8497
"19988",130.2746,356.8422,-0.02807418,82.95335,266.978
"19989",124.2574,340.3602,-0.2378627,82.16666,366.9796
"19990",156.0685,427.4959,-0.02921567,81.38334,407.5703
"19991",112.996,309.5137,-0.5127769,80.50555,411.3136
"19992",154.4179,422.9746,0.01073395,80.23332,325.5995
"19993",193.8746,531.0527,-0.01054495,80.31889,365.3955
"19994",-9999,-9999,-9999,81.3511,524.4921
"19995",-9999,-9999,-9999,80.25333,528.1058
"19996",-9999,-9999,-9999,79.32667,458.8277
"19997",-9999,-9999,-9999,78.77222,459.795
"19998",-9999,-9999,-9999,78.33111,437.4067
"19999",-9999,-9999,-9999,78.1489,232.9828
"20000",-9999,-9999,-9999,77.30889,130.8325
"20001",-9999,-9999,-9999,78.48667,88.64845
"20002",-9999,-9999,-9999,79.95444,53.64782
"20003",-9999,-9999,-9999,81.05666,18.37782
"20004",198.4489,543.5824,-0.01017847,81.92667,1.474203
"20005",187.6013,513.8689,0.002598725,82.41557,-0.03038745
"20006",195.3255,535.0268,-0.006827465,82.51222,-0.04327974
"20007",204.3537,559.7565,-0.06260648,83.44556,-0.04143881
"20008",206.4548,565.5116,-0.0233397,83.55112,-0.03867682
"20009",228.6795,626.3887,-0.0129721,83.76443,-0.04236118
"20010",178.3464,488.5185,-0.003064904,85.21777,-0.04512476
"20011",193.1924,529.1838,-0.008751107,85.30334,-0.04328392
"20012",196.7902,539.0389,-0.003522347,84.20667,-0.04512716
"20013",186.4424,510.6947,-0.01579445,83.38334,-0.03591846
"20014",92.88662,254.4308,-0.2489186,82.57666,-0.03591968
"20015",179.9708,1408,-0.3283514,83.55775,-0.03868414
"20016",212.016,580.7446,-0.115755,84.12556,-0.03315905
"20017",200.7276,549.824,-0.02414431,83.78277,-0.04383238
"20018",209.3836,573.5341,-0.07286307,82.33444,-0.03316038
"20019",283.8063,777.3895,0.005470455,81.50111,-0.04605635
"20020",195.5776,535.7173,-0.1794185,80.10445,-0.03500307
"20021",73.11801,2864,0.3895627,82.65222,-0.03684521
"20022",91.22051,3729,0.4634326,83.36222,-0.04513554
"20023",122.6198,335.8747,0.0806998,84.68333,-0.02947623
"20024",58.78405,386,-2.892934,84.47334,-0.02671272
"20025",144.1615,394.8806,-0.2635477,82.4589,-0.03684507
"20026",277.2341,759.3872,0.01513095,79.87222,-0.03500273
"20027",169.9908,465.6312,0.1597311,82.00222,-0.04237176
"20028",203.0312,556.1338,0.2724592,78.44666,-0.04237192
"20029",348.7902,955.3904,-0.1253316,78.73778,0.009211321
"20030",365.289,1000.583,-0.02425082,75.39555,5.821593
"20031",117.5238,321.9158,0.1158858,71.14333,36.81897
"20032",77.81454,629,-0.4257241,76.21777,87.95383
"20033",106.0602,290.5153,-0.4060553,76.84556,178.1273
"20034",100.0369,274.0166,-0.5380685,74.05889,398.2189
"20035",108.8933,298.2756,-0.2615917,69.29222,509.8023
"20036",121.7422,333.4708,-0.2365506,66.57555,576.5632
"20037",101.8953,279.1071,-0.2165556,63.98,954.0824
"20038",115.6941,316.9041,-0.1476959,62.30776,736.1656
"20039",99.72807,273.1706,-0.2075039,62.3611,473.0239
"20040",108.1488,296.2365,-0.1879256,60.24889,571.197
"20041",112.7384,308.808,-0.1370474,58.86777,640.0795
"20042",104.6181,286.5652,-0.3277774,56.26666,951.2347
"20043",110.8492,303.6331,-0.2614993,52.79556,1019.431
"20044",114.8424,314.5712,-0.1663182,50.29111,839.4423
"20045",104.2264,285.4924,-0.1791668,48.93555,595.8317
"20046",108.1106,296.1318,-0.280503,47.54,557.8116
"20047",128.8039,352.8138,-0.09611554,46.57,402.07
"20048",101.7849,278.8046,-0.08439619,47.76999,293.7333
"20049",86.65211,237.3535,-0.1783116,52.34111,242.4812
"20050",102.9895,282.1041,-0.02687979,52.12777,123.9972
"20051",107.0686,293.2775,-0.005114132,54.84999,38.73053
"20052",75.8274,2358,0.09994838,56.40111,4.064051
"20053",467.3502,7929,-0.007414577,56.81888,-0.01657466
"20054",115.1247,315.3443,0.1921864,61.2611,-0.04327933
"20055",104.8363,287.163,0.1598153,68.10001,-0.04604502
"20056",110.8343,303.5923,0.03847063,69.4,-0.03960096
"20057",120.9408,331.2755,0.01153313,70.7611,-0.04052181
"20058",115.2311,315.6358,0.007614658,72.16222,-0.03683716
"20059",103.0642,282.3087,0.02363903,72.16888,-0.05801742
"20060",110.9342,303.8661,0.03111643,71.95222,-0.05525415
"20061",110.8204,303.5543,0.03183383,72.18777,-0.04420315
"20062",96.66158,264.7711,0.03787777,72.59555,-0.04144047
"20063",112.6386,308.5345,0.02512129,73.06445,-0.04696557
"20064",102.4889,280.7329,0.03897892,73.68445,-0.04512352
"20065",96.35041,263.9187,0.03086023,72.92759,-0.04286842
"20066",111.9268,306.5849,0.02481872,72.04,-0.04420191
"20067",96.2347,263.6017,0.03099925,72.54778,-0.04051809
"20068",83.08214,227.5749,0.03822105,74.55,-0.04235965
"20069",89.27384,244.5349,0.03354234,77.06111,-0.0340721
"20070",102.4228,280.5521,0.007915716,78.7311,-0.02762634
"20071",106.5984,291.9895,0.02044255,80.06554,-0.03775657
"20072",103.0685,282.3205,0.0393444,80.8589,-0.03223186
"20073",108.4007,296.9264,0.05172841,81.66334,-0.03775789
"20074",94.50011,258.8504,0.1178974,82.52113,-0.04052125
"20075",106.143,290.742,0.06892652,83.59555,-0.04788941
"20076",106.8359,292.6401,0.05405182,84.07777,-0.03499687
"20077",96.7796,265.0943,0.07211195,83.88222,0.04881047
"20078",93.06572,254.9214,0.08505732,83.66222,6.400637
"20079",112.8817,309.2006,-0.000984488,82.21554,48.49444
"20080",101.7645,278.7489,-0.02920351,80.57999,114.9636
"20081",115.1109,315.3066,-0.08025884,79.33888,176.0906
"20082",106.5724,291.9183,-0.06036448,77.58111,268.5835
"20083",97.69797,267.6099,-0.06568081,75.19777,351.7086
"20084",111.3237,304.9329,-0.04751733,72.35778,410.2882
"20085",109.3843,299.6205,-0.04768249,69.95556,420.3248
"20086",96.34057,263.8917,-0.08695181,67.4111,525.4794
"20087",115.9993,317.7402,-0.0389308,65.95667,467.3827
"20088",108.046,295.9548,-0.06031241,65.45778,519.4662
