"","TIMESTAMP","RECORD","DECDOY","DOY","H","M","T1","T2","T3","T4","FLAG"
"77971","6/22/16 4:00",78824,174.1666667,174,4,0,9.845297,9.601916,9.634097,9.561707,NA
"77977","6/22/16 4:30",78830,174.1875,174,4,30,9.667871,9.387924,9.39238,9.426981,NA
"77983","6/22/16 5:00",78836,174.2083333,174,5,0,10.09349,9.814316,9.694736,10.03712,NA
"77989","6/22/16 5:30",78842,174.2291667,174,5,30,10.80696,11.02534,10.54963,10.81609,NA
"77995","6/22/16 6:00",78848,174.25,174,6,0,11.47821,12.24421,11.4653,11.56006,NA
"78001","6/22/16 6:30",78854,174.2708333,174,6,30,12.87343,14.305,13.14008,12.88669,NA
"78007","6/22/16 7:00",78860,174.2916667,174,7,0,14.37294,16.38639,14.41458,14.54002,NA
"78013","6/22/16 7:30",78866,174.3125,174,7,30,15.46507,16.57939,15.49244,15.21739,NA
"78019","6/22/16 8:00",78872,174.3333333,174,8,0,16.16771,17.9406,16.24133,15.75787,NA
"78025","6/22/16 8:30",78878,174.3541667,174,8,30,18.00531,19.5738,17.64213,17.61916,NA
"78031","6/22/16 9:00",78884,174.375,174,9,0,17.86402,18.13967,17.58601,17.18671,NA
"78037","6/22/16 9:30",78890,174.3958333,174,9,30,19.84998,21.08245,19.62277,19.22013,NA
"78043","6/22/16 10:00",78896,174.4166667,174,10,0,21.31392,22.81627,20.88646,20.54959,NA
"78049","6/22/16 10:30",78902,174.4375,174,10,30,22.39781,23.19797,21.5148,21.8557,NA
"78055","6/22/16 11:00",78908,174.4583333,174,11,0,21.90241,21.98504,21.07715,21.57872,NA
"78061","6/22/16 11:30",78914,174.4791667,174,11,30,22.16007,22.34411,21.4173,22.29366,NA
"78067","6/22/16 12:00",78920,174.5,174,12,0,20.52595,20.29129,20.0639,20.20923,NA
"78073","6/22/16 12:30",78926,174.5208333,174,12,30,22.70638,22.5329,21.79295,22.40857,NA
"78079","6/22/16 13:00",78932,174.5416667,174,13,0,23.8516,23.06722,21.9967,23.86211,NA
"78085","6/22/16 13:30",78938,174.5625,174,13,30,20.44308,20.32811,20.09229,20.05266,NA
"78091","6/22/16 14:00",78944,174.5833333,174,14,0,25.25253,24.59739,24.12655,26.04551,NA
"78097","6/22/16 14:30",78950,174.6041667,174,14,30,25.16563,24.86998,24.3477,26.06092,NA
"78103","6/22/16 15:00",78956,174.625,174,15,0,25.03112,24.398,24.48698,25.76145,NA
"78109","6/22/16 15:30",78962,174.6458333,174,15,30,25.09194,24.38362,24.68467,25.94889,NA
"78115","6/22/16 16:00",78968,174.6666667,174,16,0,24.9388,24.85599,24.78469,26.82057,NA
"78121","6/22/16 16:30",78974,174.6875,174,16,30,24.2174,24.10909,24.20561,25.91275,NA
"78127","6/22/16 17:00",78980,174.7083333,174,17,0,23.19954,23.07232,23.51133,24.06919,NA
"78133","6/22/16 17:30",78986,174.7291667,174,17,30,21.78806,22.08258,21.90536,22.88595,NA
"78139","6/22/16 18:00",78992,174.75,174,18,0,20.99841,21.08175,20.99347,21.35423,NA
"78145","6/22/16 18:30",78998,174.7708333,174,18,30,19.39709,19.69805,19.56878,19.60402,NA
"78151","6/22/16 19:00",79004,174.7916667,174,19,0,16.99481,16.98652,16.998,16.73614,NA
"78157","6/22/16 19:30",79010,174.8125,174,19,30,16.38648,16.37299,16.42172,16.1957,NA
"78163","6/22/16 20:00",79016,174.8333333,174,20,0,15.80955,15.81987,15.82769,15.64205,NA
"78169","6/22/16 20:30",79022,174.8541667,174,20,30,15.34157,15.44684,15.29088,15.20048,NA
"78175","6/22/16 21:00",79028,174.875,174,21,0,15.37524,15.41785,15.32658,15.24874,NA
"78181","6/22/16 21:30",79034,174.8958333,174,21,30,15.13947,15.05944,15.09175,15.03767,NA
"78187","6/22/16 22:00",79040,174.9166667,174,22,0,15.1975,15.18471,15.12005,15.07109,NA
"78193","6/22/16 22:30",79046,174.9375,174,22,30,14.1675,14.09359,14.12502,13.99784,NA
"78199","6/22/16 23:00",79052,174.9583333,174,23,0,13.6026,13.57043,13.58214,13.44893,NA
"78205","6/22/16 23:30",79058,174.9791667,174,23,30,13.96006,13.94672,13.90545,13.84976,NA
"78211","6/23/16 0:00",79064,175,175,0,0,14.30972,14.26008,14.24964,14.23579,NA
"78217","6/23/16 0:30",79070,175.0208333,175,0,30,14.0977,14.12012,14.09295,14.07634,NA
"78223","6/23/16 1:00",79076,175.0416667,175,1,0,14.05334,14.06426,14.0058,13.94989,NA
"78229","6/23/16 1:30",79082,175.0625,175,1,30,14.32149,14.31787,14.2895,14.25345,NA
"78235","6/23/16 2:00",79088,175.0833333,175,2,0,14.16179,14.19254,14.14261,14.12923,NA
"78241","6/23/16 2:30",79094,175.1041667,175,2,30,12.64917,12.56128,12.6654,12.46842,NA
"78247","6/23/16 3:00",79100,175.125,175,3,0,12.46828,12.30622,12.35853,12.48388,NA
"78253","6/23/16 3:30",79106,175.1458333,175,3,30,12.49694,12.17376,12.23411,12.40891,NA
"78259","6/23/16 4:00",79112,175.1666667,175,4,0,12.21279,11.97664,12.01923,12.09373,NA
"78265","6/23/16 4:30",79118,175.1875,175,4,30,12.06876,11.89835,11.96425,11.93191,NA
"78271","6/23/16 5:00",79124,175.2083333,175,5,0,12.15088,12.04494,12.1257,12.12589,NA
"78277","6/23/16 5:30",79130,175.2291667,175,5,30,12.3326,12.2326,12.26111,12.1881,NA
"78283","6/23/16 6:00",79136,175.25,175,6,0,12.13841,12.18808,12.23016,12.13603,NA
"78289","6/23/16 6:30",79142,175.2708333,175,6,30,12.7842,12.77161,12.78279,12.79535,NA
"78295","6/23/16 7:00",79148,175.2916667,175,7,0,13.19384,13.32116,13.21129,13.23812,NA
"78301","6/23/16 7:30",79154,175.3125,175,7,30,14.16484,14.41859,14.23923,14.39612,NA
"78307","6/23/16 8:00",79160,175.3333333,175,8,0,15.64381,16.40585,15.55548,15.95899,NA
"78313","6/23/16 8:30",79166,175.3541667,175,8,30,17.00046,17.9431,16.95032,17.03041,NA
"78319","6/23/16 9:00",79172,175.375,175,9,0,19.12385,20.4692,18.4995,18.86714,NA
"78325","6/23/16 9:30",79178,175.3958333,175,9,30,19.42714,20.26572,18.89939,19.28522,NA
"78331","6/23/16 10:00",79184,175.4166667,175,10,0,21.67784,23.00274,20.49818,20.99157,NA
"78337","6/23/16 10:30",79190,175.4375,175,10,30,21.05403,21.91388,20.14052,20.1589,NA
"78343","6/23/16 11:00",79196,175.4583333,175,11,0,22.68178,23.0998,21.47759,21.92564,NA
"78349","6/23/16 11:30",79202,175.4791667,175,11,30,23.53819,23.59512,22.32842,22.70563,NA
"78355","6/23/16 12:00",79208,175.5,175,12,0,24.24263,24.32781,22.7517,23.71611,NA
"78361","6/23/16 12:30",79214,175.5208333,175,12,30,25.58869,25.12348,23.68772,24.60524,NA
"78367","6/23/16 13:00",79220,175.5416667,175,13,0,24.64741,24.46099,23.05582,24.17573,NA
"78373","6/23/16 13:30",79226,175.5625,175,13,30,24.16301,24.55709,23.25063,24.52722,NA
"78379","6/23/16 14:00",79232,175.5833333,175,14,0,25.1586,24.71225,24.13861,25.18635,NA
"78385","6/23/16 14:30",79238,175.6041667,175,14,30,24.36098,24.40539,23.76118,25.05819,NA
"78391","6/23/16 15:00",79244,175.625,175,15,0,23.59946,23.40869,23.37392,25.29506,NA
"78397","6/23/16 15:30",79250,175.6458333,175,15,30,23.4924,23.40487,23.14667,24.46476,NA
"78403","6/23/16 16:00",79256,175.6666667,175,16,0,23.74675,23.58202,23.38024,24.99083,NA
"78409","6/23/16 16:30",79262,175.6875,175,16,30,23.09026,23.06913,22.93374,24.70088,NA
"78415","6/23/16 17:00",79268,175.7083333,175,17,0,22.39435,22.49553,22.43025,23.82417,NA
"78421","6/23/16 17:30",79274,175.7291667,175,17,30,21.80931,22.00633,22.00131,22.86468,NA
"78427","6/23/16 18:00",79280,175.75,175,18,0,21.37115,21.41519,21.52085,22.03794,NA
"78433","6/23/16 18:30",79286,175.7708333,175,18,30,20.57129,20.60015,20.64948,20.81289,NA
"78439","6/23/16 19:00",79292,175.7916667,175,19,0,19.57053,19.45169,19.19813,19.122,NA
"78445","6/23/16 19:30",79298,175.8125,175,19,30,17.80978,17.22091,17.65918,17.2521,NA
"78451","6/23/16 20:00",79304,175.8333333,175,20,0,16.54084,15.9794,16.30883,16.36374,NA
"78457","6/23/16 20:30",79310,175.8541667,175,20,30,15.84336,15.44681,15.76539,15.54617,NA
"78463","6/23/16 21:00",79316,175.875,175,21,0,15.24706,14.9854,15.23169,14.88102,NA
"78469","6/23/16 21:30",79322,175.8958333,175,21,30,14.74943,14.48027,14.7377,14.62259,NA
"78475","6/23/16 22:00",79328,175.9166667,175,22,0,14.59604,14.31402,14.54113,14.63098,NA
"78481","6/23/16 22:30",79334,175.9375,175,22,30,13.73424,13.50758,13.39723,13.67729,NA
"78487","6/23/16 23:00",79340,175.9583333,175,23,0,13.99164,14.00301,13.7601,14.01799,NA
"78493","6/23/16 23:30",79346,175.9791667,175,23,30,13.35694,12.97301,13.00343,13.14353,NA
"78499","6/24/16 0:00",79352,176,176,0,0,14.28504,13.60889,13.4496,13.6031,NA
"78505","6/24/16 0:30",79358,176.0208333,176,0,30,15.24037,15.16904,15.09129,14.68381,NA
"78511","6/24/16 1:00",79364,176.0416667,176,1,0,14.12844,14.17465,14.05656,13.61127,NA
"78517","6/24/16 1:30",79370,176.0625,176,1,30,14.30991,14.51671,14.61743,14.05051,NA
"78523","6/24/16 2:00",79376,176.0833333,176,2,0,13.79335,14.1497,14.25904,13.55169,NA
"78529","6/24/16 2:30",79382,176.1041667,176,2,30,12.43173,12.27083,12.63798,12.17158,NA
"78535","6/24/16 3:00",79388,176.125,176,3,0,13.0075,13.373,13.70479,12.96794,NA
"78541","6/24/16 3:30",79394,176.1458333,176,3,30,13.01698,13.20553,13.22232,12.73813,NA
"78547","6/24/16 4:00",79400,176.1666667,176,4,0,13.03589,13.03488,13.13034,12.7645,NA
"78553","6/24/16 4:30",79406,176.1875,176,4,30,12.64089,12.77608,12.71825,12.39426,NA
"78559","6/24/16 5:00",79412,176.2083333,176,5,0,13.27893,13.33761,13.18613,13.08336,NA
"78565","6/24/16 5:30",79418,176.2291667,176,5,30,14.66749,15.09826,14.43686,14.74302,NA
"78571","6/24/16 6:00",79424,176.25,176,6,0,15.96022,17.09896,15.96838,16.15276,NA
"78577","6/24/16 6:30",79430,176.2708333,176,6,30,17.58413,19.11886,17.55531,17.69598,NA
"78583","6/24/16 7:00",79436,176.2916667,176,7,0,18.93646,20.71248,18.79939,18.69303,NA
"78589","6/24/16 7:30",79442,176.3125,176,7,30,19.94729,21.62499,19.55003,19.56551,NA
"78595","6/24/16 8:00",79448,176.3333333,176,8,0,20.98339,22.85558,20.53058,20.60081,NA
"78601","6/24/16 8:30",79454,176.3541667,176,8,30,22.03344,23.31998,21.21218,21.28556,NA
"78607","6/24/16 9:00",79460,176.375,176,9,0,22.8221,24.02407,21.99509,22.039,NA
"78613","6/24/16 9:30",79466,176.3958333,176,9,30,24.04344,25.13026,22.99501,23.14919,NA
"78619","6/24/16 10:00",79472,176.4166667,176,10,0,24.62822,25.87831,23.41445,24.0844,NA
"78625","6/24/16 10:30",79478,176.4375,176,10,30,25.39605,25.55403,24.10336,24.29134,NA
"78631","6/24/16 11:00",79484,176.4583333,176,11,0,26.02938,25.99566,24.79052,24.9347,NA
"78637","6/24/16 11:30",79490,176.4791667,176,11,30,25.64588,26.04738,24.38826,25.33273,NA
"78643","6/24/16 12:00",79496,176.5,176,12,0,26.72055,26.3587,25.41252,26.04137,NA
"78649","6/24/16 12:30",79502,176.5208333,176,12,30,26.03178,25.57746,24.82758,25.7677,NA
"78655","6/24/16 13:00",79508,176.5416667,176,13,0,25.76426,25.31871,24.7926,25.34864,NA
"78661","6/24/16 13:30",79514,176.5625,176,13,30,25.59856,25.31055,25.08929,26.18255,NA
"78667","6/24/16 14:00",79520,176.5833333,176,14,0,27.42086,26.61476,26.14401,27.16254,NA
"78673","6/24/16 14:30",79526,176.6041667,176,14,30,26.02115,25.65773,25.34058,26.36915,NA
"78679","6/24/16 15:00",79532,176.625,176,15,0,24.4065,24.34159,24.19983,24.43425,NA
"78685","6/24/16 15:30",79538,176.6458333,176,15,30,24.64997,24.52856,24.31373,24.97463,NA
"78691","6/24/16 16:00",79544,176.6666667,176,16,0,25.62098,25.90898,25.61473,27.2255,NA
"78697","6/24/16 16:30",79550,176.6875,176,16,30,24.38074,24.36811,24.41664,25.46289,NA
"78703","6/24/16 17:00",79556,176.7083333,176,17,0,25.27198,25.42298,25.44214,26.5881,NA
"78709","6/24/16 17:30",79562,176.7291667,176,17,30,24.6523,24.80761,24.81341,25.79698,NA
"78715","6/24/16 18:00",79568,176.75,176,18,0,24.26383,24.17876,24.35312,24.92392,NA
"78721","6/24/16 18:30",79574,176.7708333,176,18,30,23.63874,23.80892,23.6889,23.89246,NA
"78727","6/24/16 19:00",79580,176.7916667,176,19,0,22.62079,22.66465,22.45569,22.2383,NA
"78733","6/24/16 19:30",79586,176.8125,176,19,30,21.44244,21.14319,21.00271,20.66918,NA
"78739","6/24/16 20:00",79592,176.8333333,176,20,0,20.35605,19.93607,19.77462,19.69709,NA
"78745","6/24/16 20:30",79598,176.8541667,176,20,30,19.21522,18.8575,18.70892,18.5039,NA
"78751","6/24/16 21:00",79604,176.875,176,21,0,18.79407,18.44296,18.28977,18.04949,NA
"78757","6/24/16 21:30",79610,176.8958333,176,21,30,17.91935,17.55371,17.29777,17.21505,NA
"78763","6/24/16 22:00",79616,176.9166667,176,22,0,17.46471,17.12252,16.92299,16.93264,NA
"78769","6/24/16 22:30",79622,176.9375,176,22,30,16.9398,16.51029,16.56049,16.52418,NA
"78775","6/24/16 23:00",79628,176.9583333,176,23,0,16.65791,16.27053,16.25898,16.24848,NA
"78781","6/24/16 23:30",79634,176.9791667,176,23,30,16.42602,16.04844,16.05095,16.09392,NA
"78787","6/25/16 0:00",79640,177,177,0,0,16.65849,16.37877,16.24111,16.24886,NA
"78793","6/25/16 0:30",79646,177.0208333,177,0,30,16.63271,16.30999,16.33283,16.29879,NA
"78799","6/25/16 1:00",79652,177.0416667,177,1,0,16.56698,16.42499,16.3261,16.19514,NA
"78805","6/25/16 1:30",79658,177.0625,177,1,30,16.4496,16.21408,16.24646,16.06366,NA
"78811","6/25/16 2:00",79664,177.0833333,177,2,0,16.02006,15.88943,15.7917,15.60723,NA
"78817","6/25/16 2:30",79670,177.1041667,177,2,30,15.70303,15.50151,15.43975,15.3273,NA
"78823","6/25/16 3:00",79676,177.125,177,3,0,15.71236,15.54344,15.51076,15.40592,NA
"78829","6/25/16 3:30",79682,177.1458333,177,3,30,15.8482,15.66692,15.66196,15.52872,NA
"78835","6/25/16 4:00",79688,177.1666667,177,4,0,15.87396,15.69222,15.66063,15.57055,NA
"78841","6/25/16 4:30",79694,177.1875,177,4,30,15.86149,15.68924,15.67903,15.73029,NA
"78847","6/25/16 5:00",79700,177.2083333,177,5,0,16.19957,16.15449,16.00318,16.19412,NA
"78853","6/25/16 5:30",79706,177.2291667,177,5,30,17.14815,17.29936,17.00648,17.23454,NA
"78859","6/25/16 6:00",79712,177.25,177,6,0,18.18044,18.66892,18.11675,18.27494,NA
"78865","6/25/16 6:30",79718,177.2708333,177,6,30,19.463,20.33341,19.56247,19.79033,NA
"78871","6/25/16 7:00",79724,177.2916667,177,7,0,20.66382,21.62194,20.86629,20.87353,NA
"78877","6/25/16 7:30",79730,177.3125,177,7,30,21.44261,21.91025,21.49943,21.64472,NA
"78883","6/25/16 8:00",79736,177.3333333,177,8,0,22.16967,22.90541,22.16964,22.32146,NA
"78889","6/25/16 8:30",79742,177.3541667,177,8,30,23.06544,23.47605,23.14317,23.14711,NA
"78895","6/25/16 9:00",79748,177.375,177,9,0,23.01379,23.40619,23.08518,23.18825,NA
"78901","6/25/16 9:30",79754,177.3958333,177,9,30,24.32792,24.73835,24.34882,24.46979,NA
"78907","6/25/16 10:00",79760,177.4166667,177,10,0,24.51982,25.10569,24.5411,24.66475,NA
"78913","6/25/16 10:30",79766,177.4375,177,10,30,24.72826,25.0078,24.76805,25.00531,NA
"78919","6/25/16 11:00",79772,177.4583333,177,11,0,24.83611,25.11718,24.85241,25.06022,NA
"78925","6/25/16 11:30",79778,177.4791667,177,11,30,26.06962,26.40881,26.02858,26.31772,NA
"78931","6/25/16 12:00",79784,177.5,177,12,0,24.46828,24.58772,24.35209,24.39678,NA
"78937","6/25/16 12:30",79790,177.5208333,177,12,30,24.47834,24.59715,24.35099,24.48759,NA
"78943","6/25/16 13:00",79796,177.5416667,177,13,0,23.31775,23.2939,23.12423,22.92318,NA
"78949","6/25/16 13:30",79802,177.5625,177,13,30,22.55587,22.57437,22.47326,22.53715,NA
"78955","6/25/16 14:00",79808,177.5833333,177,14,0,23.04996,23.25483,23.24749,23.4247,NA
"78961","6/25/16 14:30",79814,177.6041667,177,14,30,22.70383,22.86081,22.7256,22.75004,NA
"78967","6/25/16 15:00",79820,177.625,177,15,0,23.16908,23.35002,23.09286,23.27261,NA
"78973","6/25/16 15:30",79826,177.6458333,177,15,30,22.75768,22.69693,22.68937,22.67282,NA
"78979","6/25/16 16:00",79832,177.6666667,177,16,0,21.32706,21.37994,21.28968,21.34492,NA
"78985","6/25/16 16:30",79838,177.6875,177,16,30,21.46186,21.56713,21.4942,21.44143,NA
"78991","6/25/16 17:00",79844,177.7083333,177,17,0,21.6007,21.6719,21.57954,21.60629,NA
"78997","6/25/16 17:30",79850,177.7291667,177,17,30,21.80197,21.8534,21.68546,21.7712,NA
"79003","6/25/16 18:00",79856,177.75,177,18,0,21.59669,21.66111,21.59163,21.56576,NA
"79009","6/25/16 18:30",79862,177.7708333,177,18,30,21.66754,21.64138,21.62457,21.65553,NA
"79015","6/25/16 19:00",79868,177.7916667,177,19,0,21.72575,21.67208,21.67165,21.68956,NA
"79021","6/25/16 19:30",79874,177.8125,177,19,30,21.6524,21.62461,21.60937,21.65602,NA
"79027","6/25/16 20:00",79880,177.8333333,177,20,0,18.57859,18.5704,18.54921,18.56096,NA
"79033","6/25/16 20:30",79886,177.8541667,177,20,30,18.56532,18.5728,18.55403,18.55378,NA
"79039","6/25/16 21:00",79892,177.875,177,21,0,18.37062,18.35625,18.35229,18.34182,NA
"79045","6/25/16 21:30",79898,177.8958333,177,21,30,18.2852,18.29385,18.29701,18.273,NA
"79051","6/25/16 22:00",79904,177.9166667,177,22,0,18.17146,18.16506,18.13916,18.14021,NA
"79057","6/25/16 22:30",79910,177.9375,177,22,30,18.14681,18.11888,18.11089,18.0984,NA
"79063","6/25/16 23:00",79916,177.9583333,177,23,0,18.12497,18.09336,18.09336,18.08126,NA
"79069","6/25/16 23:30",79922,177.9791667,177,23,30,18.2887,18.26296,18.28838,18.2797,NA
"79075","6/26/16 0:00",79928,178,178,0,0,18.42673,18.41914,18.41603,18.41932,NA
"79081","6/26/16 0:30",79934,178.0208333,178,0,30,18.58645,18.58537,18.57799,18.58273,NA
"79087","6/26/16 1:00",79940,178.0416667,178,1,0,18.89121,18.91511,18.88238,18.86788,NA
"79093","6/26/16 1:30",79946,178.0625,178,1,30,19.22723,19.24459,19.21953,19.23005,NA
"79099","6/26/16 2:00",79952,178.0833333,178,2,0,19.2661,19.29664,19.24295,19.23971,NA
"79105","6/26/16 2:30",79958,178.1041667,178,2,30,18.98143,19.01688,18.98738,18.96775,NA
"79111","6/26/16 3:00",79964,178.125,178,3,0,18.47802,18.55505,18.45871,18.44904,NA
"79117","6/26/16 3:30",79970,178.1458333,178,3,30,17.98348,18.00704,17.84241,17.84626,NA
"79123","6/26/16 4:00",79976,178.1666667,178,4,0,17.77834,17.87869,17.6765,17.72635,NA
"79129","6/26/16 4:30",79982,178.1875,178,4,30,17.6999,17.7072,17.53901,17.58712,NA
"79135","6/26/16 5:00",79988,178.2083333,178,5,0,18.19579,18.21644,18.19771,18.1941,NA
"79141","6/26/16 5:30",79994,178.2291667,178,5,30,18.15839,18.21218,18.1516,18.24736,NA
"79147","6/26/16 6:00",80000,178.25,178,6,0,18.43213,18.9329,18.4441,18.70261,NA
"79153","6/26/16 6:30",80006,178.2708333,178,6,30,18.88668,19.86096,18.82727,18.88281,NA
"79159","6/26/16 7:00",80012,178.2916667,178,7,0,19.44103,20.74329,19.334,19.25263,NA
"79165","6/26/16 7:30",80018,178.3125,178,7,30,20.15207,21.7977,20.02186,20.30154,NA
"79171","6/26/16 8:00",80024,178.3333333,178,8,0,20.91964,22.09815,20.55144,20.77189,NA
"79177","6/26/16 8:30",80030,178.3541667,178,8,30,20.60888,21.84975,20.37487,20.56271,NA
"79183","6/26/16 9:00",80036,178.375,178,9,0,21.56005,22.75309,21.10114,21.32722,NA
"79189","6/26/16 9:30",80042,178.3958333,178,9,30,22.4875,23.1385,21.91636,22.05653,NA
"79195","6/26/16 10:00",80048,178.4166667,178,10,0,23.1767,23.69327,22.36596,22.70545,NA
"79201","6/26/16 10:30",80054,178.4375,178,10,30,23.95177,24.12757,22.83267,23.18939,NA
"79207","6/26/16 11:00",80060,178.4583333,178,11,0,24.18624,24.08175,23.31722,23.68325,NA
"79213","6/26/16 11:30",80066,178.4791667,178,11,30,24.47068,24.23781,23.55147,24.0554,NA
"79219","6/26/16 12:00",80072,178.5,178,12,0,25.2459,24.94145,24.07321,24.66577,NA
"79225","6/26/16 12:30",80078,178.5208333,178,12,30,25.16182,24.75722,24.02497,24.88352,NA
"79231","6/26/16 13:00",80084,178.5416667,178,13,0,25.89791,25.2331,25.00833,25.72951,NA
"79237","6/26/16 13:30",80090,178.5625,178,13,30,25.3775,24.99921,24.69523,25.35374,NA
"79243","6/26/16 14:00",80096,178.5833333,178,14,0,25.45287,25.00282,24.72548,25.31203,NA
"79249","6/26/16 14:30",80102,178.6041667,178,14,30,25.2122,24.72479,24.75051,25.36895,NA
"79255","6/26/16 15:00",80108,178.625,178,15,0,25.43391,25.06837,25.12709,25.99343,NA
"79261","6/26/16 15:30",80114,178.6458333,178,15,30,24.98996,24.87816,24.81707,25.95955,NA
"79267","6/26/16 16:00",80120,178.6666667,178,16,0,24.99862,24.90765,24.85806,25.83296,NA
"79273","6/26/16 16:30",80126,178.6875,178,16,30,24.74398,24.56545,24.56459,25.60042,NA
"79279","6/26/16 17:00",80132,178.7083333,178,17,0,24.53202,24.45912,24.43662,25.39912,NA
"79285","6/26/16 17:30",80138,178.7291667,178,17,30,24.38941,24.35907,24.45602,25.21549,NA
"79291","6/26/16 18:00",80144,178.75,178,18,0,23.78147,23.7557,23.8405,24.07833,NA
"79297","6/26/16 18:30",80150,178.7708333,178,18,30,23.32376,23.29344,23.27329,23.53414,NA
"79303","6/26/16 19:00",80156,178.7916667,178,19,0,22.44817,22.18028,22.32408,22.21142,NA
"79309","6/26/16 19:30",80162,178.8125,178,19,30,21.89875,21.8214,21.86597,21.81421,NA
"79315","6/26/16 20:00",80168,178.8333333,178,20,0,21.97118,21.91917,21.69242,21.69666,NA
"79321","6/26/16 20:30",80174,178.8541667,178,20,30,21.84987,21.81213,21.66438,21.70197,NA
"79327","6/26/16 21:00",80180,178.875,178,21,0,21.12675,21.06698,21.05769,20.96777,NA
"79333","6/26/16 21:30",80186,178.8958333,178,21,30,18.76749,18.69874,18.76579,18.72098,NA
"79339","6/26/16 22:00",80192,178.9166667,178,22,0,17.75742,17.71649,17.78873,17.6785,NA
"79345","6/26/16 22:30",80198,178.9375,178,22,30,17.54971,17.48431,17.5346,17.48767,NA
"79351","6/26/16 23:00",80204,178.9583333,178,23,0,17.08014,16.9727,17.05409,17.02334,NA
"79357","6/26/16 23:30",80210,178.9791667,178,23,30,16.98842,16.95418,17.00851,16.96627,NA
"79363","6/27/16 0:00",80216,179,179,0,0,16.61538,16.60322,16.63691,16.61361,NA
"79369","6/27/16 0:30",80222,179.0208333,179,0,30,16.51302,16.47803,16.49596,16.47161,NA
"79375","6/27/16 1:00",80228,179.0416667,179,1,0,16.39494,16.37265,16.44291,16.39202,NA
"79381","6/27/16 1:30",80234,179.0625,179,1,30,16.22233,16.18758,16.25726,16.17227,NA
"79387","6/27/16 2:00",80240,179.0833333,179,2,0,15.99137,15.9573,15.98463,15.95695,NA
"79393","6/27/16 2:30",80246,179.1041667,179,2,30,15.89142,15.83675,15.88862,15.85233,NA
"79399","6/27/16 3:00",80252,179.125,179,3,0,14.56451,14.49507,14.48198,14.44411,NA
"79405","6/27/16 3:30",80258,179.1458333,179,3,30,14.53849,14.48974,14.51009,14.42292,NA
"79411","6/27/16 4:00",80264,179.1666667,179,4,0,14.71863,14.62218,14.65989,14.57713,NA
"79417","6/27/16 4:30",80270,179.1875,179,4,30,13.69537,13.60297,13.64347,13.58101,NA
"79423","6/27/16 5:00",80276,179.2083333,179,5,0,13.62182,13.50782,13.67167,13.51159,NA
"79429","6/27/16 5:30",80282,179.2291667,179,5,30,13.8208,13.97625,13.83814,14.06605,NA
"79435","6/27/16 6:00",80288,179.25,179,6,0,13.599,13.64367,13.56663,13.60396,NA
"79441","6/27/16 6:30",80294,179.2708333,179,6,30,13.81067,13.89006,13.7662,13.83308,NA
"79447","6/27/16 7:00",80300,179.2916667,179,7,0,13.69869,13.72462,13.6334,13.70076,NA
"79453","6/27/16 7:30",80306,179.3125,179,7,30,13.76817,13.89097,13.82502,13.83546,NA
"79459","6/27/16 8:00",80312,179.3333333,179,8,0,14.14689,14.22703,14.15609,14.19484,NA
"79465","6/27/16 8:30",80318,179.3541667,179,8,30,13.94357,13.96123,13.88661,13.94047,NA
"79471","6/27/16 9:00",80324,179.375,179,9,0,13.59151,13.64517,13.53575,13.47465,NA
"79477","6/27/16 9:30",80330,179.3958333,179,9,30,14.50466,14.5486,14.42953,14.52653,NA
"79483","6/27/16 10:00",80336,179.4166667,179,10,0,13.72666,13.76171,13.55701,13.66899,NA
"79489","6/27/16 10:30",80342,179.4375,179,10,30,13.33178,13.51107,13.28062,13.43841,NA
"79495","6/27/16 11:00",80348,179.4583333,179,11,0,13.22765,13.47219,13.2086,13.33264,NA
"79501","6/27/16 11:30",80354,179.4791667,179,11,30,12.56474,12.516,12.41239,12.58951,NA
"79507","6/27/16 12:00",80360,179.5,179,12,0,12.59726,12.57297,12.40352,12.65439,NA
"79513","6/27/16 12:30",80366,179.5208333,179,12,30,12.29296,12.48329,12.21397,12.40624,NA
"79519","6/27/16 13:00",80372,179.5416667,179,13,0,13.30786,13.73982,13.28206,13.66552,NA
"79525","6/27/16 13:30",80378,179.5625,179,13,30,13.42488,13.76267,13.42033,13.6456,NA
"79531","6/27/16 14:00",80384,179.5833333,179,14,0,13.34393,13.49196,13.46253,13.53499,NA
"79537","6/27/16 14:30",80390,179.6041667,179,14,30,13.33663,13.29997,13.30191,13.42807,NA
"79543","6/27/16 15:00",80396,179.625,179,15,0,13.13187,13.53241,13.2183,13.3576,NA
"79549","6/27/16 15:30",80402,179.6458333,179,15,30,13.8399,14.308,13.88228,14.18353,NA
"79555","6/27/16 16:00",80408,179.6666667,179,16,0,13.02537,13.09617,13.02943,13.11131,NA
"79561","6/27/16 16:30",80414,179.6875,179,16,30,13.03133,13.21269,13.09125,13.15051,NA
"79567","6/27/16 17:00",80420,179.7083333,179,17,0,12.57563,12.69816,12.65534,12.65686,NA
"79573","6/27/16 17:30",80426,179.7291667,179,17,30,12.19488,12.31814,12.2701,12.24167,NA
"79579","6/27/16 18:00",80432,179.75,179,18,0,11.96253,12.06708,12.01479,11.99176,NA
"79585","6/27/16 18:30",80438,179.7708333,179,18,30,11.76204,11.83042,11.82359,11.81963,NA
"79591","6/27/16 19:00",80444,179.7916667,179,19,0,11.60257,11.65411,11.66976,11.62084,NA
