"","TIMESTAMP","RECORD","DECDOY","DOY","H","M","T1","T2","T3","T4","FLAG"
"156658","3/22/17 12:00",157511,81.5,81,12,0,0.2073364,0.2658417,-1.439734,-1.05762,NA
"156664","3/22/17 12:30",157517,81.52083333,81,12,30,1.965204,1.331207,-0.03987427,0.6127106,NA
"156670","3/22/17 13:00",157523,81.54166667,81,13,0,0.8564575,0.4679077,-0.3691315,0.8714508,NA
"156676","3/22/17 13:30",157529,81.5625,81,13,30,0.5420837,0.4034607,-0.7013611,0.6234192,NA
"156682","3/22/17 14:00",157535,81.58333333,81,14,0,1.775433,1.313907,0.5548035,2.15029,NA
"156688","3/22/17 14:30",157541,81.60416667,81,14,30,1.923096,1.513611,0.6762207,2.135544,NA
"156694","3/22/17 15:00",157547,81.625,81,15,0,2.004639,1.701379,1.089758,2.755542,NA
"156700","3/22/17 15:30",157553,81.64583333,81,15,30,1.431979,1.04306,0.851178,2.46131,NA
"156706","3/22/17 16:00",157559,81.66666667,81,16,0,1.027356,1.002347,0.5414124,1.759906,NA
"156712","3/22/17 16:30",157565,81.6875,81,16,30,-0.4996063,-0.6873657,-0.7777466,-0.1876831,NA
"156718","3/22/17 17:00",157571,81.70833333,81,17,0,0.0200531,0.05839844,-0.2403381,0.4161499,NA
"156724","3/22/17 17:30",157577,81.72916667,81,17,30,-0.5154297,-0.7189789,-0.6864746,-0.4632538,NA
"156730","3/22/17 18:00",157583,81.75,81,18,0,-2.144727,-2.530164,-2.435898,-2.415744,NA
"156736","3/22/17 18:30",157589,81.77083333,81,18,30,-2.660971,-3.085944,-3.00235,-2.990417,NA
"156742","3/22/17 19:00",157595,81.79166667,81,19,0,-3.012946,-3.494995,-3.460535,-3.390131,NA
"156748","3/22/17 19:30",157601,81.8125,81,19,30,-3.554327,-4.012314,-3.990225,-3.939258,NA
"156754","3/22/17 20:00",157607,81.83333333,81,20,0,-3.6836,-4.150321,-4.117249,-4.085098,NA
"156760","3/22/17 20:30",157613,81.85416667,81,20,30,-4.050781,-4.467599,-4.450372,-4.397727,NA
"156766","3/22/17 21:00",157619,81.875,81,21,0,-4.242529,-4.706735,-4.631372,-4.58447,NA
"156772","3/22/17 21:30",157625,81.89583333,81,21,30,-4.484827,-4.848773,-4.832703,-4.818912,NA
"156778","3/22/17 22:00",157631,81.91666667,81,22,0,-4.143286,-4.333289,-4.367587,-4.362195,NA
"156784","3/22/17 22:30",157637,81.9375,81,22,30,-4.0746,-4.231912,-4.258759,-4.213913,NA
"156790","3/22/17 23:00",157643,81.95833333,81,23,0,-3.984897,-4.150058,-4.157541,-4.147339,NA
"156796","3/22/17 23:30",157649,81.97916667,81,23,30,-3.99057,-4.052655,-4.073532,-4.084009,NA
"156802","3/23/17 0:00",157655,82,82,0,0,-4.254437,-4.323361,-4.331833,-4.336123,NA
"156808","3/23/17 0:30",157661,82.02083333,82,0,30,-4.066623,-4.066867,-4.098828,-4.092004,NA
"156814","3/23/17 1:00",157667,82.04166667,82,1,0,-3.989191,-3.96766,-3.996765,-3.981317,NA
"156820","3/23/17 1:30",157673,82.0625,82,1,30,-4.044754,-4.024649,-4.046964,-4.04061,NA
"156826","3/23/17 2:00",157679,82.08333333,82,2,0,-4.079007,-4.021036,-4.055945,-4.070798,NA
"156832","3/23/17 2:30",157685,82.10416667,82,2,30,-4.11271,-4.025604,-4.070129,-4.077173,NA
"156838","3/23/17 3:00",157691,82.125,82,3,0,-4.14956,-4.047119,-4.102295,-4.112161,NA
"156844","3/23/17 3:30",157697,82.14583333,82,3,30,-4.164172,-4.050272,-4.095279,-4.105533,NA
"156850","3/23/17 4:00",157703,82.16666667,82,4,0,-4.142627,-4.034085,-4.066431,-4.082993,NA
"156856","3/23/17 4:30",157709,82.1875,82,4,30,-4.054914,-3.936105,-3.986115,-3.998068,NA
"156862","3/23/17 5:00",157715,82.20833333,82,5,0,-3.94419,-3.826972,-3.876029,-3.88295,NA
"156868","3/23/17 5:30",157721,82.22916667,82,5,30,-3.905362,-3.807019,-3.83323,-3.847208,NA
"156874","3/23/17 6:00",157727,82.25,82,6,0,-4.03681,-3.924387,-3.959238,-3.964368,NA
"156880","3/23/17 6:30",157733,82.27083333,82,6,30,-4.48714,-4.333529,-4.410916,-4.403913,NA
"156886","3/23/17 7:00",157739,82.29166667,82,7,0,-4.824323,-4.706201,-4.93645,-4.74975,NA
"156892","3/23/17 7:30",157745,82.3125,82,7,30,-4.736453,-4.598681,-4.899148,-4.67778,NA
"156898","3/23/17 8:00",157751,82.33333333,82,8,0,-4.361941,-4.137942,-4.696204,-4.29765,NA
"156904","3/23/17 8:30",157757,82.35416667,82,8,30,-4.07207,-3.894305,-4.385535,-4.028891,NA
"156910","3/23/17 9:00",157763,82.375,82,9,0,-3.592795,-3.397617,-3.990503,-3.500131,NA
"156916","3/23/17 9:30",157769,82.39583333,82,9,30,-3.073508,-2.8621,-3.495584,-2.996881,NA
"156922","3/23/17 10:00",157775,82.41666667,82,10,0,-2.846622,-2.676651,-3.187061,-2.820508,NA
"156928","3/23/17 10:30",157781,82.4375,82,10,30,-2.343622,-2.101471,-2.909781,-2.081094,NA
"156934","3/23/17 11:00",157787,82.45833333,82,11,0,-2.178705,-2.04577,-3.110348,-1.943076,NA
"156940","3/23/17 11:30",157793,82.47916667,82,11,30,-1.553873,-1.375052,-3.181146,-1.226269,NA
"156946","3/23/17 12:00",157799,82.5,82,12,0,-1.094577,-0.9940491,-2.910617,-0.8326721,NA
"156952","3/23/17 12:30",157805,82.52083333,82,12,30,0.1470795,0.3488587,-0.7285461,0.5010498,NA
"156958","3/23/17 13:00",157811,82.54166667,82,13,0,1.163837,1.256146,1.233231,1.542053,NA
"156964","3/23/17 13:30",157817,82.5625,82,13,30,1.068652,1.148032,1.052011,1.280026,NA
"156970","3/23/17 14:00",157823,82.58333333,82,14,0,1.117111,1.199762,1.076666,1.204279,NA
"156976","3/23/17 14:30",157829,82.60416667,82,14,30,1.310333,1.250797,1.221671,1.42406,NA
"156982","3/23/17 15:00",157835,82.625,82,15,0,1.575678,1.543582,1.517209,1.739816,NA
"156988","3/23/17 15:30",157841,82.64583333,82,15,30,1.702152,1.609222,1.583313,1.7668,NA
"156994","3/23/17 16:00",157847,82.66666667,82,16,0,1.603387,1.481451,1.444592,1.63833,NA
"157000","3/23/17 16:30",157853,82.6875,82,16,30,1.367551,1.241739,1.221179,1.372818,NA
"157006","3/23/17 17:00",157859,82.70833333,82,17,0,0.7904022,0.674118,0.7002899,0.8172516,NA
"157012","3/23/17 17:30",157865,82.72916667,82,17,30,0.7287842,0.599942,0.6067993,0.7376862,NA
"157018","3/23/17 18:00",157871,82.75,82,18,0,0.3754028,0.250354,0.2438202,0.3441315,NA
"157024","3/23/17 18:30",157877,82.77083333,82,18,30,0.2647644,0.1628632,0.1616394,0.2454315,NA
"157030","3/23/17 19:00",157883,82.79166667,82,19,0,0.1758423,0.07806702,0.07485352,0.1597656,NA
"157036","3/23/17 19:30",157889,82.8125,82,19,30,0.1578217,0.0388977,0.0385498,0.1246765,NA
"157042","3/23/17 20:00",157895,82.83333333,82,20,0,0.166748,0.09194336,0.08988037,0.1786835,NA
"157048","3/23/17 20:30",157901,82.85416667,82,20,30,-0.3042908,-0.2873596,-0.2636078,-0.2765259,NA
"157054","3/23/17 21:00",157907,82.875,82,21,0,-0.485202,-0.3379822,-0.3595581,-0.3866547,NA
"157060","3/23/17 21:30",157913,82.89583333,82,21,30,-0.2095459,-0.1599335,-0.1868378,-0.2099335,NA
"157066","3/23/17 22:00",157919,82.91666667,82,22,0,-0.4136078,-0.3690582,-0.3594666,-0.3496857,NA
"157072","3/23/17 22:30",157925,82.9375,82,22,30,-0.5003265,-0.4328735,-0.4253204,-0.4228973,NA
"157078","3/23/17 23:00",157931,82.95833333,82,23,0,-0.7277435,-0.6093017,-0.6005615,-0.6097473,NA
"157084","3/23/17 23:30",157937,82.97916667,82,23,30,-0.7154816,-0.5840576,-0.5855896,-0.6112,NA
"157090","3/24/17 0:00",157943,83,83,0,0,-0.8191711,-0.6723816,-0.6921295,-0.7177337,NA
"157096","3/24/17 0:30",157949,83.02083333,83,0,30,-0.7752441,-0.6482666,-0.65755,-0.6846619,NA
"157102","3/24/17 1:00",157955,83.04166667,83,1,0,-0.6111358,-0.4933899,-0.5158417,-0.5405029,NA
"157108","3/24/17 1:30",157961,83.0625,83,1,30,-0.4435883,-0.3486511,-0.3512634,-0.3667175,NA
"157114","3/24/17 2:00",157967,83.08333333,83,2,0,-0.3594574,-0.265799,-0.283429,-0.3007782,NA
"157120","3/24/17 2:30",157973,83.10416667,83,2,30,-0.4700714,-0.380661,-0.4024902,-0.4243836,NA
"157126","3/24/17 3:00",157979,83.125,83,3,0,-0.4891235,-0.3998657,-0.4145935,-0.4319641,NA
"157132","3/24/17 3:30",157985,83.14583333,83,3,30,-0.5933655,-0.4968353,-0.5127929,-0.5360657,NA
"157138","3/24/17 4:00",157991,83.16666667,83,4,0,-0.610965,-0.5191742,-0.5283264,-0.5576141,NA
"157144","3/24/17 4:30",157997,83.1875,83,4,30,-0.5592529,-0.4781555,-0.4856811,-0.5076477,NA
"157150","3/24/17 5:00",158003,83.20833333,83,5,0,-0.5381165,-0.4542603,-0.4614502,-0.4812531,NA
"157156","3/24/17 5:30",158009,83.22916667,83,5,30,-0.5954102,-0.5018371,-0.4981842,-0.5455353,NA
"157162","3/24/17 6:00",158015,83.25,83,6,0,-0.6439697,-0.5585388,-0.5724762,-0.5869629,NA
"157168","3/24/17 6:30",158021,83.27083333,83,6,30,-0.5579834,-0.449353,-0.481546,-0.482785,NA
"157174","3/24/17 7:00",158027,83.29166667,83,7,0,-0.5420777,-0.4549164,-0.481665,-0.4826263,NA
"157180","3/24/17 7:30",158033,83.3125,83,7,30,-0.4920807,-0.3879578,-0.4220215,-0.4317627,NA
"157186","3/24/17 8:00",158039,83.33333333,83,8,0,-0.3602692,-0.2859009,-0.3014832,-0.3135681,NA
"157192","3/24/17 8:30",158045,83.35416667,83,8,30,-0.3390808,-0.2500488,-0.286795,-0.3034912,NA
"157198","3/24/17 9:00",158051,83.375,83,9,0,-0.3717682,-0.259256,-0.2947418,-0.302832,NA
"157204","3/24/17 9:30",158057,83.39583333,83,9,30,-0.2862183,-0.1802826,-0.2171051,-0.2534302,NA
"157210","3/24/17 10:00",158063,83.41666667,83,10,0,-0.38367,-0.2645172,-0.2996002,-0.3350952,NA
"157216","3/24/17 10:30",158069,83.4375,83,10,30,-0.317279,-0.2051971,-0.2364777,-0.2572388,NA
"157222","3/24/17 11:00",158075,83.45833333,83,11,0,-0.1434418,-0.0818634,-0.07669373,-0.104187,NA
"157228","3/24/17 11:30",158081,83.47916667,83,11,30,-0.206424,-0.1176331,-0.1326569,-0.1639404,NA
"157234","3/24/17 12:00",158087,83.5,83,12,0,-0.1946045,-0.08907471,-0.1318359,-0.1575287,NA
"157240","3/24/17 12:30",158093,83.52083333,83,12,30,-0.2046356,-0.1329712,-0.1311554,-0.1552002,NA
"157246","3/24/17 13:00",158099,83.54166667,83,13,0,-0.1673981,-0.06569214,-0.1057739,-0.1423401,NA
"157252","3/24/17 13:30",158105,83.5625,83,13,30,-0.1662109,-0.07099609,-0.10112,-0.1240814,NA
"157258","3/24/17 14:00",158111,83.58333333,83,14,0,-0.1201874,0.02131958,-0.0299469,-0.04221802,NA
"157264","3/24/17 14:30",158117,83.60416667,83,14,30,-0.05908203,0.05163879,0.0150177,0.01105347,NA
"157270","3/24/17 15:00",158123,83.625,83,15,0,0.01315308,0.1914642,0.1232727,0.1319824,NA
"157276","3/24/17 15:30",158129,83.64583333,83,15,30,0.1473267,0.2931488,0.2177582,0.2415283,NA
"157282","3/24/17 16:00",158135,83.66666667,83,16,0,0.2672943,0.4130035,0.3204651,0.3603607,NA
"157288","3/24/17 16:30",158141,83.6875,83,16,30,0.37211,0.427771,0.3838867,0.4211365,NA
"157294","3/24/17 17:00",158147,83.70833333,83,17,0,0.3310882,0.4046539,0.3379974,0.3959625,NA
"157300","3/24/17 17:30",158153,83.72916667,83,17,30,0.1700561,0.2160248,0.1834808,0.2227173,NA
"157306","3/24/17 18:00",158159,83.75,83,18,0,0.002166748,0.03658447,0.02430725,0.04752197,NA
"157312","3/24/17 18:30",158165,83.77083333,83,18,30,-0.07486572,-0.04808655,-0.04721985,-0.03467407,NA
"157318","3/24/17 19:00",158171,83.79166667,83,19,0,-0.1527893,-0.121225,-0.1206329,-0.1159302,NA
"157324","3/24/17 19:30",158177,83.8125,83,19,30,-0.1253387,-0.1016022,-0.104129,-0.09856262,NA
"157330","3/24/17 20:00",158183,83.83333333,83,20,0,-0.2640656,-0.2092346,-0.2252716,-0.2359345,NA
"157336","3/24/17 20:30",158189,83.85416667,83,20,30,-0.5045746,-0.4206329,-0.4135742,-0.4368683,NA
"157342","3/24/17 21:00",158195,83.875,83,21,0,-0.5241241,-0.4140961,-0.4267212,-0.4567352,NA
"157348","3/24/17 21:30",158201,83.89583333,83,21,30,-0.5912018,-0.4657013,-0.4902527,-0.5170318,NA
"157354","3/24/17 22:00",158207,83.91666667,83,22,0,-0.7141266,-0.5720184,-0.6007599,-0.6161072,NA
"157360","3/24/17 22:30",158213,83.9375,83,22,30,-0.734491,-0.5928742,-0.6277161,-0.6489502,NA
"157366","3/24/17 23:00",158219,83.95833333,83,23,0,-0.8493317,-0.6859986,-0.7154694,-0.7357696,NA
"157372","3/24/17 23:30",158225,83.97916667,83,23,30,-1.060339,-0.9104492,-0.9137451,-0.95112,NA
"157378","3/25/17 0:00",158231,84,84,0,0,-1.197061,-1.044763,-1.041428,-1.111115,NA
"157384","3/25/17 0:30",158237,84.02083333,84,0,30,-1.327124,-1.172534,-1.191074,-1.237158,NA
"157390","3/25/17 1:00",158243,84.04166667,84,1,0,-1.400858,-1.237061,-1.238464,-1.303552,NA
"157396","3/25/17 1:30",158249,84.0625,84,1,30,-1.395209,-1.238962,-1.225586,-1.294922,NA
"157402","3/25/17 2:00",158255,84.08333333,84,2,0,-1.514343,-1.349237,-1.366193,-1.412274,NA
"157408","3/25/17 2:30",158261,84.10416667,84,2,30,-1.42478,-1.259991,-1.272318,-1.336957,NA
"157414","3/25/17 3:00",158267,84.125,84,3,0,-1.483142,-1.334106,-1.341434,-1.402124,NA
"157420","3/25/17 3:30",158273,84.14583333,84,3,30,-1.524594,-1.362762,-1.370581,-1.431799,NA
"157426","3/25/17 4:00",158279,84.16666667,84,4,0,-1.525095,-1.369891,-1.385352,-1.443985,NA
"157432","3/25/17 4:30",158285,84.1875,84,4,30,-1.520236,-1.364047,-1.379627,-1.430304,NA
"157438","3/25/17 5:00",158291,84.20833333,84,5,0,-1.455548,-1.307871,-1.327075,-1.373587,NA
"157444","3/25/17 5:30",158297,84.22916667,84,5,30,-1.458228,-1.309268,-1.3255,-1.383041,NA
"157450","3/25/17 6:00",158303,84.25,84,6,0,-1.397302,-1.249689,-1.290472,-1.340982,NA
"157456","3/25/17 6:30",158309,84.27083333,84,6,30,-1.353326,-1.205804,-1.230576,-1.278778,NA
"157462","3/25/17 7:00",158315,84.29166667,84,7,0,-1.256369,-1.093897,-1.131329,-1.187103,NA
"157468","3/25/17 7:30",158321,84.3125,84,7,30,-1.224792,-1.062332,-1.094037,-1.158765,NA
"157474","3/25/17 8:00",158327,84.33333333,84,8,0,-1.051129,-0.8108643,-0.9043915,-0.9390167,NA
"157480","3/25/17 8:30",158333,84.35416667,84,8,30,-0.8486603,-0.6071533,-0.7060333,-0.7415558,NA
"157486","3/25/17 9:00",158339,84.375,84,9,0,-0.7764282,-0.541217,-0.6245209,-0.6517853,NA
"157492","3/25/17 9:30",158345,84.39583333,84,9,30,-0.6021942,-0.3466675,-0.4410736,-0.4339905,NA
"157498","3/25/17 10:00",158351,84.41666667,84,10,0,-0.2302734,0.01687927,-0.09238281,-0.05224304,NA
"157504","3/25/17 10:30",158357,84.4375,84,10,30,0.03527222,0.2769012,0.1601746,0.2093384,NA
"157510","3/25/17 11:00",158363,84.45833333,84,11,0,0.114801,0.3272766,0.2929474,0.3081543,NA
"157516","3/25/17 11:30",158369,84.47916667,84,11,30,0.2540283,0.4856842,0.4450622,0.4845703,NA
"157522","3/25/17 12:00",158375,84.5,84,12,0,0.3456299,0.552066,0.5092041,0.5509216,NA
"157528","3/25/17 12:30",158381,84.52083333,84,12,30,0.8036011,0.9900635,0.9351867,1.036093,NA
"157534","3/25/17 13:00",158387,84.54166667,84,13,0,0.861972,0.9686645,0.8966522,1.011591,NA
"157540","3/25/17 13:30",158393,84.5625,84,13,30,1.042062,1.176224,1.116357,1.268497,NA
"157546","3/25/17 14:00",158399,84.58333333,84,14,0,1.315018,1.473813,1.343408,1.522327,NA
"157552","3/25/17 14:30",158405,84.60416667,84,14,30,1.392874,1.490082,1.35867,1.522342,NA
"157558","3/25/17 15:00",158411,84.625,84,15,0,1.674359,1.747705,1.666968,1.801016,NA
"157564","3/25/17 15:30",158417,84.64583333,84,15,30,1.432565,1.494086,1.421561,1.544901,NA
"157570","3/25/17 16:00",158423,84.66666667,84,16,0,1.494257,1.542789,1.507401,1.60842,NA
"157576","3/25/17 16:30",158429,84.6875,84,16,30,1.602957,1.565659,1.488531,1.606778,NA
"157582","3/25/17 17:00",158435,84.70833333,84,17,0,1.540182,1.486328,1.424869,1.560706,NA
"157588","3/25/17 17:30",158441,84.72916667,84,17,30,1.234729,1.130154,1.122455,1.236511,NA
"157594","3/25/17 18:00",158447,84.75,84,18,0,0.6621277,0.5184418,0.6206512,0.6713654,NA
"157600","3/25/17 18:30",158453,84.77083333,84,18,30,0.9483307,0.7952057,0.7940949,0.8726013,NA
"157606","3/25/17 19:00",158459,84.79166667,84,19,0,1.036999,0.8715881,0.8899139,0.9681824,NA
"157612","3/25/17 19:30",158465,84.8125,84,19,30,1.176288,0.9578857,0.9806702,1.070374,NA
"157618","3/25/17 20:00",158471,84.83333333,84,20,0,1.248474,1.027844,1.057843,1.13952,NA
"157624","3/25/17 20:30",158477,84.85416667,84,20,30,0.9879425,0.8145172,0.8374206,0.8932007,NA
"157630","3/25/17 21:00",158483,84.875,84,21,0,0.3549957,0.2814148,0.2781769,0.2744141,NA
"157636","3/25/17 21:30",158489,84.89583333,84,21,30,-0.1259857,-0.0877655,-0.09263611,-0.09812317,NA
"157642","3/25/17 22:00",158495,84.91666667,84,22,0,-0.4211151,-0.3660278,-0.3540985,-0.3747467,NA
"157648","3/25/17 22:30",158501,84.9375,84,22,30,-0.5640076,-0.4964081,-0.4754395,-0.498465,NA
"157654","3/25/17 23:00",158507,84.95833333,84,23,0,-0.5341247,-0.4929627,-0.4709839,-0.4921234,NA
"157660","3/25/17 23:30",158513,84.97916667,84,23,30,-0.5682526,-0.5091858,-0.4971161,-0.515036,NA
"157666","3/26/17 0:00",158519,85,85,0,0,-0.5840057,-0.5144958,-0.510788,-0.5277832,NA
"157672","3/26/17 0:30",158525,85.02083333,85,0,30,-0.6202301,-0.5502014,-0.545639,-0.5635376,NA
"157678","3/26/17 1:00",158531,85.04166667,85,1,0,-0.7448639,-0.6343811,-0.6399384,-0.6707336,NA
"157684","3/26/17 1:30",158537,85.0625,85,1,30,-0.7342682,-0.6299561,-0.6363678,-0.6602081,NA
"157690","3/26/17 2:00",158543,85.08333333,85,2,0,-0.7736816,-0.6453247,-0.6657654,-0.6910126,NA
"157696","3/26/17 2:30",158549,85.10416667,85,2,30,-0.8032562,-0.6833709,-0.693692,-0.7224091,NA
"157702","3/26/17 3:00",158555,85.125,85,3,0,-0.8370361,-0.7123566,-0.7234192,-0.7540497,NA
"157708","3/26/17 3:30",158561,85.14583333,85,3,30,-0.8456696,-0.7266632,-0.7492615,-0.7728027,NA
"157714","3/26/17 4:00",158567,85.16666667,85,4,0,-0.8952576,-0.7928131,-0.8032593,-0.8261902,NA
"157720","3/26/17 4:30",158573,85.1875,85,4,30,-0.8747864,-0.7643463,-0.7734314,-0.8028504,NA
"157726","3/26/17 5:00",158579,85.20833333,85,5,0,-0.9257294,-0.7900757,-0.8066864,-0.844519,NA
"157732","3/26/17 5:30",158585,85.22916667,85,5,30,-0.9333893,-0.8108795,-0.8191742,-0.8608704,NA
"157738","3/26/17 6:00",158591,85.25,85,6,0,-0.8974823,-0.7639801,-0.7765259,-0.8137268,NA
"157744","3/26/17 6:30",158597,85.27083333,85,6,30,-0.7274445,-0.6075775,-0.6311798,-0.6558777,NA
"157750","3/26/17 7:00",158603,85.29166667,85,7,0,-0.4232697,-0.3020172,-0.3556946,-0.360083,NA
"157756","3/26/17 7:30",158609,85.3125,85,7,30,-0.370398,-0.258432,-0.2630982,-0.2658295,NA
"157762","3/26/17 8:00",158615,85.33333333,85,8,0,-0.1872559,-0.1265198,-0.1511993,-0.1286713,NA
"157768","3/26/17 8:30",158621,85.35416667,85,8,30,0.1066742,0.175647,0.1789703,0.2473114,NA
"157774","3/26/17 9:00",158627,85.375,85,9,0,0.6194702,0.7842194,0.7744324,0.8499206,NA
"157780","3/26/17 9:30",158633,85.39583333,85,9,30,0.742569,0.7756348,0.7901154,0.9733429,NA
"157786","3/26/17 10:00",158639,85.41666667,85,10,0,1.177139,1.341611,1.229672,1.486185,NA
"157792","3/26/17 10:30",158645,85.4375,85,10,30,2.131104,2.397317,2.231064,2.513922,NA
"157798","3/26/17 11:00",158651,85.45833333,85,11,0,1.701846,1.959802,1.842252,2.129608,NA
"157804","3/26/17 11:30",158657,85.47916667,85,11,30,2.133167,2.130444,2.0561,2.316184,NA
"157810","3/26/17 12:00",158663,85.5,85,12,0,2.872275,3.116296,2.970508,3.384366,NA
"157816","3/26/17 12:30",158669,85.52083333,85,12,30,2.970444,2.747427,2.503623,3.070053,NA
"157822","3/26/17 13:00",158675,85.54166667,85,13,0,3.95433,3.902325,3.407184,4.338464,NA
"157828","3/26/17 13:30",158681,85.5625,85,13,30,4.693335,4.810419,4.356674,4.778436,NA
"157834","3/26/17 14:00",158687,85.58333333,85,14,0,4.731665,4.829379,4.441068,4.86416,NA
"157840","3/26/17 14:30",158693,85.60416667,85,14,30,4.297915,4.277616,4.012518,4.286466,NA
"157846","3/26/17 15:00",158699,85.625,85,15,0,3.536444,3.553076,3.368472,3.592673,NA
"157852","3/26/17 15:30",158705,85.64583333,85,15,30,3.095975,3.082343,2.883667,3.17023,NA
"157858","3/26/17 16:00",158711,85.66666667,85,16,0,2.651974,2.593179,2.446191,2.680594,NA
"157864","3/26/17 16:30",158717,85.6875,85,16,30,2.047492,1.959402,1.903229,2.025494,NA
"157870","3/26/17 17:00",158723,85.70833333,85,17,0,1.609247,1.553693,1.478104,1.593585,NA
"157876","3/26/17 17:30",158729,85.72916667,85,17,30,1.302051,1.251819,1.230383,1.28324,NA
"157882","3/26/17 18:00",158735,85.75,85,18,0,0.800415,0.7965057,0.7588867,0.8082062,NA
"157888","3/26/17 18:30",158741,85.77083333,85,18,30,0.5239013,0.5341919,0.5002716,0.5453399,NA
"157894","3/26/17 19:00",158747,85.79166667,85,19,0,0.2791016,0.309259,0.2833374,0.3051483,NA
"157900","3/26/17 19:30",158753,85.8125,85,19,30,-0.03087158,0.05048828,0.004086304,0.00413208,NA
"157906","3/26/17 20:00",158759,85.83333333,85,20,0,-0.2472839,-0.1697144,-0.202713,-0.1997803,NA
"157912","3/26/17 20:30",158765,85.85416667,85,20,30,-0.4487457,-0.3563843,-0.3836517,-0.3842072,NA
"157918","3/26/17 21:00",158771,85.875,85,21,0,-0.6184509,-0.4598266,-0.5166748,-0.5588654,NA
"157924","3/26/17 21:30",158777,85.89583333,85,21,30,-0.7719024,-0.6369202,-0.6694275,-0.690567,NA
"157930","3/26/17 22:00",158783,85.91666667,85,22,0,-0.6769196,-0.6223663,-0.6447449,-0.6815552,NA
"157936","3/26/17 22:30",158789,85.9375,85,22,30,-0.792038,-0.634436,-0.6478332,-0.6777436,NA
"157942","3/26/17 23:00",158795,85.95833333,85,23,0,-0.7709045,-0.6119293,-0.6513885,-0.6776611,NA
"157948","3/26/17 23:30",158801,85.97916667,85,23,30,-0.7506348,-0.6087646,-0.6399689,-0.6589996,NA
"157954","3/27/17 0:00",158807,86,86,0,0,-0.7832001,-0.6448059,-0.6674072,-0.6911774,NA
"157960","3/27/17 0:30",158813,86.02083333,86,0,30,-0.7875061,-0.654776,-0.6574737,-0.7126495,NA
"157966","3/27/17 1:00",158819,86.04166667,86,1,0,-0.8757721,-0.751947,-0.7712799,-0.7879639,NA
"157972","3/27/17 1:30",158825,86.0625,86,1,30,-0.9094574,-0.7979126,-0.8025085,-0.8323792,NA
"157978","3/27/17 2:00",158831,86.08333333,86,2,0,-0.9723023,-0.8311462,-0.8483063,-0.8869873,NA
"157984","3/27/17 2:30",158837,86.10416667,86,2,30,-0.9799591,-0.8392304,-0.8550537,-0.9056793,NA
"157990","3/27/17 3:00",158843,86.125,86,3,0,-1.022882,-0.8887299,-0.9044647,-0.9599335,NA
"157996","3/27/17 3:30",158849,86.14583333,86,3,30,-0.9869293,-0.8654907,-0.8796784,-0.913089,NA
"158002","3/27/17 4:00",158855,86.16666667,86,4,0,-0.9374847,-0.8411194,-0.8367157,-0.8660278,NA
"158008","3/27/17 4:30",158861,86.1875,86,4,30,-0.9673249,-0.8744141,-0.8677368,-0.8959442,NA
"158014","3/27/17 5:00",158867,86.20833333,86,5,0,-1.015689,-0.928003,-0.9129089,-0.9489838,NA
"158020","3/27/17 5:30",158873,86.22916667,86,5,30,-1.019519,-0.8966553,-0.9049469,-0.9455872,NA
"158026","3/27/17 6:00",158879,86.25,86,6,0,-1.017102,-0.8999634,-0.8950195,-0.9244751,NA
"158032","3/27/17 6:30",158885,86.27083333,86,6,30,-0.9545654,-0.8278931,-0.8423309,-0.8768036,NA
"158038","3/27/17 7:00",158891,86.29166667,86,7,0,-0.7989441,-0.6084167,-0.6532837,-0.7111786,NA
"158044","3/27/17 7:30",158897,86.3125,86,7,30,-0.6821197,-0.4546356,-0.5386353,-0.6064087,NA
