"","x","y","rowSums(fia.transp[3:31], na.rm = TRUE)"
"1482",45000,1174000,97540272.2466789
"1483",69000,1174000,113551540.816791
"1484",93000,1174000,628592376.282528
"1485",101000,1174000,420952056.945989
"1486",109000,1174000,254990837.65241
"1487",117000,1174000,410880033.844297
"1488",125000,1174000,324256995.149494
"1489",133000,1174000,698315796.045309
"1490",141000,1174000,47440824.9780363
"1491",149000,1174000,472796945.399879
"1492",157000,1174000,98163637.299442
"1493",173000,1174000,817039743.350688
"1494",181000,1174000,280957433.931449
"1495",189000,1174000,339561250.904157
"1496",197000,1174000,184687074.266882
"1497",205000,1174000,694502524.528126
"1498",213000,1174000,323676333.963244
"1499",221000,1174000,46923898.1601365
"1500",229000,1174000,847287381.545702
"1501",237000,1174000,169939317.50059
"1502",245000,1174000,1029011346.73955
"1503",253000,1174000,332315717.047954
"1504",261000,1174000,587161412.704021
"1505",269000,1174000,1487822561.09477
"1506",277000,1174000,819946349.655469
"1507",285000,1174000,591881781.040073
"1508",293000,1174000,578818743.461762
"1509",301000,1174000,458826659.010373
"1510",309000,1174000,485664908.134131
"1511",317000,1174000,859945057.37504
"1512",397000,1174000,41899768.7480384
"1513",405000,1174000,836815299.695822
"1514",413000,1174000,319475353.850502
"1515",421000,1174000,565556542.394455
"1516",429000,1174000,859131221.209483
"1517",437000,1174000,347553650.255769
"1518",557000,1174000,356641070.788988
"1519",565000,1174000,450592583.80853
"1520",573000,1174000,406211673.35961
"1521",581000,1174000,456233774.236799
"1522",589000,1174000,607592287.755814
"1523",597000,1174000,267051179.515735
"1524",605000,1174000,408305801.73453
"1544",21000,1166000,21954909.8504519
"1545",29000,1166000,74287919.1664677
"1546",61000,1166000,72351741.2431947
"1547",101000,1166000,213010582.603534
"1548",117000,1166000,301723140.423558
"1549",125000,1166000,6162583.98589864
"1550",133000,1166000,120652594.450544
"1551",141000,1166000,494262677.032858
"1552",149000,1166000,575154170.682598
"1553",157000,1166000,1078641684.58622
"1554",165000,1166000,305304922.341273
"1555",173000,1166000,455998894.198541
"1556",181000,1166000,357174992.476657
"1557",197000,1166000,200072032.650841
"1558",213000,1166000,181545871.724276
"1559",221000,1166000,41899768.7480384
"1560",237000,1166000,1329540058.73152
"1561",253000,1166000,304579770.800941
"1562",261000,1166000,439846840.323088
"1563",269000,1166000,156759997.122789
"1564",277000,1166000,1058075688.66559
"1565",285000,1166000,499664307.576851
"1566",293000,1166000,855238913.445725
"1567",301000,1166000,296216390.835708
"1568",309000,1166000,1239382489.06029
"1569",317000,1166000,653324337.656829
"1570",365000,1166000,58501836.8709039
"1571",381000,1166000,537542067.582147
"1572",389000,1166000,656995914.329068
"1573",397000,1166000,70290737.3150954
"1574",405000,1166000,99094125.1164742
"1575",413000,1166000,813461304.418229
"1576",421000,1166000,868967138.440172
"1577",429000,1166000,194369278.772561
"1578",437000,1166000,69291745.6215012
"1579",541000,1166000,175374482.620433
"1580",549000,1166000,522482671.680499
"1581",557000,1166000,258627029.748749
"1582",565000,1166000,796799158.779689
"1583",573000,1166000,383950416.585607
"1584",581000,1166000,442891780.342463
"1585",589000,1166000,739616615.868619
"1586",597000,1166000,182108845.729864
"1587",605000,1166000,209060895.421382
"1588",629000,1166000,371977365.121251
"1612",13000,1158000,230015212.723529
"1613",29000,1158000,137417759.280529
"1614",37000,1158000,233121668.919755
"1615",53000,1158000,430859573.66336
"1616",61000,1158000,167086010.424644
"1617",69000,1158000,21724567.9470031
"1618",77000,1158000,99605608.398845
"1619",85000,1158000,661818939.662014
"1620",93000,1158000,99509590.7584616
"1621",109000,1158000,640116062.759383
"1622",117000,1158000,349394939.674612
"1623",125000,1158000,57072559.2069893
"1624",133000,1158000,107438959.487316
"1625",141000,1158000,383260496.222609
"1626",149000,1158000,395379210.107398
"1627",157000,1158000,56338103.5129642
"1628",165000,1158000,278881825.179866
"1629",173000,1158000,85892876.4284814
"1630",181000,1158000,364199142.424417
"1631",189000,1158000,673641542.452853
"1632",197000,1158000,934288450.268358
"1633",205000,1158000,216672184.546194
"1634",213000,1158000,335705804.658673
"1635",221000,1158000,601579722.714314
"1636",229000,1158000,383277998.706157
"1637",237000,1158000,616595383.828659
"1638",245000,1158000,447888662.340881
"1639",253000,1158000,1779581305.14206
"1640",269000,1158000,385766250.200111
"1641",277000,1158000,64643424.5677514
"1642",285000,1158000,902445830.972027
"1643",293000,1158000,155541234.086742
"1644",301000,1158000,305695041.241119
"1645",309000,1158000,741001964.291884
"1646",317000,1158000,195394014.173976
"1647",325000,1158000,514392397.35538
"1648",333000,1158000,513846481.820685
"1649",341000,1158000,198663919.91526
"1650",349000,1158000,341384434.826791
"1651",357000,1158000,708123319.36123
"1652",365000,1158000,270962778.72907
"1653",373000,1158000,699118050.140624
"1654",381000,1158000,761005372.810602
"1655",389000,1158000,1122565467.14631
"1656",397000,1158000,212565325.312877
"1657",405000,1158000,1671051884.92205
"1658",413000,1158000,825066286.393508
"1659",421000,1158000,300070671.084037
"1660",501000,1158000,1326902888.44315
"1661",509000,1158000,783013314.476398
"1662",525000,1158000,13095054.1584994
"1663",533000,1158000,213199685.211157
"1664",541000,1158000,345328715.96106
"1665",549000,1158000,293542211.581832
"1666",557000,1158000,845728215.479941
"1667",565000,1158000,243437292.767912
"1668",573000,1158000,637159702.502491
"1669",581000,1158000,251173271.78982
"1670",589000,1158000,256227144.282376
"1671",597000,1158000,195837880.98153
"1672",613000,1158000,1395130844.44887
"1673",621000,1158000,311269019.549068
"1674",629000,1158000,324009425.645047
"1675",637000,1158000,413906571.791685
"1676",653000,1158000,566164684.776202
"1699",29000,1150000,19475733.2818838
"1700",45000,1150000,19110209.5821359
"1701",53000,1150000,105519416.565533
"1702",61000,1150000,373919335.049759
"1703",69000,1150000,34492024.8633725
"1704",77000,1150000,360784586.988707
"1705",85000,1150000,427469901.505856
"1706",93000,1150000,340524166.68277
"1707",109000,1150000,84303250.8314455
"1708",117000,1150000,153450786.186009
"1709",125000,1150000,71316199.2314936
"1710",133000,1150000,275649577.411277
"1711",141000,1150000,897105936.955524
"1712",157000,1150000,899551777.150609
"1713",165000,1150000,414936408.103988
"1714",173000,1150000,950272048.159186
"1715",181000,1150000,624128556.42916
"1716",189000,1150000,283970885.939699
"1717",197000,1150000,3113358279.42944
"1718",205000,1150000,346573517.359478
"1719",213000,1150000,287313084.311042
"1720",221000,1150000,264644299.647003
"1721",229000,1150000,182773005.88224
"1722",237000,1150000,808419464.016107
"1723",245000,1150000,459259513.605404
"1724",253000,1150000,122386395.562805
"1725",269000,1150000,1382322033.43652
"1726",277000,1150000,1152650911.90126
"1727",285000,1150000,446470427.507174
"1728",293000,1150000,11624861.7354948
"1729",301000,1150000,353547410.913799
"1730",309000,1150000,542075748.710743
"1731",317000,1150000,585000797.912556
"1732",325000,1150000,605066971.402667
"1733",333000,1150000,161988789.461551
"1734",341000,1150000,524830842.737477
"1735",349000,1150000,174268648.20442
"1736",357000,1150000,47960382.4079177
"1737",365000,1150000,338070024.63612
"1738",373000,1150000,587700621.963237
"1739",381000,1150000,1124728898.02119
"1740",389000,1150000,251225318.651769
"1741",397000,1150000,1068081837.7044
"1742",405000,1150000,654275567.732869
"1743",413000,1150000,299839972.931114
"1744",485000,1150000,282664270.64787
"1745",493000,1150000,598519861.168087
"1746",501000,1150000,1092889347.27104
"1747",509000,1150000,234235089.595154
"1748",517000,1150000,307061725.954934
"1749",525000,1150000,301840083.99017
"1750",533000,1150000,72710653.438622
"1751",541000,1150000,595363829.027119
"1752",549000,1150000,495212278.942815
"1753",557000,1150000,330695643.051389
"1754",565000,1150000,855375704.206356
"1755",573000,1150000,852933198.347086
"1756",581000,1150000,75041330.8018468
"1757",589000,1150000,470516512.310552
"1758",597000,1150000,479830571.552146
"1759",605000,1150000,825857216.431966
"1760",613000,1150000,300177254.908475
"1761",621000,1150000,462668908.894094
"1762",629000,1150000,428683351.301637
"1763",637000,1150000,161113457.918867
"1764",645000,1150000,354861308.693105
"1765",653000,1150000,547457974.06707
"1789",29000,1142000,113784428.606693
"1790",61000,1142000,25380042.3679102
"1791",101000,1142000,535797725.628823
"1792",109000,1142000,511797721.125442
"1793",125000,1142000,231800996.334084
"1794",133000,1142000,740778465.124594
"1795",141000,1142000,334025268.776821
"1796",149000,1142000,475798751.468377
"1797",157000,1142000,155980547.213271
"1798",165000,1142000,499636419.939425
"1799",173000,1142000,255316124.558962
"1800",181000,1142000,160230972.684643
"1801",189000,1142000,468198904.688294
"1802",197000,1142000,1172348213.36008
"1803",205000,1142000,302213356.591648
"1804",213000,1142000,576425044.651266
"1805",221000,1142000,653019562.437904
"1806",229000,1142000,240146206.564884
"1807",237000,1142000,931605508.507682
"1808",245000,1142000,115555258.543956
"1809",253000,1142000,556611350.401069
"1810",261000,1142000,23701891.8929369
"1811",269000,1142000,559620796.93085
"1812",277000,1142000,825452087.881526
"1813",285000,1142000,608502294.18175
"1814",301000,1142000,383320070.20221
"1815",309000,1142000,708373754.958605
"1816",317000,1142000,684696878.190993
"1817",325000,1142000,479875991.502754
"1818",333000,1142000,568531176.74348
"1819",341000,1142000,427835287.437511
"1820",349000,1142000,73531894.8050357
"1821",357000,1142000,337728764.52121
"1822",365000,1142000,428864867.42559
"1823",373000,1142000,618609478.727545
"1824",381000,1142000,353157886.058852
"1825",389000,1142000,1018672441.76878
"1826",397000,1142000,524872795.878742
"1827",405000,1142000,543223110.251428
"1828",413000,1142000,124377952.230934
"1829",421000,1142000,527709166.590292
"1830",429000,1142000,97158054.9180167
"1831",477000,1142000,314916217.287016
"1832",485000,1142000,315259957.05126
"1833",493000,1142000,385905640.366005
"1834",501000,1142000,567598918.569858
"1835",509000,1142000,285890886.163915
"1836",517000,1142000,538018694.688004
"1837",525000,1142000,443880251.863266
"1838",533000,1142000,1515999979.79964
"1839",541000,1142000,1128936327.75031
"1840",549000,1142000,1364524848.21167
"1841",557000,1142000,419063944.454412
"1842",565000,1142000,555155633.482678
"1843",573000,1142000,1447770143.83287
"1844",581000,1142000,891429857.492808
"1845",589000,1142000,527256932.402722
"1846",597000,1142000,386022159.914327
"1847",605000,1142000,665138336.405652
"1848",613000,1142000,420824611.880121
"1849",621000,1142000,523764448.253881
"1850",629000,1142000,334304905.146988
"1851",637000,1142000,330144199.048595
"1852",645000,1142000,107624987.995846
"1853",653000,1142000,690804822.138897
"1854",661000,1142000,158605064.57674
"1855",669000,1142000,438501684.755269
"1879",45000,1134000,171611869.602254
"1880",61000,1134000,76001657.5895832
"1881",69000,1134000,116043642.692427
"1882",85000,1134000,653679264.278577
"1883",109000,1134000,791542624.725301
"1884",117000,1134000,522233194.372831
"1885",125000,1134000,535371953.091494
"1886",133000,1134000,1348342947.31528
"1887",141000,1134000,588212230.372729
"1888",149000,1134000,546710580.043026
"1889",157000,1134000,252947686.881237
"1890",165000,1134000,143927880.443888
"1891",173000,1134000,1239846801.50519
"1892",181000,1134000,767449642.201531
"1893",189000,1134000,375273277.636693
"1894",213000,1134000,725974609.974206
"1895",221000,1134000,239492834.292264
"1896",229000,1134000,1119845878.45972
"1897",237000,1134000,1273143738.31286
"1898",245000,1134000,280320804.821936
"1899",253000,1134000,360772306.156758
"1900",261000,1134000,492397067.009775
"1901",269000,1134000,720549604.4964
"1902",277000,1134000,1542578795.52653
"1903",285000,1134000,665380400.196194
"1904",293000,1134000,973970169.831817
"1905",301000,1134000,291885745.90754
"1906",309000,1134000,1299807147.84563
"1907",317000,1134000,1558967757.61856
"1908",325000,1134000,348191856.531343
"1909",333000,1134000,73767683.0985468
"1910",341000,1134000,174505647.570935
"1911",349000,1134000,677791286.389429
"1912",357000,1134000,342166105.06361
"1913",365000,1134000,239700464.485419
"1914",373000,1134000,377861559.065736
"1915",381000,1134000,672519392.561158
"1916",389000,1134000,1244992985.60596
"1917",397000,1134000,928419115.720459
"1918",405000,1134000,676772341.068484
"1919",413000,1134000,465347761.935232
"1920",445000,1134000,584868219.941473
"1921",453000,1134000,586965569.700182
"1922",461000,1134000,148000696.711963
"1923",469000,1134000,334570615.978263
"1924",477000,1134000,762621714.621255
"1925",485000,1134000,367733199.584585
"1926",493000,1134000,113451354.859482
"1927",501000,1134000,338047524.847918
"1928",509000,1134000,447550870.827923
"1929",517000,1134000,707839265.287222
"1930",525000,1134000,1003565672.80825
"1931",533000,1134000,903877496.317196
"1932",541000,1134000,78534580.8614616
"1933",549000,1134000,256399948.543872
"1934",557000,1134000,1303602270.14897
"1935",565000,1134000,1208070063.89778
"1936",573000,1134000,545828441.892877
"1937",581000,1134000,652717037.860229
"1938",589000,1134000,597249730.512363
"1939",597000,1134000,93109159.398015
"1940",605000,1134000,309902269.324254
"1941",613000,1134000,516080849.699135
"1942",621000,1134000,440161590.592068
"1943",629000,1134000,192138999.746058
"1944",637000,1134000,602516512.006791
"1945",645000,1134000,301337783.916554
"1946",653000,1134000,480767967.83711
"1947",661000,1134000,550192945.232987
"1948",669000,1134000,231906252.374691
"1949",845000,1134000,250959801.902772
"1950",861000,1134000,76057645.8041684
"1976",29000,1126000,52784962.110533
"1977",45000,1126000,3276603844.32984
"1978",53000,1126000,238393565.882171
"1979",69000,1126000,619169783.643202
"1980",77000,1126000,1017822094.09669
"1981",85000,1126000,57500352.2459569
"1982",93000,1126000,306723411.760093
"1983",101000,1126000,32711468.4149024
"1984",117000,1126000,615940927.596313
"1985",133000,1126000,1123960991.08023
"1986",141000,1126000,654162030.309281
"1987",149000,1126000,626838510.303274
"1988",165000,1126000,163840456.702476
"1989",173000,1126000,761383891.939674
"1990",181000,1126000,1080314090.55373
"1991",189000,1126000,336537241.725084
"1992",213000,1126000,14422202.2194503
"1993",221000,1126000,9916555.74111261
"1994",229000,1126000,223168202.038523
"1995",237000,1126000,514564137.651125
"1996",245000,1126000,501445896.74356
"1997",253000,1126000,1028398320.33522
"1998",261000,1126000,484481123.655029
"1999",269000,1126000,912176263.38944
"2000",277000,1126000,315649294.405575
"2001",285000,1126000,1265725188.64612
"2002",293000,1126000,645895468.373502
"2003",301000,1126000,747215679.912091
"2004",317000,1126000,790107100.085491
"2005",325000,1126000,108873595.039266
"2006",333000,1126000,874756149.359891
"2007",341000,1126000,865348551.776711
"2008",349000,1126000,466441193.982898
"2009",357000,1126000,911564615.043398
"2010",365000,1126000,433890237.205892
"2011",373000,1126000,491578817.88366
"2012",381000,1126000,1448647160.41758
"2013",389000,1126000,544657739.514197
"2014",397000,1126000,31078109.0336633
"2015",405000,1126000,216781662.017516
"2016",413000,1126000,141865176.085062
"2017",421000,1126000,215939190.196991
"2018",445000,1126000,663918257.754386
"2019",453000,1126000,704547364.264475
"2020",461000,1126000,1010581193.18021
"2021",477000,1126000,113130250.079729
"2022",485000,1126000,235829334.387492
"2023",493000,1126000,377027686.143484
"2024",501000,1126000,536838112.327575
"2025",509000,1126000,478117739.317807
"2026",517000,1126000,356799400.479598
"2027",541000,1126000,1133308631.76831
"2028",549000,1126000,130371818.705667
"2029",557000,1126000,855613336.494035
"2030",565000,1126000,1140441573.80659
"2031",573000,1126000,817334450.091642
"2032",581000,1126000,810093973.854931
"2033",589000,1126000,805381039.546265
"2034",597000,1126000,434234527.70206
"2035",605000,1126000,186861725.596284
"2036",613000,1126000,62074155.9760559
"2037",621000,1126000,148427914.755324
"2038",629000,1126000,430619724.401041
"2039",637000,1126000,336632867.02083
"2040",645000,1126000,203219139.802743
"2041",653000,1126000,404304299.062383
"2042",661000,1126000,300802561.900156
"2043",669000,1126000,429512357.105302
"2044",677000,1126000,558860656.892174
"2045",781000,1126000,549501766.856521
"2046",789000,1126000,1466555544.90372
"2047",797000,1126000,57223522.8673764
"2048",805000,1126000,162279690.00574
"2049",813000,1126000,449121294.929075
"2050",829000,1126000,27280605.3594742
"2051",845000,1126000,842122159.078437
"2052",853000,1126000,151956328.420344
"2053",861000,1126000,118225391.749258
"2080",69000,1118000,470615499.868058
"2081",77000,1118000,33253272.706654
"2082",85000,1118000,536575545.356012
"2083",93000,1118000,531091652.112893
"2084",101000,1118000,579649526.747624
"2085",125000,1118000,405869053.310317
"2086",141000,1118000,910018550.037849
"2087",149000,1118000,237801578.017115
"2088",165000,1118000,737174774.728285
"2089",189000,1118000,694928143.239583
"2090",197000,1118000,477844046.675911
"2091",213000,1118000,148570429.928149
"2092",221000,1118000,536958018.752024
"2093",229000,1118000,583127169.603512
"2094",237000,1118000,126556420.271721
"2095",245000,1118000,344629122.017503
"2096",253000,1118000,242211937.542879
"2097",261000,1118000,44057179.6480321
"2098",269000,1118000,778759079.785178
"2099",277000,1118000,413265774.972952
"2100",285000,1118000,237944492.120361
"2101",293000,1118000,262026906.898081
"2102",301000,1118000,380549164.638096
"2103",309000,1118000,142338856.426286
"2104",317000,1118000,632621550.620605
"2105",325000,1118000,594060788.434248
"2106",333000,1118000,310447796.421148
"2107",341000,1118000,163329707.094621
"2108",349000,1118000,183911607.78632
"2109",357000,1118000,497144523.138817
"2110",365000,1118000,24622097.969269
"2111",373000,1118000,278901925.579271
"2112",381000,1118000,680773894.18103
"2113",389000,1118000,797228327.77688
"2114",397000,1118000,1134749193.90066
"2115",405000,1118000,288586215.389294
"2116",413000,1118000,923209160.133876
"2117",421000,1118000,671361161.846602
"2118",429000,1118000,745178639.838149
"2119",437000,1118000,243386636.946823
"2120",445000,1118000,582213023.303584
"2121",453000,1118000,1109962749.04818
"2122",461000,1118000,144555845.827409
"2123",469000,1118000,352010553.352169
"2124",477000,1118000,829689047.583132
"2125",485000,1118000,328484176.322027
"2126",493000,1118000,140492984.70969
"2127",501000,1118000,208960074.009902
"2128",509000,1118000,954780391.21302
"2129",517000,1118000,480294071.607736
"2130",525000,1118000,543567146.655301
"2131",533000,1118000,991296149.565636
"2132",541000,1118000,618645102.788616
"2133",549000,1118000,644953476.566653
"2134",557000,1118000,1148553575.81895
"2135",565000,1118000,334282766.009357
"2136",573000,1118000,846149732.175041
"2137",581000,1118000,496414378.253209
"2138",589000,1118000,170045401.041461
"2139",597000,1118000,87070067.1397253
"2140",605000,1118000,159608542.705056
"2141",613000,1118000,254190133.921016
"2142",629000,1118000,66263203.8705993
"2143",637000,1118000,388053507.258616
"2144",645000,1118000,265269066.709933
"2145",653000,1118000,513031911.072986
"2146",669000,1118000,298512556.976894
"2147",677000,1118000,611921433.846932
"2148",773000,1118000,461061312.561094
"2149",781000,1118000,1932993551.71631
"2150",789000,1118000,49149865.28544
"2151",797000,1118000,1456590224.85406
"2152",805000,1118000,346483261.289848
"2153",813000,1118000,482462918.396294
"2154",821000,1118000,1007370650.55399
"2155",829000,1118000,1951119400.50943
"2156",837000,1118000,241539557.339185
"2157",853000,1118000,50969236.5591588
"2183",5000,1110000,227342804.469749
"2184",69000,1110000,471969412.430132
"2185",109000,1110000,251033250.216488
"2186",117000,1110000,477796557.444116
"2187",125000,1110000,742429267.675338
"2188",133000,1110000,239185467.591331
"2189",141000,1110000,269340182.952275
"2190",157000,1110000,406617809.414404
"2191",165000,1110000,922471639.244927
"2192",173000,1110000,214426839.46024
"2193",181000,1110000,252017849.541079
"2194",189000,1110000,475226600.024473
"2195",197000,1110000,224773434.270907
"2196",205000,1110000,464770051.164964
"2197",213000,1110000,294093194.199333
"2198",221000,1110000,389753207.533991
"2199",229000,1110000,251693319.100675
"2200",237000,1110000,523202580.259315
"2201",245000,1110000,221360790.34132
"2202",253000,1110000,112029557.087909
"2203",261000,1110000,543347745.448336
"2204",269000,1110000,153930377.658448
"2205",277000,1110000,722440594.89041
"2206",285000,1110000,281277403.39891
"2207",293000,1110000,753112545.520351
"2208",301000,1110000,287082528.222611
"2209",309000,1110000,261391494.949078
"2210",317000,1110000,728576640.405903
"2211",325000,1110000,242664249.931531
"2212",333000,1110000,462549777.699646
"2213",341000,1110000,330165075.403786
"2214",349000,1110000,80709958.8219719
"2215",357000,1110000,262163268.872607
"2216",365000,1110000,295227915.27771
"2217",373000,1110000,406801370.905422
"2218",381000,1110000,147101429.112685
"2219",389000,1110000,762226278.580242
"2220",397000,1110000,594260720.778616
"2221",405000,1110000,704404978.625164
"2222",413000,1110000,732628492.383797
"2223",421000,1110000,367724009.624753
"2224",429000,1110000,323846294.791815
"2225",437000,1110000,433082483.869349
"2226",445000,1110000,529732321.739298
"2227",453000,1110000,684895259.065524
"2228",461000,1110000,475925638.231349
"2229",469000,1110000,186586218.461254
"2230",477000,1110000,626740754.98429
"2231",485000,1110000,161803951.764051
"2232",493000,1110000,565914557.973403
"2233",501000,1110000,1017527682.79605
"2234",509000,1110000,458286195.557385
"2235",517000,1110000,361208232.570835
"2236",525000,1110000,458007052.008225
"2237",533000,1110000,767029524.606605
"2238",541000,1110000,1690963832.05059
"2239",549000,1110000,645487515.015816
"2240",557000,1110000,1245495488.54253
"2241",565000,1110000,943651395.424266
"2242",573000,1110000,322953973.577151
"2243",581000,1110000,621292570.498562
"2244",589000,1110000,424190206.7538
"2245",597000,1110000,461283379.79093
"2246",613000,1110000,156045755.390989
"2247",621000,1110000,358208063.117302
"2248",629000,1110000,73502118.4440768
"2249",637000,1110000,9916555.74111261
"2250",645000,1110000,176690518.216998
"2251",653000,1110000,1110721175.77791
"2252",677000,1110000,910587107.046445
"2253",685000,1110000,143881147.223753
"2254",693000,1110000,226333072.886965
"2255",701000,1110000,98422513.3723902
"2256",709000,1110000,262093259.579946
"2257",733000,1110000,1611657329.08091
"2258",741000,1110000,2051681481.27727
"2259",757000,1110000,355123307.026207
"2260",765000,1110000,340044153.272883
"2261",773000,1110000,563533907.859443
"2262",781000,1110000,174764259.773692
"2263",789000,1110000,355193366.031697
"2264",797000,1110000,258894760.98528
"2265",805000,1110000,327007654.540426
"2266",813000,1110000,178952458.837136
"2267",821000,1110000,349829180.312664
"2268",829000,1110000,38098234.9781
"2269",837000,1110000,597579686.565066
"2270",845000,1110000,75235198.5126363
"2271",853000,1110000,669394419.067982
"2272",861000,1110000,79560137.3531569
"2300",37000,1102000,577152620.972864
"2301",45000,1102000,112991240.207973
"2302",53000,1102000,233873422.68072
"2303",61000,1102000,392165466.440453
"2304",93000,1102000,32603521.6506737
"2305",117000,1102000,793923193.542782
"2306",125000,1102000,260021539.457235
"2307",141000,1102000,197009611.236031
"2308",149000,1102000,408119306.299506
"2309",173000,1102000,700326908.662251
"2310",181000,1102000,399270721.304262
"2311",189000,1102000,173617997.433245
"2312",197000,1102000,647845286.941752
"2313",205000,1102000,77838993.7664992
"2314",213000,1102000,664668320.284621
"2315",221000,1102000,517237597.148923
"2316",229000,1102000,75193602.4827952
"2317",237000,1102000,506449531.606138
"2318",245000,1102000,194030366.112277
"2319",253000,1102000,681225256.084129
"2320",261000,1102000,81397715.0540761
"2321",269000,1102000,963974937.264175
"2322",277000,1102000,153204055.350328
"2323",285000,1102000,121552902.503409
"2324",293000,1102000,793929830.308857
"2325",301000,1102000,802185534.369101
"2326",309000,1102000,213666046.294784
"2327",317000,1102000,57675965.9277304
"2328",325000,1102000,10495891.4760998
"2329",333000,1102000,760261931.144692
"2330",341000,1102000,114834385.017757
"2331",349000,1102000,811264540.724606
"2332",357000,1102000,829200724.607211
"2333",365000,1102000,644814038.164089
"2334",373000,1102000,495711717.749316
"2335",381000,1102000,928724410.161444
"2336",389000,1102000,666032224.220435
"2337",397000,1102000,276455569.228374
"2338",405000,1102000,1332072713.77541
"2339",413000,1102000,401967908.48191
"2340",421000,1102000,626420131.151155
"2341",429000,1102000,250287937.177341
"2342",437000,1102000,745848969.600346
"2343",445000,1102000,498183461.430912
"2344",453000,1102000,307954881.066442
"2345",461000,1102000,372113082.514918
"2346",469000,1102000,667684523.445195
"2347",477000,1102000,396288921.999845
"2348",485000,1102000,372219308.383913
"2349",493000,1102000,320511889.062399
"2350",501000,1102000,1464146665.09755
"2351",509000,1102000,604381313.198821
"2352",517000,1102000,341408342.013319
"2353",525000,1102000,739678787.752001
"2354",533000,1102000,1142114241.88311
"2355",541000,1102000,388995124.877235
"2356",549000,1102000,798227238.636635
"2357",557000,1102000,832399804.155476
"2358",565000,1102000,485384784.997869
"2359",573000,1102000,591336136.270255
"2360",581000,1102000,532385157.427888
"2361",589000,1102000,214050314.522853
"2362",597000,1102000,333428371.82398
"2363",605000,1102000,328124348.121458
"2364",613000,1102000,194956938.440921
"2365",621000,1102000,399116222.275148
"2366",629000,1102000,22775601.3057564
"2367",637000,1102000,199230324.931464
"2368",645000,1102000,165126550.626928
"2369",653000,1102000,25460630.8488012
"2370",661000,1102000,527637053.294658
"2371",669000,1102000,556292670.662081
"2372",677000,1102000,191371689.556138
"2373",685000,1102000,101118639.03464
"2374",693000,1102000,229624744.443289
"2375",701000,1102000,345607064.73695
"2376",709000,1102000,859425363.618853
"2377",717000,1102000,1154340321.5224
"2378",725000,1102000,1015478012.9478
"2379",733000,1102000,671754035.913008
"2380",741000,1102000,1834197031.02928
"2381",749000,1102000,469661782.567017
"2382",765000,1102000,670151764.480204
"2383",773000,1102000,41361882.0891166
"2384",781000,1102000,93045297.0522087
"2385",789000,1102000,71249616.0186608
"2386",797000,1102000,263578066.414038
"2387",805000,1102000,683669024.525779
"2388",821000,1102000,333241021.693349
"2389",829000,1102000,65297256.3401066
"2390",837000,1102000,92651550.9051272
"2391",845000,1102000,802033235.386349
"2392",853000,1102000,273514736.175945
"2393",861000,1102000,478105659.982597
"2394",869000,1102000,354037484.322433
"2395",877000,1102000,398947841.63009
"2396",885000,1102000,154567658.38484
"2397",893000,1102000,350835878.137375
"2398",917000,1102000,421060865.860963
"2399",933000,1102000,62276407.3387151
"2426",29000,1094000,41216789.4701357
"2427",45000,1094000,164086912.332849
"2428",117000,1094000,156999522.334763
"2429",125000,1094000,236382026.360558
"2430",133000,1094000,962625397.838928
"2431",141000,1094000,353346585.535537
"2432",149000,1094000,208506802.503935
"2433",157000,1094000,32914736.6125664
"2434",173000,1094000,333878086.015262
"2435",189000,1094000,676691158.515807
"2436",197000,1094000,252478367.842452
"2437",205000,1094000,476915192.446871
"2438",213000,1094000,752670825.214157
"2439",221000,1094000,1182083457.78239
"2440",229000,1094000,302154663.66277
"2441",237000,1094000,179348036.196389
"2442",245000,1094000,486760309.870957
"2443",261000,1094000,548849530.792467
"2444",269000,1094000,635868858.54114
"2445",285000,1094000,1026798432.29875
"2446",293000,1094000,673208614.399109
"2447",301000,1094000,555643060.505556
"2448",309000,1094000,424484483.731089
"2449",317000,1094000,120258903.227225
"2450",325000,1094000,439176451.254763
"2451",333000,1094000,424496308.519819
"2452",341000,1094000,207299063.111226
"2453",349000,1094000,439402796.119012
"2454",357000,1094000,111348952.175681
"2455",365000,1094000,786613589.049845
"2456",373000,1094000,615259624.015121
"2457",381000,1094000,692746653.142564
"2458",389000,1094000,996168771.141482
"2459",397000,1094000,597395496.080852
"2460",405000,1094000,565442921.317566
"2461",413000,1094000,579621452.165596
"2462",421000,1094000,368522261.878172
"2463",429000,1094000,860691595.576343
"2464",437000,1094000,384444694.576828
"2465",445000,1094000,303515196.183614
"2466",453000,1094000,553437474.128822
"2467",461000,1094000,844948519.914422
"2468",469000,1094000,733750946.735515
"2469",477000,1094000,327862969.207013
"2470",485000,1094000,988892650.80544
"2471",493000,1094000,321927772.788756
"2472",501000,1094000,580281034.011457
"2473",509000,1094000,1598245132.10759
"2474",517000,1094000,1150459892.86648
"2475",525000,1094000,408036782.402653
"2476",533000,1094000,1128376539.17943
"2477",541000,1094000,1695101042.12594
"2478",549000,1094000,672886972.295512
"2479",557000,1094000,881853319.683893
"2480",565000,1094000,883728690.52577
"2481",573000,1094000,750108039.735486
"2482",581000,1094000,574947651.754142
"2483",589000,1094000,445178584.267109
"2484",605000,1094000,137086094.026106
"2485",613000,1094000,610903600.992726
"2486",621000,1094000,404431813.570607
"2487",629000,1094000,421002108.19426
"2488",637000,1094000,242368867.623684
