Site,DOY,HHMM,VPD,PAR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14
WCR,255,1500,0.911,1158.9,NaN,0.30356,0.30925,0.43776,0.8089,0.42946,0.17735,0.29641,0.022349,0.045545,0.42191,0.33448,0.60323,0.3872
WCR,255,1530,0.811,370.68,NaN,0.32263,0.35302,0.45103,0.80675,0.48902,0.17725,0.29001,0.021702,0.044676,0.42528,0.37467,0.73495,0.40428
WCR,255,1600,0.723,400.29,NaN,0.35084,0.37013,0.48559,0.85273,0.52038,0.20667,0.33736,0.02199,0.044182,0.47652,0.44867,0.71726,0.44821
WCR,255,1630,0.761,403.57,NaN,0.34415,0.37902,0.46018,0.78471,0.49559,0.20525,0.34331,0.022866,0.04184,0.47954,0.38452,0.67269,0.41877
WCR,255,1700,0.639,227.56,NaN,0.27994,0.26737,0.35511,0.53074,0.33164,0.16069,0.28276,0.023336,0.046097,0.39618,0.27138,0.45566,0.31759
WCR,255,1730,NaN,1000,NaN,0.24954,0.24584,0.33083,0.44153,0.26891,0.13085,0.22392,0.020604,0.039439,0.32419,0.22019,0.40571,0.26482
WCR,255,1800,NaN,1000,NaN,0.22582,0.23455,0.2875,0.42818,0.23563,0.1194,0.17633,0.01853,0.032708,0.25831,0.19506,0.3654,0.23943
WCR,255,1830,NaN,1000,NaN,0.1898,0.18972,0.23141,0.34594,0.18208,0.10408,0.13412,0.015631,0.027475,0.19498,0.14989,0.28804,0.19993
WCR,255,1900,NaN,1000,NaN,0.14288,0.12284,0.15314,0.22358,0.12309,0.074269,0.09205,0.012426,0.02289,0.13307,0.088102,0.1916,0.12639
WCR,255,1930,NaN,1000,NaN,0.1188,0.073637,0.11264,0.15059,0.087718,0.055152,0.064403,0.010314,0.018837,0.093942,0.049337,0.14008,0.078769
WCR,255,2000,NaN,1000,NaN,0.093781,0.040811,0.086867,0.10266,0.061846,0.038039,0.044338,0.0079137,0.015428,0.066253,0.025916,0.10053,0.046593
WCR,255,2030,NaN,0,NaN,0.077083,0.020831,0.070381,0.072396,0.04564,0.025311,0.029693,0.0058073,0.014061,0.045794,0.012159,0.074136,0.025326
WCR,255,2100,NaN,0,NaN,0.060561,0.0061579,0.054913,0.048925,0.031749,0.014182,0.018131,0.0044587,0.01146,0.029859,0.0024623,0.049732,0.008832
WCR,255,2130,NaN,0,NaN,0.052251,0,0.040828,0.033993,0.022881,0.0069785,0.0096246,0.0035184,0.009545,0.017787,0,0.035715,0
WCR,255,2200,NaN,0,NaN,0.045106,0,0.033776,0.023057,0.015519,0.0028028,0.003765,0.0025449,0.0084765,0.0096995,0,0.025219,0
WCR,255,2230,NaN,0,NaN,0.03904,0,0.029206,0.015517,0.010691,0,0.00037438,0.0023322,0.0070437,0.0043896,0,0.01692,0
WCR,255,2300,NaN,0,NaN,0.030914,0,0.020353,0.0095911,0.0067006,0,0,0.0014931,0.0057053,0.001541,0,0.010737,0
WCR,255,2330,NaN,0,NaN,0.025322,0,0.018256,0.0056325,0.0033406,0,0,0.0014541,0.0052731,0.0010293,0,0.0055209,0
WCR,256,0,0.298,0,NaN,0.022198,0,0.016165,0.0032751,0.0016619,0,0,0.00109,0.0043589,0,0,0.0032383,0
WCR,256,30,0.28,0,NaN,0.02002,0.0031511,0.016897,0.001707,0.00045471,0,0,0.000916,0.0041179,0,0,0.0023609,0
WCR,256,100,0.26,0,NaN,0.017411,0.0061581,0.010375,0,0,0,0,0.00092191,0.0036522,0,0,0,0
WCR,256,130,0.259,0,NaN,0.013165,0.0091397,0.0075768,0,0,0.0012023,0.0022624,0.00082435,0.0031793,0.0011675,0.0017382,0,0.0018164
WCR,256,200,0.278,0,NaN,0.010739,0.011664,0.0069496,0,0,0.0025962,0.0032759,0.00034868,0.0027206,0.001343,0.0042645,0,0.0033662
WCR,256,230,0.28,0,NaN,0.009269,0.01467,0,0,0,0.0043753,0.0049668,0.00044316,0.0027349,0.0024885,0.0070213,0,0.0053475
WCR,256,300,0.268,0,NaN,0.0084307,0.01715,0,0,0.0011582,0.018231,0.0060975,0.00022899,0.0023652,0.0036064,0.0085875,0,0.021686
WCR,256,330,0.261,0,NaN,0.0094559,0.020724,0,0,0.0024539,0.0089888,0.0076048,0.00011508,0.0016292,0.004729,0.0097949,0,0.011962
WCR,256,400,0.253,0,NaN,0.011254,0.030122,0,0,0.0039069,0.011748,0.010111,0.00035742,0.0020316,0.0092784,0.013089,0.00096982,0.017397
WCR,256,430,0.226,0,NaN,0.010663,0.045925,0,0,0.0048576,0.014747,0.014466,6.22E-05,0,0.017747,0.014167,0.0034502,0.024003
WCR,256,500,0.207,0,NaN,0.012256,0.063357,0,0.0015087,0.0066827,0.019681,0.020391,0,0,0.027156,0.016455,0.0050252,0.034843
WCR,256,530,0.175,0,NaN,0.013081,0.079883,0,0.0023053,0.0079478,0.025593,0.026026,0,0,0.034639,0.01914,0.0074572,0.046491
WCR,256,600,0.203,118.83,NaN,0.014703,0.087617,0,0.0041958,0.0097655,0.031941,0.030136,0,0,0.038772,0.022309,0.0098852,0.053979
WCR,256,630,0.276,276.88,NaN,0.015217,0.090857,0.00057419,0.0064202,0.012107,0.036389,0.033594,0,0,0.041546,0.024715,0.012452,0.058688
WCR,256,700,0.315,469.9,NaN,0.01406,0.086599,0,0.0082936,0.014993,0.039515,0.035898,0,0,0.042519,0.026446,0.014491,0.059535
WCR,256,730,0.343,638.08,NaN,0.018176,0.083334,0.0027837,0.010306,0.018,0.040315,0.037638,0,0.00084383,0.044129,0.028043,0.017921,0.059801
WCR,256,800,0.374,822.3,NaN,0.037208,0.11915,0.023727,0.022221,0.022822,0.048501,0.047316,0,0.002793,0.063852,0.036718,0.038358,0.085459
WCR,256,830,0.356,1005.3,NaN,0.080607,0.20626,0.066186,0.081714,0.048125,0.078926,0.082457,0,0.0060481,0.11855,0.073328,0.10044,0.18375
WCR,256,900,0.498,1160.7,NaN,0.14084,0.30922,0.13628,0.29259,0.13471,0.13651,0.15739,0.00011629,0.011523,0.2115,0.16895,0.2357,0.34714
WCR,256,930,0.597,1286.1,NaN,0.20279,0.36268,0.197,0.53298,0.26859,0.19913,0.25522,0.0024585,0.018273,0.32951,0.25611,0.38413,0.45496
WCR,256,1000,0.678,1398.3,NaN,0.2579,0.37495,0.23854,0.6696,0.36453,0.23319,0.33666,0.0044648,0.024111,0.42825,0.32312,0.50366,0.4823
WCR,256,1030,0.709,1484.9,NaN,0.29999,0.39852,0.27828,0.79065,0.43143,0.26498,0.38736,0.007248,0.02972,0.50593,0.4035,0.63143,0.50183
WCR,256,1100,0.751,1545.2,NaN,0.33201,0.40714,0.31438,0.89863,0.46951,0.27355,0.42038,0.011182,0.038344,0.58617,0.43747,0.73564,0.53112
WCR,256,1130,0.825,1569.4,NaN,0.34748,0.40292,0.32684,0.94346,0.50956,0.26797,0.48397,0.01556,0.042422,0.6353,0.45089,0.77489,0.53968
WCR,256,1200,0.865,1568.5,NaN,0.36421,0.40837,0.34219,0.9717,0.53075,0.25198,0.48039,0.018984,0.047372,0.64488,0.49819,0.77865,0.54871
WCR,256,1230,0.938,1549.2,NaN,0.37893,NaN,0.3362,1.0041,0.54438,0.24446,0.48372,0.020841,0.05465,0.61348,0.50475,0.82942,0.51539
WCR,256,1300,0.933,1496.6,NaN,0.39204,NaN,0.32012,1.0109,0.54495,0.24759,0.46727,0.023226,0.053315,0.60524,0.42529,0.83656,0.51776
WCR,256,1330,0.963,1416.5,NaN,0.38935,0.38505,0.319,1.0773,0.53764,0.23491,0.43363,0.024874,0.053174,0.55055,0.42498,0.78636,0.52207
WCR,256,1400,0.992,1290.6,NaN,0.38175,0.38567,0.30544,NaN,0.53517,0.23531,0.4159,0.025254,0.057608,0.53354,0.42497,0.78751,0.50133
WCR,256,1430,1.019,1164.8,NaN,0.38124,0.37624,0.28212,NaN,0.52677,0.22576,0.41997,0.025757,0.056988,0.54044,0.42994,0.78879,0.50745
WCR,256,1500,1.005,1031.2,NaN,0.37439,0.3754,0.25907,NaN,0.51197,0.2195,0.40728,0.026394,0.051816,0.54482,0.41345,0.79704,0.46207
WCR,256,1530,1.005,862.76,NaN,0.36593,0.37302,0.24604,NaN,0.4861,0.20178,0.37385,0.026148,0.050651,0.51619,0.41238,0.81443,0.43779
WCR,256,1600,0.966,683.6,NaN,0.35458,0.36295,0.22964,NaN,0.45317,0.20505,0.3369,0.025607,0.05233,0.48722,0.41287,0.67294,0.42776
WCR,256,1630,0.965,492.65,NaN,0.3438,NaN,0.21874,0.76019,0.41275,0.19427,0.31469,0.025418,0.051799,0.45926,0.36636,0.64943,0.41182
WCR,256,1700,0.835,301.81,NaN,0.32091,NaN,0.20088,0.70185,0.35487,0.18368,0.28624,0.024376,0.054545,0.4632,0.32662,0.61313,0.38184
WCR,256,1730,0.72,132.81,NaN,0.30148,0.31821,0.17824,0.62796,0.31087,0.16807,0.26362,0.024039,0.048989,0.41328,0.28109,0.53531,0.33617
WCR,256,1800,0.506,16.194,NaN,0.27596,0.26746,0.13321,0.55536,0.2514,0.14964,0.22633,0.021998,0.040809,0.34255,0.22525,0.41377,0.29503
WCR,256,1830,0.359,0,NaN,0.23597,0.22981,0.087398,0.45197,0.18771,0.1188,0.17133,0.019585,0.033375,0.2588,0.16168,0.30984,0.25056
WCR,256,1900,0.273,0,NaN,0.18447,0.18328,NaN,0.30892,0.1152,0.09189,0.12787,0.016941,0.026529,0.18673,0.10181,0.22428,0.19845
WCR,256,1930,0.241,0,NaN,0.13357,0.13597,NaN,0.18187,0.061105,0.067367,0.091528,0.013651,0.02047,0.12979,0.056761,0.15097,0.14339
WCR,256,2000,0.214,0,NaN,0.098032,0.09623,0,0.1101,0.027809,0.047523,0.063754,0.010234,0.013961,0.086498,0.02912,0.10114,0.093214
WCR,256,2030,0.217,0,NaN,0.073177,0.070853,0,0.07164,0.01034,0.031248,0.042568,0.0079057,0.011579,0.058791,0.014889,0.066344,0.063753
WCR,256,2100,0.188,0,NaN,0.056103,0.052145,0,0.048597,0,0.018755,0.026158,0.0055067,0.0084899,0.037564,0.0046046,0.042279,0.041208
WCR,256,2130,0.191,0,NaN,0.04372,0.040392,0,0.033228,0,0.009603,0.015009,0.0041914,0.0072375,0.023798,0,0.02468,0.027113
WCR,256,2200,0.226,0,NaN,0.035252,0.040249,0,0.023161,0,0.0025969,0.0064938,0.0031483,0.0055854,0.014251,0,0.013351,0.021006
WCR,256,2230,0.335,0,NaN,0.028949,0.046207,0,0.016794,0,0,0.00098846,0.0026892,0.0044565,0.0086103,0,0.0043079,0.022342
WCR,256,2300,0.336,0,NaN,0.024177,0.054643,0,0.012598,0,0,0,0.001906,0.003604,0.0050522,0,0,0.026797
WCR,256,2330,0.323,0,NaN,0.021428,0.067097,0,0.0097074,0,0,0,0.0018009,0.0040216,0.0035394,0,0,0.036915
WCR,257,0,0.318,0,NaN,0.022314,0.10052,0,0.010231,0,0,0,0.0012154,0.0022726,0.005782,0,0,0.062375
WCR,257,30,0.331,0,NaN,0.022787,0.12402,0,0.010485,0,0.0043454,0,0.00085957,0.0019409,0.011478,0.001074,0,0.090807
WCR,257,100,0.335,0,NaN,0.023792,0.13854,0,0.010844,0,0.010721,0.0038058,0.0004792,0.0020436,0.017384,0.0029039,0,0.11472
WCR,257,130,0.308,0,NaN,0.024764,0.14351,0,0.010986,0,0.016233,0.0092808,0.00019282,0.0011826,0.023789,0.0045488,0,0.1293
WCR,257,200,0.27,0,NaN,0.026365,0.15065,0,0.012242,0,0.021233,0.014422,0,0.0010813,0.031233,0.0066571,0,0.14177
WCR,257,230,0.278,0,NaN,0.030112,0.15735,0,0.013886,0,0.027958,0.021515,0,0.0036987,0.04024,0.0087246,0,0.15429
WCR,257,300,0.212,0,NaN,0.032291,0.15329,0,0.014395,0,0.03247,0.02745,0,0.0051245,0.0469,0.0095678,0,0.15613
WCR,257,330,0.19,0,NaN,0.031003,0.13804,0,0.01385,0,0.035029,0.031323,0,0.0033532,0.048693,0.01141,0.0018882,0.14319
WCR,257,400,0.149,0,NaN,0.030742,0.13145,0,0.015996,0,0.034439,0.033257,0,0.0040087,0.050332,0.012782,0.0038284,0.13508
WCR,257,430,0.093,0,NaN,0.026865,0.11629,0,0.015805,0,0.032721,0.034782,0,0.001134,0.049927,0.012209,0.0052964,0.12034
WCR,257,500,0.092,0,NaN,0.023115,0.10139,0,0.014638,0,0.03085,0.033525,0,0,0.046242,0.012304,0.0080573,0.10323
WCR,257,530,0.086,0,NaN,0.018799,0.085392,0,0.013072,0.0041849,0.028204,0.030794,0,0,0.042343,0.013483,0.010173,0.086034
WCR,257,600,0.038,114.18,NaN,0.015435,0.068815,0.0020803,0.011879,0.0070913,0.025231,0.027991,0,0,0.037239,0.013314,0.0083224,0.069348
WCR,257,630,0.132,274.2,NaN,0.012461,0.054148,0.0045803,0.0098161,0.0093793,0.021808,0.024308,0,0,0.031664,0.011897,0.0052403,0.054593
WCR,257,700,0.194,457.07,NaN,0.0095848,0.044474,0.0063922,0.0083713,0.013322,0.018041,0.019603,0,0,0.027254,0.01208,0.0052358,0.044304
WCR,257,730,0.275,644.65,NaN,0.0074761,0.035333,0.0095637,0.007377,0.017637,0.014939,0.015818,0,0,0.022985,0.011628,0.0029548,0.035515
WCR,257,800,0.308,826.51,NaN,0.01194,0.044049,0.012683,0.01047,0.022566,0.015108,0.01258,0,0,0.020056,0.014229,0.0077642,0.036459
WCR,257,830,0.292,992.95,NaN,0.03092,0.087449,0.02143,0.032323,0.032994,0.025961,0.016749,0,0,0.027774,0.024945,0.030054,0.073306
WCR,257,900,0.409,1143.6,NaN,0.076345,0.18895,0.047967,0.14064,0.071002,0.068914,0.040466,0,0.0040098,0.05854,0.061195,0.10742,0.17959
WCR,257,930,0.555,1273,NaN,0.14685,0.33285,0.11334,0.43364,0.1887,0.14726,0.11292,0.00083216,0.011534,0.14528,0.15693,0.28747,0.37673
WCR,257,1000,0.635,1385.3,NaN,0.22434,0.3898,0.18146,0.67255,0.32524,0.20347,0.23545,0.0035341,0.021048,0.29121,0.28554,0.49014,0.49561
WCR,257,1030,0.699,1473.8,NaN,0.28135,0.39236,0.2264,0.7922,0.39497,0.23301,0.33099,0.0069295,0.029275,0.42649,0.37857,0.62871,0.5108
WCR,257,1100,0.818,1530.8,NaN,0.31746,0.40404,0.27254,0.91608,0.43295,0.25289,0.40418,0.010944,0.037956,0.57641,0.4155,0.74388,0.52158
WCR,257,1130,0.892,1558.9,NaN,0.34062,0.40063,0.29953,0.97629,0.46314,0.25596,0.47593,0.014859,0.042988,0.62725,0.43973,0.79173,0.53799
WCR,257,1200,0.962,1560,NaN,0.36092,0.42017,0.32447,1.0021,0.48609,0.23175,0.47501,0.016851,0.048607,0.66529,0.53151,0.79149,0.53622
WCR,257,1230,1.068,1532.9,NaN,0.38636,NaN,0.33496,1.0534,0.5007,0.23502,0.506,0.018496,0.056554,0.63694,0.5064,0.85547,0.53897
WCR,257,1300,1.112,1480.1,NaN,0.4051,NaN,0.33482,1.0469,0.4889,0.22614,0.49531,0.021158,0.058411,0.6342,0.42422,0.89145,0.51049
WCR,257,1330,1.17,1393.5,NaN,0.40924,0.39124,0.33615,NaN,0.50184,0.22401,0.46383,0.024345,0.058756,0.59628,0.44405,0.84587,0.54283
WCR,257,1400,1.175,1279.8,NaN,0.40023,0.38511,0.32721,NaN,0.48968,0.22368,0.46137,0.024522,0.056036,0.58919,0.44798,0.85069,0.5035
WCR,257,1430,1.183,1142.1,NaN,0.39996,0.37733,0.31475,0.96557,0.47619,0.21267,0.44819,0.024807,0.055399,0.5759,0.44556,0.85384,0.49374
WCR,257,1500,1.101,986.81,NaN,0.39275,0.37037,0.29928,1.0053,0.45931,0.20059,0.42651,0.025082,0.054831,0.5645,0.4249,0.83695,0.44567
WCR,257,1530,1.075,815.77,NaN,0.39077,0.36946,0.29585,0.88685,0.44899,0.19228,0.38968,0.024909,0.054529,0.54237,0.43315,0.80998,0.43994
WCR,257,1600,1.036,634.15,NaN,0.37646,0.36281,0.28747,0.85191,0.41698,0.18627,0.35288,0.024144,0.060204,0.49891,0.41385,0.75116,0.41799
WCR,257,1630,0.897,435.4,NaN,0.35451,0.38899,0.27137,0.79218,0.38415,0.17681,0.31419,0.023114,0.057275,0.46124,0.36969,0.69853,0.39412
WCR,257,1700,0.772,251.92,NaN,0.33027,0.3136,0.25947,0.73701,0.35045,0.16129,0.28686,0.021883,0.060591,0.46214,0.33458,0.65475,0.36541
WCR,257,1730,0.632,99.886,NaN,0.29685,0.28362,0.22743,0.63674,0.29311,0.13988,0.24061,0.020641,0.053194,0.35638,0.27852,0.54233,0.29367
WCR,257,1800,0.454,0,NaN,0.26311,0.22987,0.18709,0.55605,0.23236,0.11205,0.18952,0.018486,0.04425,0.27975,0.22358,0.4312,0.2428
WCR,257,1830,0.347,0,NaN,0.22327,0.18819,0.14588,0.44426,0.17061,0.084637,0.14081,0.016131,0.035898,0.20943,0.16411,0.33862,0.19824
WCR,257,1900,0.346,0,NaN,0.17148,0.14428,0.10126,0.28496,0.11131,0.057198,0.10064,0.013182,0.028202,0.14731,0.10154,0.24005,0.15225
WCR,257,1930,0.344,0,NaN,0.11854,0.10214,0.058602,0.15951,0.058759,0.034307,0.068636,0.0099691,0.020551,0.098161,0.052578,0.15347,0.1077
WCR,257,2000,0.308,0,NaN,0.08672,0.071788,0.029958,0.10083,0.028706,0.015009,0.045702,0.0076289,0.015345,0.063334,0.024014,0.10049,0.073204
WCR,257,2030,0.247,0,NaN,0.067964,0.061306,0.014698,0.069874,0.010835,0.0042061,0.028249,0.0057096,0.010833,0.041018,0.010998,0.07036,0.05468
WCR,257,2100,0.172,0,NaN,0.055563,0.064256,0.0053658,0.053432,0.00057343,0,0.016484,0.0043066,0.0079261,0.02908,0.0035311,0.050934,0.050703
WCR,257,2130,0.134,0,NaN,0.046074,0.064955,0,0.041489,0,0,0.0077092,0.0028873,0.0050692,0.018525,0,0.037248,0.047763
WCR,257,2200,0.104,0,NaN,0.037414,0.055943,0,0.032042,0,0,0.0016149,0.0020173,0.0032457,0.010119,0,0.026459,0.039946
WCR,257,2230,0.091,0,NaN,0.030226,0.045202,0,0.02477,0,0,0,0.0016673,0.0022064,0.0048473,0,0.018133,0.031261
WCR,257,2300,0.076,0,NaN,0.023286,0.034396,0,0.019311,0,0,0,0.0013918,0.0017545,0.0011186,0,0.011793,0.02473
WCR,257,2330,0.076,0,NaN,0.018793,0.023589,0,0.014641,0,0,0,0.00058491,0.00093548,0,0,0.0075014,0.016786
WCR,258,0,0.065,0,NaN,0.014798,0.016173,0,0.011243,0,0,0,0.00065419,0.00057613,0,0,0.0035616,0.0093079
WCR,258,30,0.069,0,NaN,0.011449,0.010533,0,0.0095062,0,0,0,0.00015435,0.00090185,0,0,0.00088153,0.0077288
WCR,258,100,0.066,0,NaN,0.0093782,0.0080712,0,0.0071063,0,0,0,0,0.0002082,0,0,0,0.005457
WCR,258,130,0.09,0,NaN,0.0079981,0.0071901,0,0.0062432,0,0,0,0,0,0,0,0,0.0049797
WCR,258,200,0.074,0,NaN,0.0068855,0.0075233,0.0025061,0.0048502,0,0,0,0.00041651,0,0,0,0,0.0030947
WCR,258,230,0.049,0,NaN,0.0055245,0.0046917,0.0058773,0.003213,0,0,0,0,0,0,0,0,0.0011451
WCR,258,300,0.02,0,NaN,0.0045605,0.0029057,0.012598,0.0027183,0,0.0003897,0,0,0,0,0,0,0.00088742
WCR,258,330,0.003,0,NaN,0.0036601,0.0047391,0.022628,0.0027284,0,0,0,0,0,0,0,0,0.0021815
WCR,258,400,0.002,0,NaN,0.002947,0.0067078,0.032945,0.0030102,0,0,0,0,0,0,0,0,0.0060906
WCR,258,430,0.007,0,NaN,0.0014246,0.0036392,0.041766,0.0026952,0.0046669,0,0,6.14E-05,0,0,0,0,0.004481
WCR,258,500,0,0,NaN,0.0013286,0,0.047805,0.002067,0.011032,0,0,8.44E-05,0,0,0,0,0.0020785
WCR,258,530,0.013,0,NaN,0.00027712,0,0.055069,0.0015291,0.016804,0,0,0,0,0.00047164,0,2.50E-05,0.0021414
WCR,258,600,0.034,70.412,NaN,0,0,0.079374,0,0.020281,0,0,0.00054385,0.00060477,0,0,0,0
WCR,258,630,0.025,122.97,NaN,0,0,0.086062,0,0.024633,0.00081635,0,0.0003479,0.00077378,0,0.0012159,0,NaN
WCR,258,700,0.06,191.62,NaN,0,0,0.094481,0,0.029186,0.00045196,0.0010045,2.00E-05,0.00059921,0,0.002326,0,NaN
WCR,258,730,0.035,226.29,NaN,0,0,0.11212,0.001598,0.034051,0.0021883,0.0011451,0.00031048,0.0011517,0.0004402,0.0048957,0.0016438,NaN
WCR,258,800,0.061,364.04,NaN,0,0,0.12987,0.0036408,0.038603,0.0033172,0.0024389,8.01E-05,0.00082879,0.0011568,0.0071115,0.0039412,NaN
WCR,258,830,0.088,301.26,NaN,0.0015283,0.0092305,0.14369,0.0094106,0.043141,0.0073774,0.0040728,0,0.0011366,0.0030146,0.011438,0.0082598,NaN
WCR,258,900,0.16,431.88,NaN,0.0032604,0.024604,0.14941,0.01704,0.046961,0.01408,0.0061372,0,0.00035576,0.0051798,0.013856,0.013317,NaN
WCR,258,930,0.348,1212,NaN,0.010216,0.065744,0.15774,0.055962,0.059379,0.03389,0.010514,0,0.00027331,0.012508,0.024358,0.034457,NaN
WCR,258,1000,0.582,1299.5,NaN,0.017944,0.1196,0.18434,0.12332,0.079674,0.066423,0.018431,0,0.00048058,0.024063,0.043779,0.070789,NaN
WCR,258,1030,0.831,1554.1,NaN,0.044799,0.17846,0.20684,0.26613,0.13263,0.10733,0.030392,0,0.0026563,0.043081,0.089958,0.15814,NaN
WCR,258,1100,0.927,1447.7,NaN,0.17136,0.37907,0.37738,0.78946,0.35803,0.20528,NaN,0.0024829,0.015647,0.24363,0.30616,0.51499,NaN
WCR,258,1130,1.055,1475.1,NaN,0.29325,0.40354,0.55382,0.94693,0.50485,0.24147,NaN,0.0069274,0.026488,0.52404,0.42101,0.74943,NaN
WCR,258,1200,1.256,1489.1,NaN,0.3472,0.42199,0.59088,0.99348,0.53938,0.24157,0.46771,0.010807,0.039181,0.68261,0.48338,0.8119,NaN
WCR,258,1230,1.537,1463.3,NaN,0.35909,0.44775,0.58401,1.0088,0.5433,0.23032,0.50579,0.013972,0.05,0.64759,0.44493,0.85272,NaN
WCR,258,1300,1.603,1403.9,NaN,0.37577,0.38677,0.55963,1.0151,0.54562,0.22472,0.48437,0.01587,0.051757,0.61131,0.4443,0.89291,NaN
WCR,258,1330,1.611,1325.8,NaN,0.38235,0.38823,0.54392,NaN,0.56829,0.21648,0.46459,0.015984,0.052692,0.63308,0.46645,0.86532,NaN
WCR,258,1400,1.718,1227.5,NaN,0.38419,0.3742,0.50596,NaN,0.5323,0.21959,0.48748,0.015336,0.051656,0.59885,0.45332,0.86887,NaN
WCR,258,1430,1.675,1093.5,NaN,0.37931,0.36325,0.47829,0.94607,0.52176,0.20229,0.44789,0.015215,0.05035,0.55987,0.44796,0.84845,NaN
WCR,258,1500,1.65,940.48,NaN,0.37947,0.35521,0.44701,0.95491,0.5211,0.18393,0.42616,0.013489,0.053556,0.57329,0.43225,0.82796,NaN
WCR,258,1530,1.634,708.45,NaN,0.37882,0.34714,0.42114,0.92075,0.49739,0.18062,0.40055,0.012617,0.052933,0.55226,0.46169,0.81981,NaN
WCR,258,1600,1.462,501.41,NaN,0.36426,0.35214,0.39197,0.87178,0.46827,0.17676,0.36854,0.011925,0.057634,0.50741,0.41838,0.76168,NaN
WCR,258,1630,1.295,348.44,NaN,0.34818,0.34793,0.36421,0.84946,0.42597,0.16782,0.33839,0.011631,0.054212,0.51464,0.4069,0.72548,NaN
WCR,258,1700,1.169,240.3,NaN,0.33066,0.32156,0.33568,0.80098,0.3821,0.15696,0.32103,0.011822,0.053993,0.4557,0.37172,0.69033,NaN
WCR,258,1730,1.102,94.544,NaN,0.30151,0.2813,0.29403,0.71597,0.32073,0.13342,0.26295,0.011499,0.048626,0.38166,0.33132,0.58826,NaN
WCR,258,1800,0.965,0,NaN,0.24917,0.22833,0.2402,0.58685,0.22816,0.10675,0.19169,0.010898,0.04231,0.28031,0.26902,0.47869,NaN
WCR,258,1830,0.943,0,NaN,0.21419,0.20578,0.19778,0.50185,0.17831,0.079059,0.13603,0.0094813,0.036805,0.214,0.22492,0.39904,NaN
WCR,258,1900,0.905,0,NaN,0.16955,0.18169,0.15278,0.33641,0.12794,0.060354,0.10059,0.007959,0.032815,0.16232,0.16246,0.30132,NaN
WCR,258,1930,0.844,0,NaN,0.12969,0.16222,0.10783,0.18138,0.073767,0.046443,0.076117,0.0059996,0.024998,0.12491,0.096425,0.19923,NaN
WCR,258,2000,0.778,0,NaN,0.10109,0.14913,0.072492,0.10938,0.038437,0.030649,0.055618,0.0050809,0.020515,0.096827,0.052336,0.13502,NaN
WCR,258,2030,0.745,0,NaN,0.08171,0.14451,0.050656,0.07466,0.017647,0.022727,0.039569,0.0033682,0.018348,0.076439,0.0295,0.094101,NaN
WCR,258,2100,0.75,0,NaN,0.069405,0.1434,0.036051,0.055349,0.0071987,0.02232,0.031873,0.0016244,0.014708,0.061945,0.016702,0.072056,NaN
WCR,258,2130,0.513,0,NaN,0.059004,0.13648,0.026089,0.043178,0.00057659,0.013309,0.022355,0.00057957,0.011918,0.051773,0.0098363,0.050591,NaN
WCR,258,2200,0.506,0,NaN,0.053289,0.13923,0.020208,0.033992,0,0.01076,0.017858,0.00083824,0.011187,0.046533,0.005245,0.036174,NaN
WCR,258,2230,0.541,0,NaN,0.048839,0.13873,0.017409,0.027087,0,0.015109,0.020835,4.51E-05,0.010658,0.04518,0.003065,0.032302,NaN
WCR,258,2300,0.549,0,NaN,0.036618,0.075069,0.014222,0.015762,0,0.011611,0.016078,0,0.010195,0.027758,0,0.021689,NaN
WCR,258,2330,0.581,0,NaN,0.03325,0.083706,0.009918,0.012385,0,0.0018118,0.012801,0,0.0088343,0.026584,0,0.015919,NaN
WCR,259,0,0.595,0,NaN,0.027417,0.092535,0.0089733,0.0084323,0,0,0.010264,0,0.0082056,0.02818,0,0.0087309,NaN
WCR,259,30,0.619,0,NaN,0.022369,0.096491,0.0077331,0.0041133,0,0,0.0061262,0,0.0060245,0.025081,0,0.003828,NaN
WCR,259,100,0.675,0,NaN,0.018302,0.10067,0.0066073,0.00076149,0,0,0.003999,0,0.0053836,0.023226,0,0,NaN
WCR,259,130,0.726,0,NaN,0.015254,0.10269,0.0057572,0,0,0,0.0015023,0,0.0042703,0.021415,0,0,NaN
WCR,259,200,0.712,0,NaN,0.013608,0.11722,0.0059649,0,0,0,0,0,0.00501,0.023386,0,0,NaN
WCR,259,230,0.717,0,NaN,0.014295,0.12985,0.006093,0,0,0.0049069,0.0020811,0,0.0023976,0.026952,0,0,NaN
WCR,259,300,0.735,0,NaN,0.017173,0.14231,0.0061741,0,0,0.0095422,0.0033646,0,0.00085177,0.032168,0,0,NaN
WCR,259,330,0.758,0,NaN,0.020013,0.13891,0.0070865,0,0,0.0201,0.0091883,0,0.00099655,0.036121,0,0,NaN
WCR,259,400,0.463,0,NaN,0.023913,0.14267,0.0075603,0,0,0.024122,0.013372,0,0.0002035,0.041447,0,0,NaN
WCR,259,430,0.415,0,NaN,0.032213,0.15324,0.0080353,0,0,0.032356,0.014893,0,0.00016691,0.045998,0,0,NaN
WCR,259,500,0.549,0,NaN,0.037405,0.16065,0.0106,0,0,0.04659,0.026035,0,0,0.054866,0,0,NaN
WCR,259,530,0.608,0,NaN,0.027283,0.10459,0.01278,0,0,0.041298,0.030817,0,0,0.046516,0,0,NaN
