TIMESTAMP,DecDOY,HH:MM,DOY,H,M,RECORD,C1,C2,C3,C4
7/29/16 6:30,211.271,06:30,211,6,30,216,0.3035131,-0.005193949,0.01371735,0.2003666
7/29/16 6:35,211.274,06:35,211,6,35,217,0.3035127,-0.004594641,0.01351757,0.2002997
7/29/16 6:40,211.278,06:40,211,6,40,218,0.3029785,-0.004328263,0.01325115,0.2004985
7/29/16 6:45,211.281,06:45,211,6,45,219,0.3027117,-0.004261669,0.01311795,0.2005648
7/29/16 6:50,211.285,06:50,211,6,50,220,0.3026459,-0.003928737,0.0130514,0.2000992
7/29/16 6:55,211.288,06:55,211,6,55,221,0.3026465,-0.003063089,0.01325119,0.2000996
7/29/16 7:00,211.292,07:00,211,7,0,222,0.3025795,-0.002463785,0.01338435,0.199833
7/29/16 7:05,211.295,07:05,211,7,5,223,0.3015133,-0.001731304,0.01298478,0.2000322
7/29/16 7:10,211.299,07:10,211,7,10,224,0.3008456,-0.001198589,0.01298471,0.1996981
7/29/16 7:15,211.302,07:15,211,7,15,225,0.3007105,-0.000799053,0.01291803,0.1994305
7/29/16 7:20,211.306,07:20,211,7,20,226,0.3001761,-0.0005327,0.01291796,0.1992962
7/29/16 7:25,211.309,07:25,211,7,25,227,0.2999744,-0.000266348,0.01298446,0.1988288
7/29/16 7:30,211.313,07:30,211,7,30,228,0.2993742,-6.66E-05,0.01291784,0.1988282
7/29/16 7:35,211.316,07:35,211,7,35,229,0.2985082,0.00019976,0.01291782,0.1983618
7/29/16 7:40,211.319,07:40,211,7,40,230,0.2984415,0.001265147,0.0129844,0.1978956
7/29/16 7:45,211.323,07:45,211,7,45,231,0.2984392,0.001664654,0.01338382,0.1977609
7/29/16 7:50,211.326,07:50,211,7,50,232,0.297438,0.002397081,0.01358346,0.1978925
7/29/16 7:55,211.330,07:55,211,7,55,233,0.2976356,0.002996332,0.01364996,0.1979577
7/29/16 8:00,211.333,08:00,211,8,0,234,0.298566,0.003528992,0.01424914,0.1979565
7/29/16 8:05,211.337,08:05,211,8,5,235,0.2987628,0.003928461,0.01458191,0.1978213
7/29/16 8:10,211.340,08:10,211,8,10,236,0.2981622,0.004261362,0.01484818,0.1984862
7/29/16 8:15,211.344,08:15,211,8,15,237,0.2978934,0.004461077,0.01518098,0.1984846
7/29/16 8:20,211.347,08:20,211,8,20,238,0.2971593,0.003928388,0.01524747,0.1974182
7/29/16 8:25,211.351,08:25,211,8,25,239,0.297223,0.003662022,0.01564682,0.1961512
7/29/16 8:30,211.354,08:30,211,8,30,240,0.2960884,0.002996172,0.01564668,0.1950175
7/29/16 8:35,211.358,08:35,211,8,35,241,0.2952197,0.001930847,0.01571309,0.1935507
7/29/16 8:40,211.361,08:40,211,8,40,242,0.293818,0.000865543,0.01571291,0.1922168
7/29/16 8:45,211.365,08:45,211,8,45,243,0.2934139,-0.000133158,0.01617871,0.1912816
7/29/16 8:50,211.368,08:50,211,8,50,244,0.2916781,-0.000399469,0.01591213,0.190879
7/29/16 8:55,211.372,08:55,211,8,55,245,0.2904093,-0.001198387,0.01591193,0.1918752
7/29/16 9:00,211.375,09:00,211,9,0,246,0.2893408,-0.001797561,0.01577859,0.1921393
7/29/16 9:05,211.378,09:05,211,9,5,247,0.2868741,-0.002330145,0.01571183,0.1920705
7/29/16 9:10,211.382,09:10,211,9,10,248,0.2844748,-0.002929298,0.01531224,0.1916027
7/29/16 9:15,211.385,09:15,211,9,15,249,0.2832058,-0.00299583,0.01497915,0.1904016
7/29/16 9:20,211.389,09:20,211,9,20,250,0.2808038,-0.002995773,0.01457943,0.1892663
7/29/16 9:25,211.392,09:25,211,9,25,251,0.2772054,-0.002995736,0.0139801,0.187999
7/29/16 9:30,211.396,09:30,211,9,30,252,0.2741401,-0.002795989,0.01324766,0.186599
7/29/16 9:35,211.399,09:35,211,9,35,253,0.270808,-0.002929094,0.01244865,0.1845995
7/29/16 9:40,211.403,09:40,211,9,40,254,0.269007,-0.001863944,0.01198249,0.1833322
7/29/16 9:45,211.406,09:45,211,9,45,255,0.2664075,-0.000732255,0.01158294,0.1819986
7/29/16 9:50,211.410,09:50,211,9,50,256,0.2635424,-0.000133137,0.01111685,0.1803991
7/29/16 9:55,211.413,09:55,211,9,55,257,0.2602093,0.000732234,0.01025128,0.1787317
7/29/16 10:00,211.417,10:00,211,10,0,258,0.2579422,0.0023298,0.009385769,0.1770649
7/29/16 10:05,211.420,10:05,211,10,5,259,0.2549441,0.002862296,0.008786584,0.1745335
7/29/16 10:10,211.424,10:10,211,10,10,260,0.251213,0.00406041,0.008120822,0.1720683
7/29/16 10:15,211.427,10:15,211,10,15,261,0.2500113,0.005657868,0.007721329,0.1712671
7/29/16 10:20,211.431,10:20,211,10,20,262,0.2474798,0.00639001,0.006922512,0.1690025
7/29/16 10:25,211.434,10:25,211,10,25,263,0.2445488,0.007321818,0.006389952,0.1678693
7/29/16 10:30,211.438,10:30,211,10,30,264,0.2418165,0.007654526,0.005724254,0.16607
7/29/16 10:35,211.441,10:35,211,10,35,265,0.240681,0.0076544,0.004992001,0.1640038
7/29/16 10:40,211.444,10:40,211,10,40,266,0.2375488,0.007254923,0.00432633,0.1628031
7/29/16 10:45,211.448,10:45,211,10,45,267,0.2371463,0.00685548,0.003727251,0.1610039
7/29/16 10:50,211.451,10:50,211,10,50,268,0.2330838,0.00579049,0.003527539,0.1583399
7/29/16 10:55,211.455,10:55,211,10,55,269,0.2327466,0.005191374,0.003594027,0.1575382
7/29/16 11:00,211.458,11:00,211,11,0,270,0.2308811,0.004592331,0.003194664,0.1560727
7/29/16 11:05,211.462,11:05,211,11,5,271,0.2298803,0.00372707,0.002928411,0.1549396
7/29/16 11:10,211.465,11:10,211,11,10,272,0.2280812,0.003261156,0.002462506,0.153474
7/29/16 11:15,211.469,11:15,211,11,15,273,0.2272116,0.00252901,0.001730375,0.1510085
7/29/16 11:20,211.472,11:20,211,11,20,274,0.2274079,0.001597247,0.00173035,0.1501411
7/29/16 11:25,211.476,11:25,211,11,25,275,0.2263392,0.001331016,0.001863422,0.1490738
7/29/16 11:30,211.479,11:30,211,11,30,276,0.2241403,0.0010648,0.00179685,0.147741
7/29/16 11:35,211.483,11:35,211,11,35,277,0.2236705,0.000865135,0.00166372,0.1472725
7/29/16 11:40,211.486,11:40,211,11,40,278,0.222669,0.00186334,0.001730243,0.1464052
7/29/16 11:45,211.490,11:45,211,11,45,279,0.222,0.001197841,0.001730216,0.1455378
7/29/16 11:50,211.493,11:50,211,11,50,280,0.2212646,0.001530552,0.002196009,0.1452694
7/29/16 11:55,211.497,11:55,211,11,55,281,0.2191978,0.001330893,0.002927961,0.1452668
7/29/16 12:00,211.500,12:00,211,12,0,282,0.2200599,0.001530504,0.003194097,0.1452648
7/29/16 12:05,211.503,12:05,211,12,5,283,0.2186601,0.001530488,0.003393689,0.1449305
7/29/16 12:10,211.507,12:10,211,12,10,284,0.2162608,0.001597001,0.003659799,0.1437303
7/29/16 12:15,211.510,12:15,211,12,15,285,0.2154588,0.002395466,0.003460119,0.1441272
7/29/16 12:20,211.514,12:20,211,12,20,286,0.2137252,0.002528506,0.003859297,0.1439252
7/29/16 12:25,211.517,12:25,211,12,25,287,0.2116612,0.002195794,0.004790823,0.1432589
7/29/16 12:30,211.521,12:30,211,12,30,288,0.2112595,0.002129229,0.004990381,0.1435899
