"","x","y","Transpiration"
"375",253000,1318000,99.9561861666097
"376",261000,1318000,146.113593449378
"377",269000,1318000,136.031643738116
"378",277000,1318000,71.2829786451753
"379",285000,1318000,63.5607964213445
"380",293000,1318000,120.890194058174
"381",301000,1318000,81.6650538690793
"382",309000,1318000,75.1763698987427
"383",317000,1318000,87.3614033803623
"384",325000,1318000,79.454140181031
"385",333000,1318000,116.357160929615
"386",341000,1318000,103.882621280042
"387",357000,1318000,75.9309047983293
"388",365000,1318000,125.246994622766
"389",373000,1318000,171.422968591259
"390",421000,1318000,96.0632181417259
"391",429000,1318000,237.150672132235
"392",437000,1318000,173.814166250068
"393",61000,1310000,75.3868285832948
"394",77000,1310000,96.6768294420851
"395",85000,1310000,123.05416191467
"396",93000,1310000,141.795654393816
"397",101000,1310000,98.9619166849882
"398",109000,1310000,35.1538845542397
"399",117000,1310000,60.0225662829104
"400",125000,1310000,212.591115122106
"401",133000,1310000,323.577130381442
"402",141000,1310000,163.487540100392
"403",149000,1310000,172.399790204194
"404",157000,1310000,192.284513600869
"405",165000,1310000,138.321368383205
"406",173000,1310000,126.255372960657
"407",181000,1310000,127.577376305093
"408",189000,1310000,200.409939774461
"409",197000,1310000,160.593423348323
"410",205000,1310000,77.368626654144
"411",213000,1310000,73.7623352300788
"412",221000,1310000,98.1839394622366
"413",229000,1310000,231.351025944429
"414",237000,1310000,159.076779188327
"415",245000,1310000,139.176644043458
"416",253000,1310000,67.3982329643635
"417",261000,1310000,151.296271742924
"418",269000,1310000,201.624617785247
"419",277000,1310000,99.9106002010407
"420",285000,1310000,86.2109930391843
"421",293000,1310000,94.5845239377483
"422",301000,1310000,78.4982512512022
"423",309000,1310000,109.00590460382
"424",317000,1310000,72.9786389959564
"425",325000,1310000,84.7053785020248
"426",333000,1310000,84.5936260961943
"427",341000,1310000,73.8847068082846
"428",349000,1310000,42.8487313352192
"429",357000,1310000,105.037013843987
"430",365000,1310000,252.602218935172
"431",373000,1310000,248.47976780631
"432",381000,1310000,96.3380149498552
"433",389000,1310000,94.0674305156281
"434",421000,1310000,71.8713968078791
"435",437000,1310000,193.966572136146
"436",21000,1302000,12.5724434112051
"437",29000,1302000,120.971282605006
"438",37000,1302000,190.583339904345
"439",53000,1302000,88.3788919181185
"440",77000,1302000,117.850742200895
"441",93000,1302000,46.8718929102573
"442",101000,1302000,24.692742516418
"443",109000,1302000,55.7488772455941
"444",117000,1302000,94.125105219843
"445",125000,1302000,181.006750441863
"446",133000,1302000,149.45139219974
"447",141000,1302000,267.285100764351
"448",149000,1302000,309.474774856197
"449",157000,1302000,210.935595906173
"450",165000,1302000,130.951241964072
"451",173000,1302000,275.77212008892
"452",181000,1302000,285.15739277263
"453",189000,1302000,228.969041329398
"454",197000,1302000,135.615981700248
"455",205000,1302000,255.304174854759
"456",213000,1302000,93.6950008363807
"457",221000,1302000,183.406203879467
"458",237000,1302000,158.429937439145
"459",245000,1302000,214.252192777828
"460",253000,1302000,253.59315851504
"461",261000,1302000,43.6251696676307
"462",269000,1302000,117.233487067864
"463",277000,1302000,214.391018405649
"464",285000,1302000,92.9657614344724
"465",293000,1302000,58.1196177177525
"466",301000,1302000,97.1860275692745
"467",309000,1302000,209.265562835612
"468",317000,1302000,128.189608279042
"469",325000,1302000,151.010163499126
"470",333000,1302000,154.978447536611
"471",341000,1302000,127.195475248485
"472",349000,1302000,114.693603812236
"473",357000,1302000,147.99515155086
"474",365000,1302000,211.576555079359
"475",373000,1302000,193.878328392548
"476",381000,1302000,195.684265096842
"477",389000,1302000,166.065408074858
"478",405000,1302000,191.449255363334
"479",413000,1302000,95.5179578987473
"480",421000,1302000,68.0767866218296
"481",429000,1302000,43.0058150132814
"482",437000,1302000,73.419600632504
"483",445000,1302000,54.3197886847599
"484",453000,1302000,73.0008886371292
"485",461000,1302000,144.747127312799
"486",469000,1302000,172.693831638047
"487",477000,1302000,102.429691630726
"488",485000,1302000,82.1286130586123
"494",21000,1294000,8.32204629595913
"495",45000,1294000,2.17076254922691
"496",61000,1294000,3.77473363926591
"497",69000,1294000,170.568246919635
"498",77000,1294000,193.772799607378
"499",85000,1294000,119.840034327291
"500",93000,1294000,80.2219774113359
"501",109000,1294000,58.2075938131578
"502",117000,1294000,65.2929344559027
"503",125000,1294000,153.982154288884
"504",133000,1294000,307.199357040235
"505",141000,1294000,321.431650471603
"506",149000,1294000,218.389421572074
"507",157000,1294000,152.807618675057
"508",165000,1294000,159.119365417671
"509",173000,1294000,333.483868406453
"510",181000,1294000,160.365361336949
"511",189000,1294000,173.507463442306
"512",197000,1294000,149.023801325205
"513",205000,1294000,133.309360064448
"514",213000,1294000,106.990817824051
"515",221000,1294000,117.037857008367
"516",229000,1294000,125.874068926473
"517",237000,1294000,79.0096570817829
"518",245000,1294000,126.626166959218
"519",253000,1294000,96.2974617656027
"520",261000,1294000,84.4921992103014
"521",277000,1294000,112.592172565846
"522",285000,1294000,118.376172401048
"523",293000,1294000,119.531038666596
"524",301000,1294000,48.4549406046666
"525",309000,1294000,72.6103228391419
"526",317000,1294000,104.656962913407
"527",333000,1294000,91.6817971197662
"528",341000,1294000,82.743601879648
"529",349000,1294000,222.297502529805
"530",357000,1294000,92.8171515141246
"531",373000,1294000,77.7980275271122
"532",381000,1294000,49.7579781290288
"533",389000,1294000,92.1646450723212
"534",397000,1294000,61.1958687905008
"535",405000,1294000,43.4565361618715
"536",413000,1294000,37.7294314537339
"537",421000,1294000,22.2890428657
"538",429000,1294000,20.0018126190583
"539",437000,1294000,59.2476359487596
"540",445000,1294000,88.7424603284927
"541",461000,1294000,180.548508637928
"542",469000,1294000,88.1979949537348
"543",477000,1294000,132.445857872714
"544",485000,1294000,204.143004216613
"545",493000,1294000,266.875459347212
"546",501000,1294000,75.2715885755542
"547",509000,1294000,86.8676203897489
"548",517000,1294000,109.765147975469
"558",61000,1286000,60.8728703897849
"559",69000,1286000,184.426214168083
"560",77000,1286000,28.19388900073
"561",85000,1286000,67.5607274951384
"562",101000,1286000,119.357706201059
"563",125000,1286000,71.08110362858
"564",133000,1286000,88.456455217487
"565",141000,1286000,78.2508063458074
"566",149000,1286000,159.58342383393
"567",157000,1286000,130.56057269499
"568",165000,1286000,107.008357623598
"569",173000,1286000,160.843583537714
"570",181000,1286000,142.639767290446
"571",189000,1286000,147.590927378041
"572",197000,1286000,107.975977899197
"573",205000,1286000,266.416676848293
"574",213000,1286000,241.03805207157
"575",221000,1286000,165.052811023345
"576",229000,1286000,149.071580021343
"577",237000,1286000,113.792251273332
"578",245000,1286000,134.455327761524
"579",253000,1286000,101.573505398801
"580",261000,1286000,163.99998155001
"581",269000,1286000,58.3574405313851
"582",277000,1286000,166.101205883176
"583",285000,1286000,119.947506591643
"584",301000,1286000,118.698012668259
"585",309000,1286000,93.1611048100436
"586",317000,1286000,75.1127700508957
"587",325000,1286000,39.5550913411669
"588",333000,1286000,78.7676467692079
"589",341000,1286000,91.4594854073183
"590",349000,1286000,86.1944959946599
"591",357000,1286000,69.6667764738971
"592",365000,1286000,61.6809549075515
"593",373000,1286000,35.8482171126893
"594",381000,1286000,64.66116178368
"595",397000,1286000,66.9033603425504
"596",405000,1286000,102.783007753503
"597",421000,1286000,51.7969042322247
"598",429000,1286000,48.7239842092
"599",437000,1286000,70.8675971858474
"600",445000,1286000,103.393250368414
"601",453000,1286000,191.996944477629
"602",461000,1286000,310.871113330487
"603",469000,1286000,157.628213329203
"604",477000,1286000,89.7129611275524
"605",485000,1286000,127.432183889378
"606",493000,1286000,148.128485571727
"607",501000,1286000,140.747574499298
"608",509000,1286000,206.606108030469
"609",517000,1286000,186.315098132134
"610",525000,1286000,137.90232165228
"626",-19000,1278000,13.9692504992829
"627",61000,1278000,32.4096380766944
"628",69000,1278000,99.8023565098792
"629",77000,1278000,127.779807702098
"630",85000,1278000,26.2763626360066
"631",93000,1278000,73.5864127193309
"632",101000,1278000,94.7655883621837
"633",109000,1278000,60.9493505043009
"634",125000,1278000,64.3644963248133
"635",133000,1278000,120.869338769643
"636",141000,1278000,178.980316970065
"637",149000,1278000,112.243106799932
"638",157000,1278000,93.6334864364502
"639",165000,1278000,79.4394115897823
"640",173000,1278000,82.9871960640419
"641",181000,1278000,80.3748273848377
"642",189000,1278000,64.3413049605254
"643",197000,1278000,304.678097926796
"644",205000,1278000,230.512423206628
"645",213000,1278000,140.256271867148
"646",221000,1278000,116.598077707349
"647",229000,1278000,182.339607344604
"648",237000,1278000,104.833698517439
"649",245000,1278000,153.179564346895
"650",253000,1278000,86.8073813171056
"651",261000,1278000,142.187273646636
"652",269000,1278000,99.1864437967006
"653",277000,1278000,281.887626807465
"654",293000,1278000,103.766083408324
"655",301000,1278000,102.41071331201
"656",309000,1278000,61.7298925403248
"657",317000,1278000,91.4375686843355
"658",325000,1278000,53.2012256718413
"659",333000,1278000,68.7225772817308
"660",341000,1278000,112.168916351993
"661",349000,1278000,138.080942701748
"662",357000,1278000,114.019773809783
"663",365000,1278000,65.4187134057373
"664",373000,1278000,76.7219902691023
"665",381000,1278000,61.4987768182895
"666",389000,1278000,126.90807876374
"667",405000,1278000,132.259302453184
"668",421000,1278000,66.6340746764268
"669",429000,1278000,60.9280776979438
"670",437000,1278000,109.752310267449
"671",445000,1278000,85.82225562099
"672",453000,1278000,64.3615726966524
"673",461000,1278000,140.784980299714
"674",469000,1278000,86.7045883931659
"675",477000,1278000,116.359771773296
"676",485000,1278000,94.7873184296689
"677",493000,1278000,143.093975717951
"678",501000,1278000,194.413901818189
"679",509000,1278000,93.9744218026595
"700",-19000,1270000,9.77853838522772
"701",21000,1270000,139.433395910414
"702",29000,1270000,80.3149270519025
"703",45000,1270000,45.8018682595103
"704",53000,1270000,9.38804579638849
"705",61000,1270000,18.9072913738435
"706",69000,1270000,33.0148497481241
"707",77000,1270000,9.78980668630597
"708",85000,1270000,45.4676910305336
"709",93000,1270000,52.8272172758904
"710",109000,1270000,70.5803538034415
"711",117000,1270000,78.1342818933111
"712",125000,1270000,322.952727889177
"713",141000,1270000,106.620795737159
"714",149000,1270000,47.9393697715099
"715",157000,1270000,88.8945386288344
"716",165000,1270000,136.633794040556
"717",173000,1270000,53.3296618051907
"718",181000,1270000,46.0190277712391
"719",197000,1270000,66.8579436117979
"720",205000,1270000,63.1222384657348
"721",213000,1270000,29.579030094718
"722",221000,1270000,158.28732868064
"723",229000,1270000,170.861232800578
"724",237000,1270000,176.298948625734
"725",253000,1270000,99.858898099321
"726",261000,1270000,189.72876060478
"727",269000,1270000,147.410554521436
"728",277000,1270000,183.82242187138
"729",285000,1270000,169.68318951692
"730",293000,1270000,156.313079061257
"731",309000,1270000,78.131896580361
"732",317000,1270000,126.171056113301
"733",325000,1270000,53.0609152163577
"734",333000,1270000,72.0050799558362
"735",341000,1270000,77.7715513342707
"736",349000,1270000,101.619993280926
"737",357000,1270000,105.404706879733
"738",365000,1270000,81.5399810384927
"739",373000,1270000,70.173924992122
"740",381000,1270000,93.937007512787
"741",389000,1270000,71.8433608137621
"742",397000,1270000,79.520713874184
"743",405000,1270000,105.751728957032
"744",413000,1270000,116.850179428933
"745",421000,1270000,105.906002165546
"746",429000,1270000,63.8389328860157
"747",437000,1270000,45.3894651069216
"748",445000,1270000,60.7212621108253
"749",453000,1270000,79.7753896294587
"750",461000,1270000,232.007537170936
"751",469000,1270000,130.193505791698
"752",477000,1270000,139.822072540575
"753",485000,1270000,97.5050180118956
"773",61000,1262000,85.7951976383009
"774",69000,1262000,26.6959001530696
"775",77000,1262000,89.5876490859716
"776",85000,1262000,43.2712843878751
"777",93000,1262000,107.033994496926
"778",101000,1262000,153.481222537721
"779",109000,1262000,94.7983189507031
"780",117000,1262000,115.090475858751
"781",125000,1262000,139.649224368711
"782",133000,1262000,62.5973332266786
"783",157000,1262000,60.6999576784988
"784",165000,1262000,73.7146256294634
"785",189000,1262000,58.9232721973728
"786",197000,1262000,54.1082371194144
"787",205000,1262000,99.6897963806129
"788",213000,1262000,100.193514636491
"789",221000,1262000,326.674976999526
"790",229000,1262000,278.41238375427
"791",237000,1262000,380.862362339358
"792",245000,1262000,258.654358182139
"793",253000,1262000,202.980955220688
"794",261000,1262000,236.88859052132
"795",269000,1262000,303.297462931573
"796",277000,1262000,145.026206088276
"797",285000,1262000,186.81606761408
"798",293000,1262000,274.334431925736
"799",301000,1262000,264.257452669344
"800",309000,1262000,232.872940693098
"801",317000,1262000,119.277143574294
"802",325000,1262000,165.418061830179
"803",333000,1262000,81.6666092642683
"804",341000,1262000,74.390729572204
"805",349000,1262000,54.6187499336939
"806",357000,1262000,49.0523384234229
"807",365000,1262000,117.110032617746
"808",373000,1262000,93.5281005209265
"809",381000,1262000,96.2148371034267
"810",389000,1262000,77.1627820219212
"811",397000,1262000,81.2593813014833
"812",405000,1262000,70.7924743184103
"813",413000,1262000,76.6242546081802
"814",421000,1262000,242.96951727778
"815",429000,1262000,120.692787738916
"816",437000,1262000,174.801269240867
"817",445000,1262000,121.172080231466
"818",453000,1262000,112.209658041401
"835",13000,1254000,18.1096637051324
"836",53000,1254000,111.400590457023
"837",61000,1254000,163.799162172043
"838",69000,1254000,99.6707253845544
"839",77000,1254000,100.522643699829
"840",85000,1254000,88.9869854126042
"841",93000,1254000,149.727532873273
"842",101000,1254000,99.1861591488206
"843",109000,1254000,89.2270770498702
"844",117000,1254000,67.671870193751
"845",125000,1254000,151.913405618116
"846",133000,1254000,156.058241354714
"847",141000,1254000,195.294529868926
"848",149000,1254000,101.486141829405
"849",157000,1254000,258.841734042333
"850",165000,1254000,160.487325410712
"851",173000,1254000,41.7070231679699
"852",181000,1254000,61.9559548405307
"853",189000,1254000,80.7284056560118
"854",197000,1254000,92.4610252123324
"855",205000,1254000,218.428964864809
"856",213000,1254000,149.49773847418
"857",221000,1254000,209.366032636158
"858",229000,1254000,267.570985290485
"859",237000,1254000,172.39147953158
"860",245000,1254000,409.676935488171
"861",253000,1254000,210.991518205075
"862",261000,1254000,267.266277281864
"863",269000,1254000,172.214796811435
"864",277000,1254000,135.587619411687
"865",285000,1254000,123.871560794721
"866",293000,1254000,147.68558146995
"867",301000,1254000,126.571731986947
"868",309000,1254000,169.283579853308
"869",317000,1254000,101.142839263842
"870",325000,1254000,78.420298636705
"871",333000,1254000,118.118336744643
"872",341000,1254000,113.65665177321
"873",349000,1254000,178.387119428294
"874",357000,1254000,101.621152432938
"875",365000,1254000,63.9340986350183
"876",373000,1254000,124.547665479438
"877",381000,1254000,81.2558510624142
"878",389000,1254000,66.6574034490421
"879",397000,1254000,142.002237151565
"880",405000,1254000,276.079789333086
"881",413000,1254000,145.052058866697
"882",421000,1254000,154.868963218841
"883",429000,1254000,111.350311353351
"884",445000,1254000,72.7312559605461
